Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2017-07-04,debt_consolidation,,37.68%,486xx,MI,4 years,0.0
5350.0,2017-07-04,debt_consolidation,,38.79%,103xx,NY,< 1 year,0.0
30000.0,2017-07-05,debt_consolidation,,39.56%,754xx,TX,< 1 year,0.0
5000.0,2017-07-05,major_purchase,,18.69%,330xx,FL,< 1 year,0.0
30000.0,2017-07-06,debt_consolidation,,15.46%,329xx,FL,2 years,0.0
25000.0,2017-07-07,Debt consolidation,668.0,58.86%,401xx,KY,< 1 year,0.0
1000.0,2017-07-07,car,,1.06%,486xx,MI,,0.0
1000.0,2017-07-07,other,568.0,2.89%,932xx,CA,5 years,0.0
1500.0,2017-07-07,Moving and relocation,,100%,370xx,TN,< 1 year,0.0
10000.0,2017-07-08,major_purchase,,15%,275xx,NC,< 1 year,0.0
20000.0,2017-07-08,debt_consolidation,,21.49%,551xx,MN,,0.0
27000.0,2017-07-08,debt_consolidation,,49.57%,975xx,OR,< 1 year,0.0
4000.0,2017-07-08,debt_consolidation,,-1%,492xx,MI,< 1 year,0.0
30000.0,2017-07-09,Home improvement,724.0,20.19%,020xx,MA,< 1 year,0.0
1000.0,2017-07-09,other,,2.68%,712xx,LA,5 years,0.0
23650.0,2017-07-09,Car financing,533.0,100%,761xx,TX,< 1 year,0.0
3500.0,2017-07-10,vacation,634.0,5.58%,285xx,NC,5 years,0.0
10000.0,2017-07-10,Debt consolidation,654.0,35.41%,296xx,SC,< 1 year,0.0
5000.0,2017-07-10,Other,558.0,2.86%,980xx,WA,< 1 year,0.0
5000.0,2017-07-11,Moving and relocation,709.0,2.2%,331xx,FL,< 1 year,0.0
1000.0,2017-07-11,car,,45.67%,446xx,OH,1 year,0.0
5000.0,2017-07-11,Medical expenses,585.0,4.54%,285xx,NC,< 1 year,0.0
40000.0,2017-07-11,debt_consolidation,,-1%,015xx,MA,< 1 year,0.0
15000.0,2017-07-12,debt_consolidation,,31.91%,983xx,WA,< 1 year,0.0
3000.0,2017-07-12,other,,1.48%,306xx,GA,1 year,0.0
10000.0,2017-07-12,Major purchase,821.0,41.51%,935xx,CA,< 1 year,0.0
5000.0,2017-07-12,moving,628.0,14.21%,946xx,CA,,0.0
10000.0,2017-07-13,debt_consolidation,,18.09%,626xx,IL,< 1 year,0.0
2500.0,2017-07-13,other,,29.32%,334xx,FL,1 year,0.0
30000.0,2017-07-13,Home improvement,727.0,52.74%,900xx,CA,< 1 year,0.0
3000.0,2017-07-13,moving,,8.55%,344xx,FL,5 years,0.0
4000.0,2017-07-14,other,,3.82%,438xx,OH,< 1 year,0.0
17000.0,2017-07-14,debt_consolidation,,17.66%,915xx,CA,< 1 year,0.0
5000.0,2017-07-14,other,,17.78%,670xx,KS,,0.0
4000.0,2017-07-14,debt_consolidation,,2.44%,890xx,NV,< 1 year,0.0
3500.0,2017-07-14,medical,,43.28%,117xx,NY,5 years,0.0
10000.0,2017-07-14,debt_consolidation,,14.64%,770xx,TX,< 1 year,0.0
4000.0,2017-07-15,credit_card,,21.92%,761xx,TX,5 years,0.0
9000.0,2017-07-15,debt_consolidation,,43.32%,295xx,SC,< 1 year,0.0
1500.0,2017-07-15,Other,655.0,23.26%,087xx,NJ,< 1 year,0.0
5000.0,2017-07-15,Car financing,501.0,3.17%,623xx,IL,< 1 year,0.0
30000.0,2017-07-15,Credit card refinancing,639.0,46.99%,840xx,UT,< 1 year,0.0
20000.0,2017-07-16,debt_consolidation,,28.18%,773xx,TX,< 1 year,0.0
8000.0,2017-07-16,car,,16.52%,010xx,MA,10+ years,0.0
1000.0,2017-07-17,Debt consolidation,501.0,21.52%,630xx,MO,< 1 year,0.0
1000.0,2017-07-17,debt_consolidation,,22.45%,730xx,OK,2 years,0.0
5000.0,2017-07-17,debt_consolidation,,19.26%,553xx,MN,< 1 year,0.0
2000.0,2017-07-17,Debt consolidation,501.0,6.85%,206xx,MD,< 1 year,0.0
4250.0,2017-07-17,Debt consolidation,566.0,350.86%,618xx,IL,< 1 year,0.0
2000.0,2017-07-18,major_purchase,,26.89%,466xx,IN,< 1 year,0.0
10000.0,2017-07-18,Debt consolidation,501.0,34.72%,917xx,CA,< 1 year,0.0
5000.0,2017-07-18,other,,10.14%,178xx,PA,3 years,0.0
25000.0,2017-07-18,debt_consolidation,,30.99%,997xx,AK,5 years,0.0
5000.0,2017-07-18,home_improvement,,14.3%,471xx,IN,5 years,0.0
10000.0,2017-07-19,Car financing,569.0,3.94%,015xx,MA,< 1 year,0.0
20400.0,2017-07-19,credit_card,,-1%,554xx,MN,5 years,0.0
10000.0,2017-07-19,Major purchase,691.0,34.96%,923xx,CA,< 1 year,0.0
2000.0,2017-07-19,car,,22.4%,363xx,AL,5 years,0.0
5000.0,2017-07-20,Home improvement,853.0,2.57%,282xx,NC,8 years,0.0
8000.0,2017-07-20,debt_consolidation,,23.04%,786xx,TX,< 1 year,0.0
10000.0,2017-07-20,Debt consolidation,642.0,34%,973xx,OR,< 1 year,0.0
30000.0,2017-07-20,credit_card,,10.89%,191xx,PA,5 years,0.0
3000.0,2017-07-20,Car financing,590.0,100%,956xx,CA,< 1 year,0.0
2500.0,2017-07-20,credit_card,,1.33%,104xx,NY,,0.0
5000.0,2017-07-21,other,,19.68%,786xx,TX,5 years,0.0
30000.0,2017-07-21,credit_card,,54.67%,310xx,GA,5 years,0.0
2000.0,2017-07-21,Medical expenses,,100%,750xx,TX,< 1 year,0.0
10000.0,2017-07-21,Debt consolidation,651.0,37.05%,690xx,NE,< 1 year,0.0
20000.0,2017-07-22,credit_card,,60.46%,456xx,OH,5 years,0.0
10000.0,2017-07-23,major_purchase,,3.17%,913xx,CA,< 1 year,0.0
60000.0,2017-07-24,Business Loan,,-1%,757xx,TX,< 1 year,0.0
10000.0,2017-07-24,home_improvement,,27.91%,941xx,CA,5 years,0.0
10000.0,2017-07-24,home_improvement,,9.91%,074xx,NJ,< 1 year,0.0
25000.0,2017-07-24,Credit card refinancing,613.0,8.1%,145xx,NY,< 1 year,0.0
2000.0,2017-07-24,debt_consolidation,,1.37%,207xx,MD,,0.0
2000.0,2017-07-24,debt_consolidation,,10.64%,917xx,CA,5 years,0.0
10000.0,2017-07-24,major_purchase,,2.95%,085xx,NJ,< 1 year,0.0
1000.0,2017-07-24,Other,606.0,40.33%,656xx,MO,< 1 year,0.0
20000.0,2017-07-25,other,,160.6%,769xx,TX,< 1 year,0.0
40000.0,2017-07-25,Credit card refinancing,655.0,15.36%,174xx,PA,< 1 year,0.0
20000.0,2017-07-25,Debt consolidation,663.0,11.64%,730xx,OK,< 1 year,0.0
5000.0,2017-07-25,other,,15.93%,212xx,MD,5 years,0.0
5000.0,2017-07-26,Debt consolidation,573.0,11.87%,300xx,GA,< 1 year,0.0
15000.0,2017-07-26,Debt consolidation,679.0,15.82%,920xx,CA,< 1 year,0.0
1600.0,2017-07-26,debt_consolidation,,23.49%,761xx,TX,< 1 year,0.0
6000.0,2017-07-26,medical,,0.25%,448xx,OH,,0.0
40000.0,2017-07-26,Debt consolidation,698.0,47.66%,286xx,NC,< 1 year,0.0
30000.0,2017-07-26,Debt consolidation,,100%,600xx,IL,< 1 year,0.0
27000.0,2017-07-26,debt_consolidation,,37.48%,025xx,MA,< 1 year,0.0
30000.0,2017-07-26,Debt consolidation,629.0,20.9%,112xx,NY,< 1 year,0.0
3000.0,2017-07-27,debt_consolidation,,15.4%,400xx,KY,< 1 year,0.0
30000.0,2017-07-27,major_purchase,,19.78%,355xx,AL,,0.0
1000.0,2017-07-27,major_purchase,,32.71%,784xx,TX,,0.0
3000.0,2017-07-27,Home buying,585.0,184.52%,774xx,TX,< 1 year,0.0
12500.0,2017-07-27,other,591.0,0%,300xx,GA,4 years,0.0
4600.0,2017-07-27,medical,,19.81%,925xx,CA,< 1 year,0.0
5000.0,2017-07-28,Debt consolidation,630.0,29.38%,316xx,GA,< 1 year,0.0
1000.0,2017-07-28,Other,659.0,46.56%,850xx,AZ,< 1 year,0.0
6000.0,2017-07-29,Vacation,697.0,17.34%,782xx,TX,< 1 year,0.0
10000.0,2017-07-30,major_purchase,,43.06%,463xx,IN,< 1 year,0.0
12775.0,2017-07-30,credit_card,,52.62%,480xx,MI,5 years,0.0
5000.0,2017-07-31,small_business,,0.71%,331xx,FL,< 1 year,0.0
3000.0,2017-07-31,vacation,,42.6%,316xx,GA,5 years,0.0
6000.0,2017-07-31,home_improvement,,17.59%,441xx,OH,< 1 year,0.0
1500.0,2017-07-31,Debt consolidation,501.0,19.24%,443xx,OH,< 1 year,0.0
10000.0,2017-07-31,debt_consolidation,,24.82%,015xx,MA,< 1 year,0.0
4000.0,2017-08-01,debt_consolidation,,20.02%,940xx,CA,< 1 year,0.0
30000.0,2017-08-01,Debt consolidation,647.0,34.69%,210xx,MD,< 1 year,0.0
2000.0,2017-08-01,credit_card,,13.18%,480xx,MI,5 years,0.0
1500.0,2017-08-01,Other,501.0,27.61%,610xx,IL,< 1 year,0.0
5000.0,2017-08-01,Other,738.0,31.8%,996xx,AK,10+ years,0.0
1000.0,2017-08-01,Vacation,529.0,10.56%,953xx,CA,< 1 year,0.0
10000.0,2017-08-02,debt_consolidation,,54.8%,158xx,PA,< 1 year,0.0
25000.0,2017-08-02,Debt consolidation,,100%,958xx,CA,< 1 year,0.0
30000.0,2017-08-02,Business Loan,,-1%,197xx,DE,< 1 year,0.0
10000.0,2017-08-02,Debt consolidation,652.0,22.61%,940xx,CA,< 1 year,0.0
30000.0,2017-08-02,debt_consolidation,,23.64%,686xx,NE,5 years,0.0
15000.0,2017-08-03,debt_consolidation,,55.29%,841xx,UT,< 1 year,0.0
5500.0,2017-08-03,Other,651.0,0%,908xx,CA,< 1 year,0.0
20000.0,2017-08-03,Other,634.0,23.53%,967xx,HI,< 1 year,0.0
3025.0,2017-08-03,Debt consolidation,629.0,58.1%,316xx,GA,< 1 year,0.0
3000.0,2017-08-03,other,,32.84%,368xx,AL,,0.0
10525.0,2017-08-04,Car financing,706.0,100%,722xx,AR,< 1 year,0.0
3000.0,2017-08-04,Other,570.0,18.03%,606xx,IL,< 1 year,0.0
25000.0,2017-08-04,debt_consolidation,,-1%,750xx,TX,5 years,0.0
2500.0,2017-08-05,debt_consolidation,,48.72%,840xx,UT,< 1 year,0.0
34775.0,2017-08-06,Car financing,581.0,100%,300xx,GA,< 1 year,0.0
10000.0,2017-08-07,debt_consolidation,,21.18%,330xx,FL,< 1 year,0.0
1000.0,2017-08-07,debt_consolidation,,23.5%,302xx,GA,5 years,0.0
25000.0,2017-08-08,debt_consolidation,,23.54%,945xx,CA,5 years,0.0
16000.0,2017-08-08,debt_consolidation,,58.89%,388xx,MS,,0.0
1500.0,2017-08-09,Medical expenses,612.0,8.26%,857xx,AZ,< 1 year,0.0
40000.0,2017-08-09,Debt consolidation,524.0,39.73%,179xx,PA,< 1 year,0.0
24000.0,2017-08-09,other,,12.61%,750xx,TX,5 years,0.0
1500.0,2017-08-09,other,,20.01%,925xx,CA,5 years,0.0
10000.0,2017-08-10,Major purchase,620.0,50.74%,481xx,MI,< 1 year,0.0
10000.0,2017-08-10,debt_consolidation,,28.26%,925xx,CA,< 1 year,0.0
5000.0,2017-08-11,car,,9.7%,945xx,CA,< 1 year,0.0
10000.0,2017-08-12,debt_consolidation,,28.74%,928xx,CA,< 1 year,0.0
20000.0,2017-08-12,Other,667.0,55.38%,783xx,TX,< 1 year,0.0
7500.0,2017-08-13,Credit card refinancing,688.0,15.84%,088xx,NJ,< 1 year,0.0
35000.0,2017-08-13,debt_consolidation,,86.67%,974xx,OR,5 years,0.0
6000.0,2017-08-13,Credit card refinancing,626.0,8.74%,770xx,TX,< 1 year,0.0
3025.0,2017-08-14,Debt consolidation,603.0,38.32%,303xx,GA,< 1 year,0.0
16500.0,2017-08-14,Medical expenses,505.0,22.91%,158xx,PA,< 1 year,0.0
25000.0,2017-08-15,home_improvement,,7.9%,800xx,CO,5 years,0.0
30000.0,2017-08-15,Credit card refinancing,729.0,31.92%,286xx,NC,< 1 year,0.0
10000.0,2017-08-15,small_business,,-1%,146xx,NY,5 years,0.0
6000.0,2017-08-15,major_purchase,,2.95%,113xx,NY,,0.0
2000.0,2017-08-15,credit_card,,15.92%,857xx,AZ,5 years,0.0
1000.0,2017-08-15,other,,10.1%,775xx,TX,< 1 year,0.0
23775.0,2017-08-15,Car financing,581.0,100%,871xx,NM,< 1 year,0.0
20000.0,2017-08-16,Debt consolidation,686.0,17.55%,900xx,CA,< 1 year,0.0
22000.0,2017-08-16,Debt consolidation,660.0,24.63%,550xx,MN,< 1 year,0.0
1100.0,2017-08-16,major_purchase,,53.24%,601xx,IL,,0.0
2500.0,2017-08-16,home_improvement,,37.79%,770xx,TX,,0.0
5000.0,2017-08-17,debt_consolidation,,25.31%,108xx,NY,5 years,0.0
1000.0,2017-08-17,debt_consolidation,,40.07%,900xx,CA,5 years,0.0
4000.0,2017-08-18,Debt consolidation,600.0,21.65%,895xx,NV,< 1 year,0.0
1500.0,2017-08-18,Debt consolidation,535.0,53.23%,452xx,OH,< 1 year,0.0
20000.0,2017-08-18,debt_consolidation,,31.65%,631xx,MO,< 1 year,0.0
1000.0,2017-08-18,vacation,,19.34%,461xx,IN,5 years,0.0
9000.0,2017-08-18,debt_consolidation,,10.76%,796xx,TX,< 1 year,0.0
10000.0,2017-08-19,Other,573.0,2.38%,914xx,CA,< 1 year,0.0
35000.0,2017-08-19,home_improvement,,6.68%,290xx,SC,< 1 year,0.0
3000.0,2017-08-20,debt_consolidation,,0%,322xx,FL,< 1 year,0.0
12000.0,2017-08-20,home_improvement,,19.52%,166xx,PA,5 years,0.0
17200.0,2017-08-20,Car financing,745.0,100%,760xx,TX,< 1 year,0.0
10000.0,2017-08-20,Other,,12.53%,067xx,CT,,0.0
16575.0,2017-08-21,credit_card,,40.17%,397xx,MS,5 years,0.0
22000.0,2017-08-21,major_purchase,,12.36%,302xx,GA,< 1 year,0.0
25000.0,2017-08-21,debt_consolidation,,13.55%,729xx,AR,< 1 year,0.0
7500.0,2017-08-22,major_purchase,,15.73%,190xx,PA,< 1 year,0.0
2000.0,2017-08-22,other,,0%,363xx,AL,< 1 year,0.0
10000.0,2017-08-22,Credit card refinancing,647.0,16.62%,460xx,IN,< 1 year,0.0
15550.0,2017-08-22,Car financing,738.0,100%,488xx,MI,< 1 year,0.0
5000.0,2017-08-22,debt_consolidation,,32.35%,780xx,TX,< 1 year,0.0
25000.0,2017-08-22,Car financing,600.0,6.91%,060xx,CT,< 1 year,0.0
5000.0,2017-08-22,debt_consolidation,,5.27%,723xx,AR,< 1 year,0.0
20000.0,2017-08-23,Debt consolidation,756.0,46.11%,430xx,OH,< 1 year,0.0
10000.0,2017-08-23,Other,597.0,13.69%,105xx,NY,< 1 year,0.0
40000.0,2017-08-23,Debt consolidation,669.0,41.61%,958xx,CA,< 1 year,0.0
10000.0,2017-08-23,Debt consolidation,693.0,12.08%,075xx,NJ,< 1 year,0.0
40000.0,2017-08-23,Debt consolidation,725.0,26.46%,956xx,CA,,0.0
1000.0,2017-08-24,medical,,13.96%,209xx,MD,5 years,0.0
10000.0,2017-08-24,Debt consolidation,626.0,48.87%,554xx,MN,< 1 year,0.0
10000.0,2017-08-24,debt_consolidation,,6.61%,235xx,VA,< 1 year,0.0
20000.0,2017-08-25,Other,,100%,083xx,NJ,< 1 year,0.0
4000.0,2017-08-25,debt_consolidation,,24.74%,114xx,NY,< 1 year,0.0
35000.0,2017-08-25,home_improvement,,18.28%,674xx,KS,5 years,0.0
20000.0,2017-08-25,Other,,100%,605xx,IL,< 1 year,0.0
2500.0,2017-08-26,debt_consolidation,,32.44%,983xx,WA,< 1 year,0.0
4000.0,2017-08-26,major_purchase,,3.27%,300xx,GA,5 years,0.0
1000.0,2017-08-26,Other,611.0,56.4%,921xx,CA,< 1 year,0.0
3000.0,2017-08-26,Other,668.0,15.55%,905xx,CA,< 1 year,0.0
13500.0,2017-08-27,Credit card refinancing,677.0,8.1%,915xx,CA,< 1 year,0.0
10000.0,2017-08-27,home_improvement,,0%,336xx,FL,5 years,0.0
2000.0,2017-08-28,Moving and relocation,631.0,1.5%,844xx,UT,< 1 year,0.0
5000.0,2017-08-28,other,,1.55%,230xx,VA,5 years,0.0
3000.0,2017-08-28,credit_card,,29.06%,320xx,FL,5 years,0.0
10000.0,2017-08-28,debt_consolidation,,21.05%,740xx,OK,< 1 year,0.0
15000.0,2017-08-29,Debt consolidation,,100%,483xx,MI,< 1 year,0.0
10150.0,2017-08-29,Car financing,643.0,100%,653xx,MO,< 1 year,0.0
4000.0,2017-08-29,Debt consolidation,502.0,16.63%,303xx,GA,< 1 year,0.0
20000.0,2017-08-29,Debt consolidation,698.0,5.92%,600xx,IL,10+ years,0.0
10000.0,2017-08-29,Credit card refinancing,598.0,9.91%,442xx,OH,< 1 year,0.0
4000.0,2017-08-29,other,,17.72%,810xx,CO,5 years,0.0
3000.0,2017-08-30,credit_card,,16.8%,782xx,TX,5 years,0.0
5000.0,2017-08-30,Debt consolidation,624.0,25.98%,300xx,GA,< 1 year,0.0
3500.0,2017-08-30,Debt consolidation,623.0,18.5%,395xx,MS,< 1 year,0.0
5000.0,2017-08-30,Debt consolidation,671.0,31.42%,240xx,VA,< 1 year,0.0
5000.0,2017-08-30,debt_consolidation,,13.75%,300xx,GA,5 years,0.0
1000.0,2017-08-30,Moving and relocation,304.0,7.06%,295xx,SC,< 1 year,0.0
20000.0,2017-08-30,debt_consolidation,,18.59%,727xx,AR,< 1 year,0.0
3000.0,2017-08-30,Car financing,619.0,0%,191xx,PA,< 1 year,0.0
2600.0,2017-08-31,other,,11.46%,920xx,CA,5 years,0.0
10000.0,2017-08-31,debt_consolidation,,28.67%,132xx,NY,< 1 year,0.0
5000.0,2017-09-01,Debt consolidation,663.0,29.11%,416xx,KY,< 1 year,0.0
40000.0,2017-09-01,Debt consolidation,657.0,26.64%,335xx,FL,< 1 year,0.0
8000.0,2017-09-01,debt_consolidation,,18.96%,923xx,CA,1 year,0.0
5000.0,2017-09-01,home_improvement,,0.6%,190xx,PA,< 1 year,0.0
30000.0,2017-09-02,Home buying,675.0,31.92%,913xx,CA,< 1 year,0.0
10000.0,2017-09-02,debt_consolidation,,12.06%,802xx,CO,< 1 year,0.0
18000.0,2017-09-02,debt_consolidation,,24.4%,631xx,MO,< 1 year,0.0
20000.0,2017-09-02,debt_consolidation,,17.06%,272xx,NC,< 1 year,0.0
40000.0,2017-09-02,Debt consolidation,,100%,446xx,OH,< 1 year,0.0
25000.0,2017-09-03,credit_card,,21.19%,685xx,NE,< 1 year,0.0
20000.0,2017-09-04,Debt consolidation,615.0,75.34%,387xx,MS,< 1 year,0.0
20000.0,2017-09-04,Debt consolidation,556.0,40.59%,836xx,ID,< 1 year,0.0
10000.0,2017-09-04,debt_consolidation,,35.83%,951xx,CA,< 1 year,0.0
1500.0,2017-09-04,Other,603.0,16.08%,322xx,FL,< 1 year,0.0
2500.0,2017-09-05,Other,634.0,70.92%,550xx,MN,< 1 year,0.0
20000.0,2017-09-05,Debt consolidation,641.0,12.17%,773xx,TX,< 1 year,0.0
3000.0,2017-09-05,other,,3.71%,773xx,TX,< 1 year,0.0
2000.0,2017-09-05,debt_consolidation,,17.5%,752xx,TX,< 1 year,0.0
7000.0,2017-09-05,debt_consolidation,,17.56%,327xx,FL,< 1 year,0.0
2000.0,2017-09-05,debt_consolidation,,18.7%,415xx,KY,< 1 year,0.0
3000.0,2017-09-05,debt_consolidation,501.0,0.03%,294xx,SC,< 1 year,0.0
2000.0,2017-09-06,moving,,7.42%,207xx,MD,< 1 year,0.0
19000.0,2017-09-07,debt_consolidation,,40.15%,386xx,MS,< 1 year,0.0
20000.0,2017-09-07,Debt consolidation,742.0,4.43%,065xx,CT,< 1 year,0.0
26925.0,2017-09-07,debt_consolidation,,-1%,970xx,OR,5 years,0.0
3000.0,2017-09-07,Debt consolidation,630.0,3.86%,381xx,TN,< 1 year,0.0
35000.0,2017-09-07,Credit card refinancing,665.0,17.4%,805xx,CO,< 1 year,0.0
15000.0,2017-09-07,Debt consolidation,728.0,46.4%,871xx,NM,< 1 year,0.0
1000.0,2017-09-08,vacation,,5.03%,370xx,TN,5 years,0.0
8000.0,2017-09-08,Credit card refinancing,717.0,57.14%,971xx,OR,< 1 year,0.0
10000.0,2017-09-08,debt_consolidation,,15.12%,728xx,AR,< 1 year,0.0
8000.0,2017-09-08,Debt consolidation,599.0,22.65%,483xx,MI,< 1 year,0.0
40000.0,2017-09-08,Home improvement,729.0,19.67%,357xx,AL,< 1 year,0.0
3450.0,2017-09-08,Medical expenses,636.0,10.48%,986xx,WA,< 1 year,0.0
10000.0,2017-09-08,Other,,2.19%,117xx,NY,10+ years,0.0
30000.0,2017-09-08,Debt consolidation,543.0,36.84%,782xx,TX,< 1 year,0.0
2000.0,2017-09-09,medical,,8.31%,156xx,PA,,0.0
5000.0,2017-09-09,debt_consolidation,,14.28%,941xx,CA,< 1 year,0.0
5000.0,2017-09-09,other,,16.08%,631xx,MO,5 years,0.0
15000.0,2017-09-10,debt_consolidation,,29.52%,087xx,NJ,< 1 year,0.0
10000.0,2017-09-10,Debt consolidation,633.0,6.66%,532xx,WI,10+ years,0.0
1000.0,2017-09-10,Other,605.0,100%,394xx,MS,< 1 year,0.0
5000.0,2017-09-10,other,,9.17%,325xx,FL,< 1 year,0.0
10000.0,2017-09-11,debt_consolidation,,29.25%,342xx,FL,< 1 year,0.0
5000.0,2017-09-11,debt_consolidation,,-1%,908xx,CA,< 1 year,0.0
40000.0,2017-09-12,Credit card refinancing,663.0,14.45%,750xx,TX,< 1 year,0.0
10000.0,2017-09-12,other,690.0,7.42%,782xx,TX,< 1 year,0.0
4500.0,2017-09-12,debt_consolidation,,34.25%,775xx,TX,5 years,0.0
1000.0,2017-09-13,Moving and relocation,567.0,31.81%,853xx,AZ,< 1 year,0.0
10000.0,2017-09-13,home_improvement,,29.84%,021xx,MA,< 1 year,0.0
2000.0,2017-09-13,Business,501.0,486.4%,995xx,AK,< 1 year,0.0
5000.0,2017-09-13,Debt consolidation,682.0,16.27%,610xx,IL,< 1 year,0.0
25000.0,2017-09-13,home_improvement,,212.9%,331xx,FL,< 1 year,0.0
20000.0,2017-09-14,Debt consolidation,544.0,14.58%,606xx,IL,< 1 year,0.0
30000.0,2017-09-14,Debt consolidation,683.0,29.59%,074xx,NJ,< 1 year,0.0
15000.0,2017-09-14,Debt consolidation,630.0,12.95%,980xx,WA,< 1 year,0.0
5000.0,2017-09-14,credit_card,,27.58%,352xx,AL,5 years,0.0
3000.0,2017-09-14,debt_consolidation,,14.77%,236xx,VA,< 1 year,0.0
10000.0,2017-09-14,other,,14.01%,949xx,CA,5 years,0.0
10000.0,2017-09-14,Debt consolidation,626.0,15.58%,141xx,NY,< 1 year,0.0
3000.0,2017-09-14,debt_consolidation,,1.03%,292xx,SC,,0.0
20000.0,2017-09-14,Debt consolidation,641.0,24.6%,286xx,NC,< 1 year,0.0
3000.0,2017-09-15,debt_consolidation,,13.42%,604xx,IL,< 1 year,0.0
15000.0,2017-09-15,Debt consolidation,586.0,39%,460xx,IN,< 1 year,0.0
5000.0,2017-09-15,debt_consolidation,,27.33%,933xx,CA,< 1 year,0.0
20000.0,2017-09-17,debt_consolidation,,45.23%,180xx,PA,5 years,0.0
5000.0,2017-09-17,Debt consolidation,548.0,41.76%,927xx,CA,< 1 year,0.0
10000.0,2017-09-18,debt_consolidation,,13.18%,750xx,TX,< 1 year,0.0
35000.0,2017-09-18,Other,597.0,0.03%,271xx,NC,< 1 year,0.0
2500.0,2017-09-18,car,,2.36%,385xx,TN,< 1 year,0.0
1000.0,2017-09-18,Other,556.0,0%,191xx,PA,< 1 year,0.0
2000.0,2017-09-18,Debt consolidation,685.0,169.76%,958xx,CA,< 1 year,0.0
3000.0,2017-09-19,Other,,100%,483xx,MI,< 1 year,0.0
28000.0,2017-09-19,Debt consolidation,682.0,54.56%,077xx,NJ,< 1 year,0.0
5000.0,2017-09-19,house,,45.75%,212xx,MD,,0.0
18800.0,2017-09-19,Debt consolidation,645.0,11.02%,780xx,TX,10+ years,0.0
40000.0,2017-09-19,Credit card refinancing,633.0,8.39%,891xx,NV,< 1 year,0.0
5000.0,2017-09-19,Car financing,,100%,975xx,OR,< 1 year,0.0
15000.0,2017-09-20,home_improvement,,0.72%,775xx,TX,< 1 year,0.0
1500.0,2017-09-20,debt_consolidation,,11.3%,360xx,AL,< 1 year,0.0
7500.0,2017-09-20,debt_consolidation,,7.03%,301xx,GA,,0.0
2600.0,2017-09-20,debt_consolidation,,20.06%,635xx,MO,< 1 year,0.0
1000.0,2017-09-20,Credit card refinancing,622.0,19.7%,708xx,LA,< 1 year,0.0
130000.0,2017-09-20,Business Loan,,-1%,329xx,FL,< 1 year,0.0
10000.0,2017-09-20,debt_consolidation,,-1%,727xx,AR,< 1 year,0.0
1500.0,2017-09-20,debt_consolidation,,29.97%,782xx,TX,5 years,0.0
1000.0,2017-09-21,Debt consolidation,590.0,46.96%,301xx,GA,< 1 year,0.0
10000.0,2017-09-21,Home buying,816.0,13.64%,302xx,GA,< 1 year,0.0
3500.0,2017-09-22,other,,16.94%,913xx,CA,< 1 year,0.0
10000.0,2017-09-22,debt_consolidation,,10.16%,362xx,AL,< 1 year,0.0
20000.0,2017-09-22,debt_consolidation,,20%,773xx,TX,< 1 year,0.0
12250.0,2017-09-23,Debt consolidation,705.0,28.84%,495xx,MI,5 years,0.0
20000.0,2017-09-23,Debt consolidation,648.0,33.39%,557xx,MN,< 1 year,0.0
1000.0,2017-09-24,debt_consolidation,,0%,953xx,CA,5 years,0.0
30000.0,2017-09-24,Debt consolidation,630.0,23.36%,890xx,NV,< 1 year,0.0
5000.0,2017-09-24,Debt consolidation,549.0,14.41%,945xx,CA,< 1 year,0.0
4500.0,2017-09-24,other,,-1%,346xx,FL,< 1 year,0.0
3000.0,2017-09-24,other,,22.87%,210xx,MD,5 years,0.0
2500.0,2017-09-25,Debt consolidation,616.0,31.61%,367xx,AL,< 1 year,0.0
3000.0,2017-09-25,home_improvement,553.0,0.47%,121xx,NY,< 1 year,0.0
12000.0,2017-09-25,Credit card refinancing,606.0,14.48%,430xx,OH,< 1 year,0.0
30000.0,2017-09-25,home_improvement,,0%,954xx,CA,5 years,0.0
1500.0,2017-09-26,credit_card,,32.5%,451xx,OH,5 years,0.0
15000.0,2017-09-26,Debt consolidation,521.0,20.73%,551xx,MN,< 1 year,0.0
10000.0,2017-09-26,Debt consolidation,794.0,144.39%,782xx,TX,< 1 year,0.0
25000.0,2017-09-26,Debt consolidation,694.0,30.6%,060xx,CT,< 1 year,0.0
15000.0,2017-09-26,Debt consolidation,689.0,38.13%,762xx,TX,< 1 year,0.0
4000.0,2017-09-26,Medical expenses,590.0,0%,359xx,AL,< 1 year,0.0
20000.0,2017-09-26,Debt consolidation,634.0,50.56%,760xx,TX,< 1 year,0.0
20000.0,2017-09-26,Debt consolidation,590.0,46.02%,625xx,IL,< 1 year,0.0
10000.0,2017-09-26,other,,-1%,956xx,CA,< 1 year,0.0
15000.0,2017-09-27,small_business,,10.7%,335xx,FL,5 years,0.0
8000.0,2017-09-28,Debt consolidation,628.0,5.07%,761xx,TX,< 1 year,0.0
7000.0,2017-09-28,other,,1.68%,152xx,PA,< 1 year,0.0
30000.0,2017-09-28,Debt consolidation,648.0,51.11%,751xx,TX,< 1 year,0.0
1500.0,2017-09-28,Other,621.0,12.75%,234xx,VA,< 1 year,0.0
13800.0,2017-09-28,Other,758.0,12.97%,986xx,WA,< 1 year,0.0
