Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1000.0,2018-10-03,Debt consolidation,,14.51%,760xx,TX,< 1 year,0.0
5500.0,2018-10-03,Major purchase,,1.2%,925xx,CA,< 1 year,0.0
18000.0,2018-10-03,Debt consolidation,,29.12%,278xx,NC,< 1 year,0.0
5000.0,2018-10-03,Major purchase,,12.05%,104xx,NY,< 1 year,0.0
3000.0,2018-10-03,Debt consolidation,,41.31%,363xx,AL,< 1 year,0.0
2500.0,2018-10-03,Other,,2.26%,925xx,CA,< 1 year,0.0
20000.0,2018-10-03,Debt consolidation,,15.82%,300xx,GA,< 1 year,0.0
10000.0,2018-10-03,Credit card refinancing,,45.63%,051xx,VT,< 1 year,0.0
10000.0,2018-10-03,Other,,11.73%,296xx,SC,< 1 year,0.0
2500.0,2018-10-03,Debt consolidation,,8.24%,970xx,OR,< 1 year,0.0
10000.0,2018-10-03,Debt consolidation,,23.49%,550xx,MN,< 1 year,0.0
1000.0,2018-10-03,Other,578.0,4.76%,104xx,NY,< 1 year,0.0
10000.0,2018-10-03,Home buying,,12.81%,019xx,MA,< 1 year,0.0
4000.0,2018-10-03,Car financing,,100%,040xx,ME,< 1 year,0.0
2000.0,2018-10-03,Other,,6.82%,104xx,NY,< 1 year,0.0
20000.0,2018-10-03,Debt consolidation,,20.91%,920xx,CA,< 1 year,0.0
2000.0,2018-10-03,Other,,1%,282xx,NC,< 1 year,0.0
5000.0,2018-10-03,Other,,25.71%,640xx,MO,5 years,0.0
9500.0,2018-10-03,Debt consolidation,,100%,331xx,FL,< 1 year,0.0
12000.0,2018-10-03,Debt consolidation,,11.7%,960xx,CA,< 1 year,0.0
35000.0,2018-10-03,Debt consolidation,,22.5%,770xx,TX,< 1 year,0.0
8500.0,2018-10-03,Home buying,,27.6%,606xx,IL,9 years,0.0
10000.0,2018-10-03,Credit card refinancing,,6.5%,981xx,WA,< 1 year,0.0
30000.0,2018-10-03,Debt consolidation,,25.04%,664xx,KS,< 1 year,0.0
20000.0,2018-10-04,Debt consolidation,,51.52%,773xx,TX,< 1 year,0.0
3000.0,2018-10-04,Car financing,,2.29%,800xx,CO,< 1 year,0.0
10000.0,2018-10-04,Credit card refinancing,,28.53%,027xx,MA,< 1 year,0.0
4000.0,2018-10-04,Debt consolidation,,42.23%,355xx,AL,< 1 year,0.0
2000.0,2018-10-04,Other,,4.2%,435xx,OH,,0.0
3000.0,2018-10-04,Moving and relocation,,59.8%,292xx,SC,< 1 year,0.0
3000.0,2018-10-04,Home improvement,,28.8%,983xx,WA,< 1 year,0.0
10000.0,2018-10-04,Medical expenses,,22.07%,283xx,NC,< 1 year,0.0
40000.0,2018-10-04,Debt consolidation,,19.5%,981xx,WA,< 1 year,0.0
5000.0,2018-10-04,Debt consolidation,,32.98%,761xx,TX,< 1 year,0.0
2500.0,2018-10-04,Other,,0%,305xx,GA,6 years,0.0
10000.0,2018-10-04,Debt consolidation,,25.79%,381xx,TN,< 1 year,0.0
35000.0,2018-10-04,Debt consolidation,,16.92%,877xx,NM,< 1 year,0.0
5000.0,2018-10-04,Medical expenses,,10.45%,363xx,AL,< 1 year,0.0
8000.0,2018-10-04,Other,,11.9%,440xx,OH,< 1 year,0.0
10000.0,2018-10-04,Credit card refinancing,,28.98%,333xx,FL,< 1 year,0.0
3000.0,2018-10-04,Car financing,,100%,560xx,MN,< 1 year,0.0
5000.0,2018-10-04,Other,,100%,660xx,KS,< 1 year,0.0
40000.0,2018-10-04,Business,,5.67%,112xx,NY,< 1 year,0.0
35000.0,2018-10-04,Other,,1.44%,283xx,NC,< 1 year,0.0
10000.0,2018-10-04,Credit card refinancing,,9.51%,200xx,DC,< 1 year,0.0
5000.0,2018-10-04,Credit card refinancing,,44.78%,074xx,NJ,< 1 year,0.0
12000.0,2018-10-04,Home buying,,42.78%,657xx,MO,< 1 year,0.0
2525.0,2018-10-04,Debt consolidation,,12.87%,980xx,WA,< 1 year,0.0
8500.0,2018-10-04,Debt consolidation,,36.34%,923xx,CA,< 1 year,0.0
1000.0,2018-10-04,Other,624.0,1.3%,349xx,FL,< 1 year,0.0
18000.0,2018-10-05,Car financing,,100%,684xx,NE,< 1 year,0.0
10000.0,2018-10-05,Other,,4.35%,714xx,LA,< 1 year,0.0
10000.0,2018-10-05,Debt consolidation,,9.44%,200xx,DC,< 1 year,0.0
40000.0,2018-10-05,Debt consolidation,,29.59%,762xx,TX,< 1 year,0.0
2500.0,2018-10-05,Debt consolidation,,14.26%,019xx,MA,< 1 year,0.0
4000.0,2018-10-05,Credit card refinancing,,3.16%,356xx,AL,< 1 year,0.0
10000.0,2018-10-05,Debt consolidation,,23.03%,762xx,TX,< 1 year,0.0
6000.0,2018-10-05,Car financing,,14.68%,390xx,MS,2 years,0.0
7500.0,2018-10-05,Debt consolidation,,53.3%,920xx,CA,< 1 year,0.0
8500.0,2018-10-05,Debt consolidation,,57.39%,317xx,GA,< 1 year,0.0
35000.0,2018-10-05,Major purchase,,9.99%,331xx,FL,< 1 year,0.0
6000.0,2018-10-05,Other,,0.99%,570xx,SD,< 1 year,0.0
20200.0,2018-10-05,Home buying,,30.74%,212xx,MD,< 1 year,0.0
10000.0,2018-10-05,Major purchase,,26.33%,992xx,WA,< 1 year,0.0
2000.0,2018-10-06,Medical expenses,,100%,788xx,TX,< 1 year,0.0
10000.0,2018-10-06,Other,,43.46%,132xx,NY,< 1 year,0.0
10000.0,2018-10-06,Other,,10.65%,802xx,CO,< 1 year,0.0
4500.0,2018-10-06,Other,,24.12%,334xx,FL,< 1 year,0.0
10000.0,2018-10-06,Home improvement,,7.28%,152xx,PA,< 1 year,0.0
1500.0,2018-10-06,Other,612.0,100%,236xx,VA,< 1 year,0.0
20400.0,2018-10-06,Credit card refinancing,,58.1%,153xx,PA,< 1 year,0.0
4000.0,2018-10-06,Debt consolidation,,13.04%,891xx,NV,< 1 year,0.0
12500.0,2018-10-06,Debt consolidation,,35.71%,275xx,NC,< 1 year,0.0
30000.0,2018-10-06,Credit card refinancing,,19.07%,640xx,MO,< 1 year,0.0
10000.0,2018-10-06,Credit card refinancing,,24.18%,119xx,NY,5 years,0.0
5000.0,2018-10-06,Debt consolidation,,15.85%,846xx,UT,< 1 year,0.0
15000.0,2018-10-06,Business,,1%,553xx,MN,< 1 year,0.0
2000.0,2018-10-06,Debt consolidation,,15920%,480xx,MI,< 1 year,0.0
10000.0,2018-10-06,Credit card refinancing,,100%,727xx,AR,< 1 year,0.0
6500.0,2018-10-06,Credit card refinancing,,7.8%,611xx,IL,< 1 year,0.0
10000.0,2018-10-06,Debt consolidation,,4.11%,491xx,MI,< 1 year,0.0
4500.0,2018-10-07,Credit card refinancing,,100%,166xx,PA,< 1 year,0.0
1500.0,2018-10-07,Debt consolidation,,1%,622xx,IL,< 1 year,0.0
10000.0,2018-10-07,Debt consolidation,,39.29%,750xx,TX,< 1 year,0.0
40000.0,2018-10-07,Debt consolidation,,28.48%,982xx,WA,< 1 year,0.0
35000.0,2018-10-07,Debt consolidation,,19.47%,439xx,OH,< 1 year,0.0
4000.0,2018-10-07,Debt consolidation,,100%,984xx,WA,< 1 year,0.0
10000.0,2018-10-07,Credit card refinancing,,0.77%,925xx,CA,< 1 year,0.0
12000.0,2018-10-07,Debt consolidation,,30.79%,750xx,TX,< 1 year,0.0
6000.0,2018-10-07,Credit card refinancing,,11.18%,087xx,NJ,< 1 year,0.0
15000.0,2018-10-07,Debt consolidation,,100%,606xx,IL,< 1 year,0.0
35000.0,2018-10-07,Debt consolidation,,100%,773xx,TX,< 1 year,0.0
15000.0,2018-10-07,Debt consolidation,,42.35%,902xx,CA,< 1 year,0.0
6000.0,2018-10-07,Credit card refinancing,,33.08%,303xx,GA,< 1 year,0.0
15000.0,2018-10-07,Credit card refinancing,,22.52%,945xx,CA,< 1 year,0.0
40000.0,2018-10-07,Debt consolidation,,53.64%,752xx,TX,< 1 year,0.0
6000.0,2018-10-08,Home buying,,26.38%,495xx,MI,< 1 year,0.0
3000.0,2018-10-08,Debt consolidation,,37.89%,710xx,LA,< 1 year,0.0
1000.0,2018-10-08,Other,,3.08%,701xx,LA,< 1 year,0.0
4000.0,2018-10-08,Home improvement,,28.41%,928xx,CA,< 1 year,0.0
6000.0,2018-10-08,Debt consolidation,,8%,342xx,FL,< 1 year,0.0
40000.0,2018-10-08,Credit card refinancing,,41.45%,913xx,CA,< 1 year,0.0
1000.0,2018-10-08,Other,,14.67%,787xx,TX,< 1 year,0.0
10000.0,2018-10-08,Debt consolidation,,30.29%,053xx,VT,1 year,0.0
35000.0,2018-10-08,Debt consolidation,,31.6%,294xx,SC,5 years,0.0
7000.0,2018-10-08,Debt consolidation,,8.86%,577xx,SD,< 1 year,0.0
5500.0,2018-10-08,Debt consolidation,,14.34%,303xx,GA,< 1 year,0.0
11000.0,2018-10-08,Debt consolidation,,36.44%,919xx,CA,< 1 year,0.0
20000.0,2018-10-08,Debt consolidation,,38.85%,274xx,NC,< 1 year,0.0
5000.0,2018-10-08,Other,,17.2%,799xx,TX,5 years,0.0
5000.0,2018-10-08,Other,,27.81%,900xx,CA,7 years,0.0
9500.0,2018-10-08,Car financing,,11.33%,975xx,OR,< 1 year,0.0
10000.0,2018-10-08,Debt consolidation,,100%,306xx,GA,< 1 year,0.0
40000.0,2018-10-08,Debt consolidation,,14.17%,900xx,CA,< 1 year,0.0
20000.0,2018-10-08,Debt consolidation,,20.94%,490xx,MI,< 1 year,0.0
8000.0,2018-10-08,Credit card refinancing,,7.27%,483xx,MI,6 years,2.0
5500.0,2018-10-08,Other,,0%,330xx,FL,< 1 year,0.0
40000.0,2018-10-08,Debt consolidation,,37.37%,967xx,HI,< 1 year,0.0
18000.0,2018-10-09,Debt consolidation,,38.44%,201xx,VA,< 1 year,0.0
4000.0,2018-10-09,Debt consolidation,,9.55%,346xx,FL,< 1 year,0.0
2000.0,2018-10-09,Car financing,,0.91%,292xx,SC,< 1 year,0.0
1200.0,2018-10-09,Debt consolidation,,1.92%,443xx,OH,< 1 year,0.0
15000.0,2018-10-09,Credit card refinancing,,92.43%,660xx,KS,< 1 year,0.0
5000.0,2018-10-09,Debt consolidation,,24.65%,681xx,NE,< 1 year,0.0
20825.0,2018-10-09,Car financing,,100%,722xx,AR,1 year,0.0
4000.0,2018-10-09,Home improvement,,19.44%,600xx,IL,< 1 year,0.0
20000.0,2018-10-09,Debt consolidation,,19.22%,770xx,TX,< 1 year,0.0
2000.0,2018-10-09,Car financing,,18.44%,751xx,TX,< 1 year,0.0
3000.0,2018-10-09,Medical expenses,,16.34%,198xx,DE,< 1 year,0.0
20000.0,2018-10-09,Debt consolidation,,32.76%,432xx,OH,< 1 year,0.0
4150.0,2018-10-09,Car financing,,100%,748xx,OK,1 year,0.0
4000.0,2018-10-09,Debt consolidation,,47.6%,604xx,IL,< 1 year,0.0
2000.0,2018-10-09,Major purchase,,39.79%,907xx,CA,< 1 year,0.0
15000.0,2018-10-09,Home buying,,46.4%,397xx,MS,< 1 year,0.0
40000.0,2018-10-09,Debt consolidation,,24.13%,280xx,NC,< 1 year,0.0
20000.0,2018-10-09,Debt consolidation,,100%,841xx,UT,< 1 year,0.0
40000.0,2018-10-09,Debt consolidation,,124.96%,953xx,CA,< 1 year,0.0
5000.0,2018-10-09,Medical expenses,,34.92%,338xx,FL,< 1 year,0.0
5000.0,2018-10-09,Other,643.0,0%,563xx,MN,1 year,0.0
40000.0,2018-10-10,Debt consolidation,,20.24%,062xx,CT,< 1 year,0.0
2000.0,2018-10-10,Home improvement,,26.11%,230xx,VA,< 1 year,0.0
2000.0,2018-10-10,Other,,19.92%,581xx,ND,< 1 year,0.0
7000.0,2018-10-10,Debt consolidation,,11.85%,329xx,FL,< 1 year,0.0
15000.0,2018-10-10,Debt consolidation,,22.52%,021xx,MA,3 years,0.0
15000.0,2018-10-10,Debt consolidation,,20%,460xx,IN,< 1 year,0.0
5000.0,2018-10-10,Other,,14.81%,900xx,CA,< 1 year,0.0
10000.0,2018-10-10,Debt consolidation,,13.09%,334xx,FL,< 1 year,0.0
18000.0,2018-10-10,Other,,100%,333xx,FL,< 1 year,0.0
2000.0,2018-10-10,Other,,2.17%,613xx,IL,< 1 year,0.0
10000.0,2018-10-10,Credit card refinancing,,37.33%,827xx,WY,< 1 year,0.0
10000.0,2018-10-10,Car financing,,32.61%,759xx,TX,< 1 year,0.0
10000.0,2018-10-10,Home buying,,12.87%,959xx,CA,< 1 year,0.0
5000.0,2018-10-10,Other,,21.54%,952xx,CA,< 1 year,0.0
35000.0,2018-10-10,Credit card refinancing,,12.02%,300xx,GA,< 1 year,0.0
5000.0,2018-10-10,Debt consolidation,,64.7%,140xx,NY,< 1 year,0.0
20000.0,2018-10-10,Debt consolidation,,22.31%,194xx,PA,< 1 year,0.0
14500.0,2018-10-10,Debt consolidation,,8.92%,920xx,CA,< 1 year,0.0
10000.0,2018-10-10,Debt consolidation,,18040%,327xx,FL,< 1 year,0.0
3000.0,2018-10-10,Debt consolidation,,14.4%,329xx,FL,,0.0
5000.0,2018-10-10,Other,,34.45%,782xx,TX,< 1 year,0.0
30000.0,2018-10-10,Credit card refinancing,,38.32%,191xx,PA,10+ years,0.0
35000.0,2018-10-10,Debt consolidation,,100%,989xx,WA,< 1 year,0.0
15000.0,2018-10-10,Credit card refinancing,,100%,669xx,KS,< 1 year,0.0
15000.0,2018-10-10,Home buying,,100%,774xx,TX,< 1 year,0.0
17000.0,2018-10-10,Home buying,,14.2%,026xx,MA,< 1 year,0.0
3000.0,2018-10-10,Debt consolidation,,5.84%,890xx,NV,< 1 year,0.0
35000.0,2018-10-10,Debt consolidation,,20.24%,117xx,NY,< 1 year,0.0
10000.0,2018-10-10,Car financing,,70.8%,207xx,MD,< 1 year,0.0
18450.0,2018-10-10,Car financing,,100%,430xx,OH,< 1 year,0.0
6000.0,2018-10-10,Credit card refinancing,,40.76%,112xx,NY,< 1 year,0.0
2000.0,2018-10-10,Debt consolidation,,11.14%,900xx,CA,< 1 year,0.0
1000.0,2018-10-11,Debt consolidation,,4250%,021xx,MA,< 1 year,0.0
6500.0,2018-10-11,Other,,24.74%,785xx,TX,< 1 year,0.0
14000.0,2018-10-11,Debt consolidation,,77.72%,193xx,PA,< 1 year,0.0
20000.0,2018-10-11,Credit card refinancing,,33.99%,666xx,KS,< 1 year,0.0
25000.0,2018-10-11,Other,,6.38%,785xx,TX,< 1 year,0.0
20000.0,2018-10-11,Credit card refinancing,,47.3%,791xx,TX,< 1 year,0.0
10000.0,2018-10-11,Debt consolidation,,23.29%,484xx,MI,< 1 year,0.0
3000.0,2018-10-11,Vacation,,76.2%,338xx,FL,< 1 year,0.0
1000.0,2018-10-11,Debt consolidation,,17.89%,335xx,FL,< 1 year,0.0
5000.0,2018-10-11,Home buying,,2.23%,631xx,MO,< 1 year,0.0
10000.0,2018-10-11,Other,,36.79%,080xx,NJ,1 year,0.0
10000.0,2018-10-11,Debt consolidation,,16.62%,907xx,CA,< 1 year,0.0
40000.0,2018-10-11,Business,,31.39%,381xx,TN,< 1 year,0.0
20000.0,2018-10-11,Debt consolidation,,19.83%,482xx,MI,< 1 year,0.0
25000.0,2018-10-11,Debt consolidation,,10.93%,300xx,GA,10+ years,0.0
5000.0,2018-10-11,Other,,4.37%,900xx,CA,< 1 year,0.0
15000.0,2018-10-11,Debt consolidation,,4.08%,493xx,MI,< 1 year,0.0
40000.0,2018-10-11,Debt consolidation,,112%,403xx,KY,< 1 year,0.0
8000.0,2018-10-11,Major purchase,,1.05%,241xx,VA,< 1 year,0.0
16100.0,2018-10-11,Credit card refinancing,,100%,973xx,OR,,0.0
13475.0,2018-10-11,Credit card refinancing,,100%,740xx,OK,< 1 year,0.0
6000.0,2018-10-11,Debt consolidation,,2.01%,200xx,DC,< 1 year,0.0
5000.0,2018-10-11,Home buying,,17.47%,402xx,KY,< 1 year,0.0
2500.0,2018-10-12,Home buying,,4.85%,995xx,AK,< 1 year,0.0
1000.0,2018-10-12,Major purchase,,4.57%,088xx,NJ,< 1 year,0.0
10000.0,2018-10-12,Debt consolidation,,226.8%,490xx,MI,< 1 year,0.0
21000.0,2018-10-12,Debt consolidation,,42.24%,832xx,ID,< 1 year,0.0
20000.0,2018-10-12,Debt consolidation,,95.42%,773xx,TX,< 1 year,0.0
20000.0,2018-10-12,Debt consolidation,,16.8%,551xx,MN,< 1 year,0.0
10000.0,2018-10-12,Debt consolidation,,27.43%,296xx,SC,< 1 year,0.0
8000.0,2018-10-12,Credit card refinancing,,5.21%,125xx,NY,< 1 year,0.0
3000.0,2018-10-12,Debt consolidation,,11.15%,940xx,CA,< 1 year,0.0
5000.0,2018-10-12,Other,,100%,330xx,FL,< 1 year,0.0
1000.0,2018-10-12,Other,570.0,0%,937xx,CA,< 1 year,0.0
18000.0,2018-10-12,Credit card refinancing,,15.89%,537xx,WI,< 1 year,0.0
5000.0,2018-10-12,Debt consolidation,,100%,275xx,NC,< 1 year,0.0
18000.0,2018-10-12,Credit card refinancing,,100%,773xx,TX,< 1 year,0.0
8500.0,2018-10-12,Other,,100%,945xx,CA,< 1 year,0.0
9000.0,2018-10-12,Other,,11.36%,794xx,TX,< 1 year,0.0
5000.0,2018-10-12,Home improvement,,2.58%,107xx,NY,< 1 year,0.0
7000.0,2018-10-12,Debt consolidation,,697%,900xx,CA,< 1 year,0.0
35000.0,2018-10-12,Debt consolidation,,17.62%,900xx,CA,< 1 year,0.0
35000.0,2018-10-13,Major purchase,,0%,960xx,CA,< 1 year,0.0
10000.0,2018-10-13,Credit card refinancing,,12.28%,752xx,TX,< 1 year,0.0
20000.0,2018-10-13,Debt consolidation,,190.64%,344xx,FL,< 1 year,0.0
35000.0,2018-10-13,Other,,100%,119xx,NY,< 1 year,0.0
5000.0,2018-10-13,Major purchase,,15.22%,254xx,WV,< 1 year,0.0
1500.0,2018-10-13,Other,,76.77%,029xx,RI,,0.0
35000.0,2018-10-13,Debt consolidation,,18.91%,076xx,NJ,< 1 year,0.0
1000.0,2018-10-13,Other,,60.85%,983xx,WA,< 1 year,0.0
1000.0,2018-10-13,Other,,0%,920xx,CA,< 1 year,0.0
15000.0,2018-10-13,Debt consolidation,,1.27%,752xx,TX,< 1 year,0.0
10000.0,2018-10-13,Credit card refinancing,,19.25%,641xx,MO,< 1 year,0.0
9500.0,2018-10-13,Credit card refinancing,,10.36%,371xx,TN,< 1 year,0.0
30000.0,2018-10-13,Debt consolidation,,75.64%,920xx,CA,< 1 year,0.0
10000.0,2018-10-13,Other,,0.57%,280xx,NC,< 1 year,0.0
2000.0,2018-10-14,Debt consolidation,,17.5%,925xx,CA,< 1 year,0.0
10000.0,2018-10-14,Credit card refinancing,,190.83%,902xx,CA,< 1 year,0.0
30000.0,2018-10-14,Other,,9.87%,254xx,WV,< 1 year,0.0
7500.0,2018-10-14,Other,542.0,0.35%,438xx,OH,,0.0
24200.0,2018-10-14,Debt consolidation,,19.71%,633xx,MO,< 1 year,0.0
10000.0,2018-10-14,Debt consolidation,,0.91%,319xx,GA,< 1 year,0.0
4000.0,2018-10-14,Car financing,,19.55%,351xx,AL,< 1 year,0.0
5000.0,2018-10-14,Debt consolidation,688.0,0%,114xx,NY,< 1 year,0.0
3500.0,2018-10-14,Debt consolidation,,45.21%,402xx,KY,< 1 year,0.0
10000.0,2018-10-14,Credit card refinancing,,35.3%,852xx,AZ,< 1 year,0.0
1000.0,2018-10-14,Major purchase,,1.24%,949xx,CA,< 1 year,0.0
4000.0,2018-10-14,Credit card refinancing,,9.66%,127xx,NY,< 1 year,0.0
5000.0,2018-10-14,Debt consolidation,,100%,395xx,MS,< 1 year,0.0
5000.0,2018-10-14,Home improvement,,100%,191xx,PA,< 1 year,0.0
26000.0,2018-10-14,Debt consolidation,,242.99%,240xx,VA,< 1 year,0.0
35000.0,2018-10-14,Debt consolidation,,25.28%,136xx,NY,< 1 year,0.0
10000.0,2018-10-14,Credit card refinancing,,26.36%,633xx,MO,< 1 year,0.0
5000.0,2018-10-15,Debt consolidation,,2.4%,300xx,GA,< 1 year,0.0
10000.0,2018-10-15,Home buying,,9.25%,190xx,PA,< 1 year,0.0
4000.0,2018-10-15,Medical expenses,,0%,944xx,CA,< 1 year,0.0
3500.0,2018-10-15,Credit card refinancing,,17.16%,300xx,GA,< 1 year,0.0
1500.0,2018-10-15,Other,538.0,0%,166xx,PA,< 1 year,0.0
15000.0,2018-10-15,Home improvement,,23.88%,207xx,MD,< 1 year,0.0
40000.0,2018-10-15,Credit card refinancing,,23.03%,025xx,MA,< 1 year,0.0
20000.0,2018-10-15,Other,,4.8%,449xx,OH,< 1 year,0.0
4000.0,2018-10-15,Debt consolidation,,1.75%,018xx,MA,< 1 year,0.0
10000.0,2018-10-15,Other,,19.87%,587xx,ND,< 1 year,0.0
3000.0,2018-10-15,Debt consolidation,,19.9%,360xx,AL,< 1 year,0.0
40000.0,2018-10-15,Other,,25.88%,337xx,FL,< 1 year,0.0
5000.0,2018-10-15,Credit card refinancing,,1.42%,325xx,FL,< 1 year,0.0
23000.0,2018-10-15,Debt consolidation,,17.56%,044xx,ME,< 1 year,0.0
30000.0,2018-10-15,Credit card refinancing,,24.98%,333xx,FL,2 years,0.0
10000.0,2018-10-15,Credit card refinancing,,13.09%,608xx,IL,< 1 year,0.0
35000.0,2018-10-15,Other,,4.85%,816xx,CO,< 1 year,0.0
2000.0,2018-10-15,Other,,15.44%,366xx,AL,< 1 year,0.0
2000.0,2018-10-15,Major purchase,,7.53%,762xx,TX,< 1 year,0.0
1000.0,2018-10-15,Other,651.0,0%,802xx,CO,,0.0
2500.0,2018-10-15,Home buying,,172.59%,535xx,WI,< 1 year,0.0
1500.0,2018-10-15,Debt consolidation,,5.33%,303xx,GA,< 1 year,0.0
6000.0,2018-10-15,Home buying,,100%,329xx,FL,< 1 year,0.0
10000.0,2018-10-15,Other,,17.38%,547xx,WI,< 1 year,0.0
35000.0,2018-10-15,Credit card refinancing,,50.47%,219xx,MD,< 1 year,0.0
3000.0,2018-10-15,Credit card refinancing,,46.79%,857xx,AZ,< 1 year,0.0
10000.0,2018-10-15,Credit card refinancing,,15.51%,191xx,PA,< 1 year,0.0
3000.0,2018-10-15,Debt consolidation,,5.31%,936xx,CA,< 1 year,0.0
3000.0,2018-10-15,Debt consolidation,,0.67%,065xx,CT,< 1 year,0.0
5000.0,2018-10-16,Medical expenses,,0%,923xx,CA,< 1 year,0.0
40000.0,2018-10-16,Debt consolidation,,38.01%,296xx,SC,< 1 year,0.0
35000.0,2018-10-16,Other,,15.76%,206xx,MD,< 1 year,0.0
38000.0,2018-10-16,Business Loan,,-1%,065xx,CT,< 1 year,0.0
20000.0,2018-10-16,Car financing,,17.04%,331xx,FL,< 1 year,0.0
25000.0,2018-10-16,Credit card refinancing,,100%,391xx,MS,< 1 year,0.0
4000.0,2018-10-16,Other,,18.61%,774xx,TX,< 1 year,0.0
7625.0,2018-10-16,Car financing,,100%,297xx,SC,2 years,0.0
40000.0,2018-10-16,Debt consolidation,,13.73%,211xx,MD,< 1 year,0.0
80000.0,2018-10-16,Business Loan,,-1%,201xx,VA,< 1 year,0.0
4500.0,2018-10-16,Other,,337.2%,291xx,SC,< 1 year,0.0
7500.0,2018-10-16,Other,,28.91%,310xx,GA,< 1 year,0.0
10000.0,2018-10-16,Debt consolidation,,3450%,112xx,NY,< 1 year,0.0
3000.0,2018-10-16,Car financing,562.0,0%,599xx,MT,,0.0
3000.0,2018-10-16,Credit card refinancing,,20.55%,816xx,CO,< 1 year,0.0
10000.0,2018-10-16,Debt consolidation,,40.54%,028xx,RI,5 years,0.0
8500.0,2018-10-16,Credit card refinancing,,0%,319xx,GA,< 1 year,0.0
10000.0,2018-10-16,Home buying,,16.09%,864xx,AZ,< 1 year,0.0
25000.0,2018-10-16,Credit card refinancing,,47.13%,104xx,NY,< 1 year,0.0
10000.0,2018-10-16,Debt consolidation,,41.12%,330xx,FL,< 1 year,0.0
28000.0,2018-10-16,Debt consolidation,,24.69%,212xx,MD,< 1 year,0.0
9000.0,2018-10-16,Debt consolidation,,22.63%,316xx,GA,< 1 year,0.0
12500.0,2018-10-16,Debt consolidation,,11.68%,487xx,MI,,2.0
40000.0,2018-10-16,Home buying,,9.31%,922xx,CA,< 1 year,0.0
6000.0,2018-10-16,Home buying,,0.51%,373xx,TN,< 1 year,0.0
10000.0,2018-10-17,Credit card refinancing,,706.42%,752xx,TX,< 1 year,0.0
2500.0,2018-10-17,Other,,25.39%,452xx,OH,< 1 year,0.0
2000.0,2018-10-17,Other,,12.99%,952xx,CA,< 1 year,0.0
6000.0,2018-10-17,Debt consolidation,,20.84%,104xx,NY,< 1 year,0.0
4000.0,2018-10-17,Home buying,,8.94%,180xx,PA,< 1 year,0.0
15000.0,2018-10-17,Debt consolidation,,0.4%,100xx,NY,< 1 year,0.0
25000.0,2018-10-17,Credit card refinancing,,37.44%,070xx,NJ,,0.0
5000.0,2018-10-17,Debt consolidation,,18.39%,932xx,CA,< 1 year,0.0
27475.0,2018-10-17,Car financing,,100%,782xx,TX,< 1 year,0.0
1000.0,2018-10-17,Debt consolidation,,13.1%,914xx,CA,< 1 year,0.0
13000.0,2018-10-17,Car financing,,3.89%,740xx,OK,< 1 year,0.0
1500.0,2018-10-17,Other,,54.54%,363xx,AL,< 1 year,0.0
10000.0,2018-10-17,Debt consolidation,,16.65%,212xx,MD,< 1 year,0.0
7500.0,2018-10-17,Debt consolidation,,9.14%,210xx,MD,< 1 year,0.0
34000.0,2018-10-17,Major purchase,,2.16%,100xx,NY,< 1 year,0.0
10000.0,2018-10-17,Home buying,,17.42%,191xx,PA,< 1 year,0.0
24000.0,2018-10-17,Debt consolidation,,3.97%,080xx,NJ,< 1 year,0.0
1000.0,2018-10-17,Other,,36.11%,870xx,NM,< 1 year,0.0
1000.0,2018-10-17,Other,,12.83%,735xx,OK,< 1 year,0.0
12650.0,2018-10-17,Credit card refinancing,,34.65%,402xx,KY,< 1 year,0.0
17000.0,2018-10-17,Debt consolidation,,39.39%,708xx,LA,< 1 year,0.0
10000.0,2018-10-17,Other,,6.06%,235xx,VA,< 1 year,0.0
5000.0,2018-10-17,Credit card refinancing,,22.03%,131xx,NY,< 1 year,0.0
7000.0,2018-10-17,Debt consolidation,,31.85%,337xx,FL,< 1 year,0.0
1000.0,2018-10-17,Other,,2.5%,958xx,CA,< 1 year,0.0
10000.0,2018-10-17,Home buying,,37.58%,077xx,NJ,< 1 year,0.0
15000.0,2018-10-17,Credit card refinancing,,100%,286xx,NC,< 1 year,0.0
18825.0,2018-10-17,Credit card refinancing,,100%,305xx,GA,< 1 year,0.0
30000.0,2018-10-17,Debt consolidation,,100%,441xx,OH,< 1 year,0.0
10000.0,2018-10-17,Debt consolidation,,100%,152xx,PA,< 1 year,0.0
20000.0,2018-10-17,Debt consolidation,,21.21%,917xx,CA,< 1 year,0.0
10000.0,2018-10-17,Debt consolidation,,46.89%,917xx,CA,< 1 year,0.0
25000.0,2018-10-17,Other,,24.48%,300xx,GA,,0.0
5000.0,2018-10-18,Car financing,568.0,0%,723xx,AR,< 1 year,0.0
2800.0,2018-10-18,Other,,35.99%,350xx,AL,< 1 year,0.0
5000.0,2018-10-18,Credit card refinancing,,19.1%,891xx,NV,< 1 year,0.0
15000.0,2018-10-18,Debt consolidation,,16.59%,191xx,PA,< 1 year,0.0
10500.0,2018-10-18,Debt consolidation,,18.1%,954xx,CA,< 1 year,0.0
4000.0,2018-10-18,Debt consolidation,,36.53%,606xx,IL,< 1 year,0.0
20000.0,2018-10-18,Debt consolidation,,20.84%,295xx,SC,< 1 year,0.0
