68593616,Unnamed: 1,28000.0,28000.0.1,28000.0.2, 60 months,8.49,574.33,B,B1,Client Service Manager,1 year,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68593616,Unnamed: 19,debt_consolidation,Debt consolidation,301xx,GA,24.83,0.0,Jan-2004,685.0,689.0,0.0.1,29.0,Unnamed: 31,16.0,0.0.2,18002.0,72.0,23.0,w,0.0.3,0.0.4,32339.7724681812,32339.77,28000.0.3,4339.77,0.0.5,0.0.6,0.0.7,Apr-2018,17440.21,Unnamed: 49,Jul-2018,694.0,690.0,0.0.8,Unnamed: 54,1.0,Individual,Unnamed: 57,Unnamed: 58,Unnamed: 59,0.0.9,428.0,365724.0,0.0.10,4.0,1.0.1,1.0.2,10.0,63294.0,74.0,1.0.3,1.0.4,7762.0,74.0.1,25000.0,6.0,1.0.5,6.0.1,3.0,22858.0,1024.0,91.8,0.0.11,0.0.12,143.0,101.0,8.0,8.0.1,3.0.1,27.0,Unnamed: 90,0.0.13,29.0.1,0.0.14,4.0.1,10.0.1,4.0.2,5.0,8.0.2,10.0.2,12.0,10.0.3,16.0.1,0.0.15,0.0.16,0.0.17,2.0,95.7,75.0,0.0.18,0.0.19,406511.0,81296.0,12500.0,85509.0,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,N,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Cash,N.1,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150
11335538,,3000.0,3000.0,3000.0, 36 months,11.99,99.63,B,B3,Geological Technician,2 years,RENT,67000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11335538,,debt_consolidation,Debt consolidation,770xx,TX,19.61,0.0,Oct-2009,725.0,729.0,0.0,,,9.0,0.0,8701.0,27.2,12.0,w,0.0,0.0,3427.18,3427.18,3000.0,427.18,0.0,0.0,0.0,Aug-2015,1733.47,,Mar-2019,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,31396.0,,,,,,,,,,,,32000.0,,,,7.0,3488.0,17928.0,17.8,0.0,0.0,27.0,51.0,3.0,1.0,0.0,3.0,,7.0,,0.0,4.0,6.0,5.0,5.0,3.0,7.0,9.0,6.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,58339.0,31396.0,21800.0,26339.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10716516,,15625.0,15625.0,15625.0, 60 months,24.08,450.23,F,F2,RN,10+ years,MORTGAGE,60000.0,Source Verified,Jan-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10716516,"  Borrower added on 01/27/14 > To consolidate debt, to have one payment, and easier to manage<br>",debt_consolidation,Debt consolidation,448xx,OH,20.94,0.0,Jun-2003,665.0,669.0,3.0,,63.0,13.0,2.0,5259.0,63.4,24.0,f,0.0,0.0,10646.63,10646.63,2736.88,4916.87,0.0,2992.88,538.6896,Jun-2015,450.23,,Oct-2016,544.0,540.0,0.0,,1.0,Individual,,,,0.0,0.0,138766.0,,,,,,,,,,,,8300.0,,,,7.0,11564.0,69.0,91.4,0.0,0.0,127.0,121.0,2.0,2.0,3.0,26.0,,2.0,,0.0,1.0,3.0,1.0,2.0,14.0,4.0,7.0,3.0,13.0,0.0,0.0,0.0,3.0,100.0,100.0,1.0,1.0,158409.0,31085.0,800.0,42271.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11295140,,7200.0,7200.0,7200.0, 36 months,7.9,225.29,A,A4,Special Education Director,4 years,MORTGAGE,38000.0,Verified,Jan-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11295140,,credit_card,Credit card refinancing,846xx,UT,8.31,0.0,Aug-1998,690.0,694.0,0.0,,76.0,11.0,2.0,6166.0,55.0,19.0,w,0.0,0.0,4151.08,4151.08,2794.89,584.46,0.0,771.73,138.9114,May-2015,225.29,,Oct-2016,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,224425.0,,,,,,,,,,,,11110.0,,,,5.0,22442.0,2000.0,92.0,0.0,0.0,185.0,147.0,12.0,12.0,1.0,87.0,,10.0,,0.0,1.0,5.0,3.0,3.0,9.0,5.0,9.0,5.0,10.0,,0.0,0.0,1.0,100.0,100.0,0.0,0.0,234974.0,39085.0,2000.0,30748.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11255062,,13650.0,13650.0,13650.0, 36 months,15.61,477.27,C,C4,Field Supervisor,< 1 year,MORTGAGE,60000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11255062,,credit_card,Credit card refinancing,891xx,NV,20.58,0.0,Dec-1998,680.0,684.0,2.0,41.0,,9.0,0.0,16974.0,51.0,27.0,f,0.0,0.0,16890.0700014314,16890.07,13650.0,3240.07,0.0,0.0,0.0,Apr-2016,4958.32,,Mar-2019,739.0,735.0,0.0,41.0,1.0,Individual,,,,0.0,0.0,60440.0,,,,,,,,,,,,33300.0,,,,3.0,6716.0,945.0,88.2,0.0,0.0,181.0,111.0,2.0,2.0,1.0,6.0,,1.0,,1.0,1.0,6.0,1.0,2.0,17.0,6.0,9.0,6.0,9.0,0.0,0.0,0.0,2.0,96.3,100.0,0.0,0.0,84846.0,60440.0,8000.0,51546.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10855413,,9000.0,9000.0,8975.0, 36 months,13.98,307.52,C,C1,Driver,1 year,RENT,65000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10855413,,debt_consolidation,Debt consolidation,923xx,CA,32.7,0.0,Dec-1993,670.0,674.0,4.0,56.0,58.0,8.0,1.0,6280.0,73.9,48.0,f,0.0,0.0,11070.331457582,11039.58,9000.0,2070.33,0.0,0.0,0.0,Feb-2017,307.13,,Mar-2019,704.0,700.0,0.0,58.0,1.0,Individual,,,,0.0,0.0,92401.0,,,,,,,,,,,,8500.0,,,,4.0,11550.0,2220.0,73.9,0.0,0.0,129.0,241.0,33.0,1.0,6.0,33.0,58.0,1.0,56.0,2.0,3.0,3.0,4.0,19.0,18.0,4.0,24.0,3.0,8.0,0.0,0.0,0.0,4.0,89.5,50.0,1.0,0.0,100885.0,92401.0,8500.0,92385.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11214597,,10000.0,10000.0,9850.0, 36 months,10.99,327.34,B,B2,Team Lead,5 years,MORTGAGE,68000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11214597,  Borrower added on 01/24/14 > Although I have been following the snowball method in debt repayment I will plan to do the same here but it will be at a better interest rate so an even faster payback.<br><br> Borrower added on 01/25/14 > I have been following the Snowball Method to payoff our roughly $9400+ debt and realized we can do it much more effectively with a Lending Club loan since it will be one set interest rate.  A fantastic win-win for investors and borrowers alike.<br>,debt_consolidation,Debt consolidation,803xx,CO,11.37,0.0,Oct-1995,705.0,709.0,1.0,37.0,86.0,12.0,1.0,3892.0,41.8,18.0,f,0.0,0.0,11251.3500000101,11082.58,10000.0,1251.35,0.0,0.0,0.0,Aug-2015,4700.57,,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,193741.0,,,,,,,,,,,,9300.0,,,,3.0,19374.0,4308.0,47.5,0.0,0.0,135.0,219.0,14.0,14.0,3.0,14.0,,3.0,37.0,0.0,4.0,4.0,8.0,10.0,3.0,10.0,12.0,4.0,12.0,0.0,0.0,0.0,0.0,94.4,33.3,1.0,0.0,215093.0,26366.0,8200.0,30059.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11144562,,22400.0,22400.0,22350.0, 60 months,16.99,556.58,D,D1,Project manager ,10+ years,MORTGAGE,53400.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11144562,,debt_consolidation,Debt consolidation,370xx,TN,21.33,4.0,Jun-1990,680.0,684.0,0.0,2.0,,26.0,0.0,21693.0,37.4,55.0,f,0.0,0.0,29751.6000035011,29685.19,22400.0,7351.6,0.0,0.0,0.0,Jun-2016,1943.21,,Dec-2018,664.0,660.0,0.0,,1.0,Individual,,,,0.0,0.0,276307.0,,,,,,,,,,,,58000.0,,,,1.0,15350.0,29030.0,42.5,0.0,0.0,112.0,283.0,25.0,15.0,7.0,25.0,19.0,16.0,2.0,0.0,5.0,6.0,10.0,16.0,8.0,24.0,40.0,6.0,26.0,0.0,0.0,0.0,0.0,92.7,10.0,0.0,0.0,333970.0,36325.0,50500.0,19250.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11024806,,10000.0,10000.0,10000.0, 36 months,10.99,327.34,B,B2,Teacher,5 years,MORTGAGE,58000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11024806,  Borrower added on 01/23/14 > I have a credit card which had an interest rate that shot up after a couple of years. The balance goes does extremely slowly. We pay over 160 in interest every month on this card and we are tired of not having a specific end date for this account.<br>,credit_card,Credit card refinancing,799xx,TX,10.17,0.0,Mar-2000,705.0,709.0,1.0,71.0,,7.0,0.0,19814.0,82.2,15.0,f,0.0,0.0,11784.2322315967,11784.23,10000.0,1784.23,0.0,0.0,0.0,Feb-2017,327.33,,Feb-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,145692.0,,,,,,,,,,,,24100.0,,,,0.0,20813.0,4286.0,82.2,0.0,0.0,82.0,166.0,43.0,43.0,2.0,43.0,,2.0,71.0,0.0,3.0,3.0,5.0,10.0,1.0,5.0,12.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,166200.0,19814.0,24100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10596116,,9600.0,9600.0,9600.0, 36 months,14.98,332.7,C,C3,Legal Secretary,10+ years,MORTGAGE,48500.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10596116,,debt_consolidation,Debt consolidation,891xx,NV,21.7,0.0,Jan-2005,680.0,684.0,0.0,,,12.0,0.0,14076.0,66.7,33.0,w,0.0,0.0,11748.15,11748.15,9600.0,2148.15,0.0,0.0,0.0,Mar-2016,3763.35,,Mar-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,213998.0,,,,,,,,,,,,21100.0,,,,7.0,21400.0,132.0,99.0,0.0,0.0,107.0,108.0,2.0,2.0,3.0,8.0,,7.0,,0.0,2.0,5.0,2.0,11.0,9.0,10.0,21.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,226976.0,41089.0,13000.0,31911.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10875357,,1800.0,1800.0,1800.0, 36 months,14.47,61.94,C,C2,,,MORTGAGE,30000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10875357,  Borrower added on 01/23/14 > Four new tires. Assist in paying for new circuit breaker and labor.<br>,home_improvement,Home improvement,134xx,NY,17.28,0.0,Oct-1996,665.0,669.0,1.0,,63.0,5.0,1.0,4885.0,92.0,19.0,w,0.0,0.0,2073.25,2073.25,1800.0,273.25,0.0,0.0,0.0,May-2015,1206.09,,Jul-2018,644.0,640.0,0.0,60.0,1.0,Individual,,,,0.0,0.0,73269.0,,,,,,,,,,,,5300.0,,,,3.0,14653.0,2500.0,93.0,0.0,0.0,147.0,207.0,4.0,4.0,1.0,20.0,,4.0,,0.0,2.0,3.0,5.0,7.0,7.0,3.0,11.0,3.0,5.0,,0.0,0.0,1.0,84.0,100.0,1.0,0.0,84913.0,7360.0,5000.0,11756.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10755700,,35000.0,35000.0,34950.0, 60 months,21.48,956.35,E,E2,,6 years,MORTGAGE,140000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10755700,  Borrower added on 01/23/14 > Debt consolidation<br>,debt_consolidation,Debt consolidation,190xx,PA,20.3,0.0,Nov-1982,660.0,664.0,0.0,28.0,,24.0,0.0,33370.0,40.5,34.0,f,0.0,0.0,55963.9941787012,55884.05,35000.0,20963.99,0.0,0.0,0.0,Dec-2018,746.0,,Nov-2018,699.0,695.0,0.0,28.0,1.0,Individual,,,,0.0,632.0,436884.0,,,,,,,,,,,,82300.0,,,,5.0,18204.0,27498.0,54.4,0.0,0.0,310.0,374.0,8.0,8.0,1.0,9.0,,8.0,,1.0,9.0,13.0,13.0,16.0,7.0,21.0,26.0,13.0,24.0,0.0,0.0,0.0,3.0,97.1,23.1,0.0,0.0,464274.0,175384.0,60300.0,104374.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10894965,,21000.0,21000.0,21000.0, 60 months,14.98,499.37,C,C3,teacher,10+ years,MORTGAGE,70000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10894965,,debt_consolidation,Debt consolidation,827xx,WY,22.87,1.0,Nov-1984,700.0,704.0,1.0,11.0,,23.0,0.0,34686.0,33.4,51.0,f,0.0,0.0,27983.8100101069,27983.81,21000.0,6983.81,0.0,0.0,0.0,Nov-2016,12003.97,,Nov-2017,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,169328.0,,,,,,,,,,,,103700.0,,,,4.0,8063.0,42683.0,42.7,0.0,0.0,148.0,350.0,7.0,7.0,3.0,38.0,69.0,6.0,11.0,0.0,8.0,10.0,11.0,23.0,11.0,20.0,37.0,10.0,23.0,0.0,0.0,0.0,3.0,90.2,33.3,0.0,0.0,263781.0,48762.0,74500.0,29536.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10844884,,24000.0,24000.0,24000.0, 36 months,6.62,736.89,A,A2,Administrative Director ERP Systems,10+ years,MORTGAGE,246000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10844884,"  Borrower added on 01/22/14 > I am working hard to become debt free in the next 2-3 yrs.  I have already cut my debt in half in the last 2 yrs.  This will expedite my journey by refinancing to a single, lower int. rate.  I have never been unemployed.  Hard worker.  Never defaulted.  On time pymt history.  Thanks!<br>",credit_card,Credit card refinancing,774xx,TX,14.16,0.0,Mar-1988,700.0,704.0,0.0,,,21.0,0.0,61813.0,51.8,45.0,w,0.0,0.0,26281.81,26281.81,24000.0,2281.81,0.0,0.0,0.0,Mar-2016,8596.45,,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,260471.0,,,,,,,,,,,,119400.0,,,,3.0,12403.0,47511.0,49.2,0.0,0.0,160.0,310.0,21.0,5.0,6.0,72.0,,7.0,,0.0,9.0,11.0,11.0,14.0,18.0,15.0,21.0,11.0,21.0,0.0,0.0,0.0,2.0,100.0,45.5,0.0,0.0,377934.0,107501.0,93500.0,75880.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10557780,,10700.0,10700.0,10700.0, 36 months,14.98,370.82,C,C3,School Bus Driver,10+ years,RENT,26000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10557780,,debt_consolidation,Debt consolidation,986xx,WA,24.98,0.0,Dec-1992,685.0,689.0,2.0,,,19.0,0.0,17028.0,41.3,38.0,f,0.0,0.0,13349.2596246187,13349.26,10700.0,2649.26,0.0,0.0,0.0,Feb-2017,370.56,,Mar-2019,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,17028.0,,,,,,,,,,,,41200.0,,,,8.0,946.0,20723.0,40.5,0.0,0.0,253.0,149.0,4.0,4.0,0.0,4.0,,4.0,,0.0,11.0,15.0,12.0,27.0,2.0,19.0,35.0,15.0,19.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,41200.0,17028.0,34800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10162584,,24000.0,24000.0,24000.0, 60 months,15.61,578.68,C,C4,,5 years,MORTGAGE,80000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10162584,,debt_consolidation,Debt consolidation,563xx,MN,20.6,0.0,Apr-1991,700.0,704.0,0.0,,46.0,20.0,3.0,17121.0,62.0,33.0,f,0.0,0.0,33900.139500493904,33900.14,24000.0,9900.14,0.0,0.0,0.0,Nov-2017,8438.22,,Mar-2019,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,215484.0,,,,,,,,,,,,27600.0,,,,4.0,12676.0,4568.0,73.0,0.0,0.0,133.0,273.0,15.0,11.0,5.0,15.0,,11.0,,0.0,6.0,10.0,8.0,9.0,4.0,16.0,24.0,10.0,20.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,284603.0,53152.0,16900.0,43253.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10525448,,30000.0,30000.0,30000.0, 36 months,14.98,1039.67,C,C3,Psychologist,3 years,MORTGAGE,130000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10525448,,credit_card,Credit card refinancing,606xx,IL,12.06,1.0,Jun-1974,685.0,689.0,2.0,1.0,,16.0,0.0,24385.0,30.1,32.0,f,0.0,0.0,37427.9420921365,37427.94,30000.0,7427.94,0.0,0.0,0.0,Jan-2017,1039.49,,Jan-2017,654.0,650.0,0.0,55.0,1.0,Individual,,,,1.0,0.0,179372.0,,,,,,,,,,,,81000.0,,,,6.0,11211.0,39867.0,33.6,0.0,313.0,155.0,470.0,5.0,5.0,4.0,5.0,55.0,0.0,55.0,1.0,5.0,9.0,6.0,10.0,10.0,11.0,16.0,9.0,15.0,0.0,1.0,0.0,3.0,90.0,33.3,0.0,0.0,262874.0,61841.0,60000.0,59938.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10578629,,12000.0,12000.0,12000.0, 60 months,14.47,282.16,C,C2,Assistant Bindery Operator,5 years,OWN,39000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10578629,  Borrower added on 01/20/14 > I plan on using the loan to pay off some credit cards. I want to set some of it aside to do a little painting in the living room and den. I always pay my bills on time and try to stay a month ahead. The concept of Lending Club is great and I hope to be a happy borrower soon.<br>,debt_consolidation,Debt consolidation,293xx,SC,10.98,0.0,Jan-1997,680.0,684.0,0.0,,,8.0,0.0,13025.0,64.2,14.0,f,0.0,0.0,14224.3099975512,14224.31,12000.0,2224.31,0.0,0.0,0.0,Jun-2015,9504.46,,Jan-2017,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,13025.0,,,,,,,,,,,,20300.0,,,,2.0,1628.0,2675.0,83.0,0.0,0.0,168.0,204.0,5.0,5.0,0.0,5.0,,20.0,,0.0,6.0,6.0,6.0,8.0,4.0,8.0,10.0,6.0,8.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,20300.0,13025.0,15700.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10765568,,23000.0,23000.0,23000.0, 36 months,7.9,719.68,A,A4,Business Intelligence Analyst,< 1 year,RENT,90000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10765568,  Borrower added on 01/22/14 > Looking to restructure my debt.  I will purchasing a home soon and this is part of that initiative!<br>,debt_consolidation,Debt consolidation,371xx,TN,9.29,0.0,Jan-2004,690.0,694.0,0.0,,,11.0,0.0,17191.0,81.1,26.0,f,0.0,0.0,24466.600000758,24466.6,23000.0,1466.6,0.0,0.0,0.0,Jan-2015,17269.8,,Dec-2018,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,44379.0,,,,,,,,,,,,21200.0,,,,1.0,4034.0,4009.0,81.1,0.0,0.0,120.0,118.0,18.0,18.0,0.0,18.0,,8.0,,0.0,3.0,3.0,3.0,11.0,14.0,3.0,12.0,3.0,11.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,51575.0,44379.0,21200.0,30375.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10434797,,10000.0,10000.0,10000.0, 36 months,18.25,362.78,D,D3,BOOKKEEPER,3 years,RENT,45000.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10434797,,other,Other,071xx,NJ,17.15,0.0,Jul-1998,665.0,669.0,1.0,81.0,41.0,15.0,3.0,17197.0,44.4,48.0,w,0.0,0.0,12991.57,12991.57,10000.0,2991.57,0.0,0.0,0.0,Aug-2016,2108.17,,Jan-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,37841.0,,,,,,,,,,,,38700.0,,,,2.0,2703.0,21321.0,38.7,0.0,0.0,110.0,186.0,3.0,3.0,4.0,3.0,81.0,2.0,81.0,0.0,5.0,7.0,5.0,23.0,12.0,9.0,31.0,7.0,15.0,0.0,0.0,0.0,1.0,97.5,0.0,1.0,2.0,58157.0,37841.0,34800.0,19457.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10575237,,18250.0,18250.0,18250.0, 36 months,12.85,613.6,B,B4,Sales manager,1 year,MORTGAGE,51000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10575237,,home_improvement,Home improvement,347xx,FL,22.63,1.0,Jun-1986,695.0,699.0,2.0,9.0,,13.0,0.0,10399.0,56.2,30.0,w,0.0,0.0,22089.4647993218,22089.46,18250.0,3839.46,0.0,0.0,0.0,Jan-2017,613.46,,Mar-2017,754.0,750.0,0.0,31.0,1.0,Individual,,,,0.0,82.0,282031.0,,,,,,,,,,,,33500.0,,,,2.0,23503.0,3877.0,71.3,0.0,0.0,142.0,331.0,8.0,8.0,4.0,47.0,9.0,1.0,9.0,4.0,3.0,7.0,3.0,11.0,3.0,11.0,22.0,7.0,13.0,0.0,0.0,0.0,1.0,55.2,33.3,0.0,0.0,404148.0,27130.0,13500.0,23648.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10588667,,7000.0,7000.0,7000.0, 36 months,13.53,237.65,B,B5,Purchasing Manager,10+ years,RENT,63000.0,Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10588667,  Borrower added on 01/17/14 > I have medical expenses  I have been paying on for the last 4 years &amp; will take me another 4 years to pay them off.  I'm also paying taxes that will take me 7 years to pay off. With this loan I could pay it all off in 3 years &amp; be done with it.  I've worked at my same job for 30 years.<br>,medical,Medical expenses,371xx,TN,3.05,0.0,Jul-1998,665.0,669.0,1.0,31.0,68.0,9.0,1.0,3938.0,32.8,27.0,w,0.0,0.0,8393.25,8393.25,7000.0,1393.25,0.0,0.0,0.0,Feb-2016,2689.65,,Jan-2019,704.0,700.0,0.0,31.0,1.0,Individual,,,,0.0,74.0,3938.0,,,,,,,,,,,,12000.0,,,,3.0,563.0,2602.0,21.2,0.0,0.0,78.0,186.0,0.0,0.0,1.0,0.0,66.0,0.0,59.0,6.0,1.0,4.0,2.0,8.0,1.0,9.0,25.0,4.0,9.0,0.0,0.0,0.0,2.0,72.0,0.0,1.0,0.0,12000.0,3938.0,3300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10132977,,12000.0,12000.0,12000.0, 60 months,13.98,279.1,C,C1,Senior Analyst,4 years,MORTGAGE,84800.0,Source Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10132977,,credit_card,Credit card refinancing,750xx,TX,20.17,0.0,Oct-1992,665.0,669.0,0.0,67.0,,12.0,0.0,6030.0,49.9,39.0,f,0.0,0.0,13763.3599952432,13763.36,12000.0,1763.36,0.0,0.0,0.0,Mar-2015,10414.28,,Oct-2018,609.0,605.0,0.0,67.0,1.0,Individual,,,,0.0,0.0,125225.0,,,,,,,,,,,,9400.0,,,,3.0,12523.0,906.0,89.4,0.0,0.0,255.0,229.0,24.0,9.0,11.0,39.0,67.0,12.0,67.0,2.0,4.0,7.0,5.0,14.0,7.0,9.0,21.0,7.0,12.0,0.0,0.0,0.0,1.0,97.1,75.0,0.0,0.0,133274.0,22953.0,5900.0,19499.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10558210,,7200.0,7200.0,7200.0, 36 months,10.99,235.69,B,B2,customer care,10+ years,MORTGAGE,37000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10558210,  Borrower added on 01/16/14 > My loan is to consolidate my debit from different creditors<br>,debt_consolidation,Debt consolidation,294xx,SC,8.43,0.0,Feb-2001,660.0,664.0,1.0,,,9.0,0.0,9063.0,51.8,35.0,f,0.0,0.0,8234.038523944399,8234.04,7200.0,1034.04,0.0,0.0,0.0,Nov-2015,49.54,,Mar-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,141404.0,,,,,,,,,,,,17500.0,,,,2.0,15712.0,138.0,91.4,0.0,0.0,155.0,137.0,4.0,4.0,3.0,29.0,,4.0,,0.0,2.0,7.0,2.0,3.0,13.0,8.0,19.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,155314.0,9063.0,1600.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10608078,,1200.0,1200.0,1200.0, 36 months,19.97,44.58,D,D5,Technical Analyst,6 years,MORTGAGE,49800.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10608078,,other,Other,721xx,AR,23.71,0.0,Jan-2000,670.0,674.0,1.0,,,31.0,0.0,25679.0,59.3,54.0,f,0.0,0.0,1297.7962206582,1297.8,1200.0,97.8,0.0,0.0,0.0,May-2015,29.09,,Mar-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,212418.0,,,,,,,,,,,,43300.0,,,,15.0,6852.0,1663.0,92.6,0.0,0.0,168.0,153.0,1.0,1.0,2.0,1.0,,1.0,,0.0,5.0,10.0,6.0,10.0,35.0,12.0,17.0,10.0,31.0,0.0,0.0,0.0,4.0,100.0,83.3,0.0,0.0,242593.0,123763.0,22600.0,104542.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
