loan_amnt,dti,fico_score,addr_state,emp_length,issue_d,bad_loan,int_rate,grade,annual_inc,home_ownership,rejected
8000.0,21.17,687.0,CA,1.0,2016-12-01,1.0,18.99,D,50000.0,RENT,0
27500.0,11.74,737.0,FL,10.0,2016-12-01,0.0,15.99,C,60000.0,MORTGAGE,0
14000.0,8.32,712.0,NV,,2016-12-01,0.0,5.32,A,62600.0,MORTGAGE,0
32000.0,6.48,707.0,MI,4.0,2016-12-01,0.0,8.24,B,125000.0,RENT,0
20000.0,27.94,732.0,CT,10.0,2016-12-01,0.0,21.49,D,75000.0,RENT,0
20000.0,25.92,737.0,NY,3.0,2016-12-01,0.0,15.99,C,72650.0,RENT,0
2100.0,16.3,732.0,IN,2.0,2016-12-01,0.0,7.99,A,116000.0,MORTGAGE,0
5000.0,28.8,662.0,NM,10.0,2016-12-01,0.0,16.99,D,51000.0,RENT,0
14000.0,23.05,662.0,NJ,3.0,2016-12-01,0.0,26.24,E,35000.0,RENT,0
9600.0,28.67,707.0,MO,3.0,2016-12-01,1.0,14.99,C,63000.0,MORTGAGE,0
16000.0,3.11,687.0,KS,10.0,2016-12-01,1.0,11.39,B,90000.0,OWN,0
25200.0,11.9,707.0,IL,1.0,2016-12-01,0.0,21.49,D,75000.0,RENT,0
24000.0,18.95,702.0,NJ,1.0,2016-12-01,0.0,17.99,D,87000.0,RENT,0
13000.0,20.3,672.0,AL,,2016-12-01,0.0,15.99,C,84000.0,MORTGAGE,0
3000.0,10.23,677.0,MD,3.0,2016-12-01,1.0,13.49,C,44000.0,RENT,0
11000.0,17.34,687.0,TX,1.0,2016-12-01,0.0,12.74,C,78000.0,MORTGAGE,0
15000.0,9.54,692.0,AZ,3.0,2016-12-01,0.0,12.74,C,56600.0,RENT,0
18000.0,19.75,732.0,FL,10.0,2016-12-01,1.0,7.99,A,85000.0,RENT,0
6000.0,19.04,722.0,NY,10.0,2016-12-01,0.0,6.99,A,80000.0,RENT,0
11200.0,15.94,682.0,NY,9.0,2016-12-01,0.0,11.39,B,105000.0,RENT,0
12000.0,16.37,687.0,TX,7.0,2016-12-01,0.0,11.44,B,90000.0,OWN,0
35000.0,19.35,677.0,TX,10.0,2016-12-01,1.0,30.84,G,124999.0,OWN,0
20800.0,26.66,697.0,PA,7.0,2016-12-01,0.0,13.99,C,60000.0,MORTGAGE,0
3000.0,27.17,672.0,AR,1.0,2016-12-01,0.0,22.74,E,25000.0,OWN,0
15675.0,27.18,662.0,NY,,2016-12-01,1.0,21.49,D,40000.0,RENT,0
25000.0,32.74,712.0,VA,10.0,2016-12-01,0.0,13.99,C,80000.0,MORTGAGE,0
6000.0,21.85,677.0,MO,10.0,2016-12-01,1.0,18.99,D,39000.0,RENT,0
12800.0,14.99,712.0,MI,1.0,2016-12-01,0.0,8.24,B,80000.0,MORTGAGE,0
6725.0,32.88,732.0,PA,6.0,2016-12-01,0.0,10.49,B,38000.0,MORTGAGE,0
12000.0,10.21,687.0,LA,4.0,2016-12-01,0.0,17.99,D,65000.0,RENT,0
30000.0,27.9,747.0,AL,10.0,2016-12-01,0.0,14.99,C,100000.0,RENT,0
12800.0,3.19,687.0,IN,1.0,2016-12-01,0.0,13.99,C,58000.0,RENT,0
34825.0,13.96,767.0,NC,10.0,2016-12-01,0.0,5.32,A,330000.0,MORTGAGE,0
6100.0,33.93,667.0,OH,6.0,2016-12-01,0.0,26.24,E,44500.0,RENT,0
5000.0,17.42,712.0,NY,10.0,2016-12-01,1.0,10.49,B,45000.0,RENT,0
10000.0,10.53,677.0,NY,2.0,2016-12-01,0.0,11.49,B,75000.0,RENT,0
3500.0,33.36,667.0,NC,5.0,2016-12-01,0.0,13.99,C,26400.0,OWN,0
1500.0,3.54,822.0,NC,5.0,2016-12-01,0.0,11.49,B,97193.0,MORTGAGE,0
22000.0,7.14,672.0,NY,,2016-12-01,1.0,11.49,B,105000.0,MORTGAGE,0
7500.0,17.44,737.0,NJ,10.0,2016-12-01,0.0,8.24,B,70000.0,MORTGAGE,0
15575.0,25.12,672.0,CT,4.0,2016-12-01,0.0,30.84,G,41000.0,RENT,0
10450.0,30.74,662.0,KY,10.0,2016-12-01,0.0,14.99,C,39900.0,RENT,0
28025.0,28.74,707.0,CA,10.0,2016-12-01,0.0,14.99,C,138000.0,OWN,0
3600.0,3.57,707.0,ID,1.0,2016-12-01,0.0,11.39,B,36000.0,MORTGAGE,0
25000.0,20.25,667.0,MT,6.0,2016-12-01,0.0,8.24,B,164000.0,MORTGAGE,0
9600.0,13.81,667.0,WA,4.0,2016-12-01,0.0,15.99,C,87000.0,RENT,0
1000.0,25.68,667.0,TX,1.0,2016-12-01,0.0,21.49,D,26400.0,OWN,0
15000.0,7.77,682.0,AZ,1.0,2016-12-01,0.0,17.99,D,42000.0,OWN,0
17000.0,20.66,697.0,CA,1.0,2016-12-01,0.0,11.49,B,65000.0,RENT,0
10825.0,24.58,662.0,NJ,7.0,2016-12-01,0.0,17.99,D,78000.0,RENT,0
12675.0,11.62,667.0,NJ,10.0,2016-12-01,0.0,14.99,C,70000.0,MORTGAGE,0
13050.0,22.15,727.0,NJ,1.0,2016-12-01,0.0,10.49,B,102000.0,MORTGAGE,0
10000.0,21.16,682.0,CA,3.0,2016-12-01,1.0,13.99,C,100000.0,RENT,0
12000.0,18.47,662.0,PA,2.0,2016-12-01,0.0,11.44,B,168000.0,MORTGAGE,0
6500.0,12.6,682.0,OH,10.0,2016-12-01,0.0,11.44,B,52000.0,MORTGAGE,0
14000.0,27.98,712.0,NY,10.0,2016-12-01,0.0,15.99,C,48000.0,RENT,0
10500.0,18.48,672.0,FL,,2016-12-01,0.0,25.49,E,50000.0,MORTGAGE,0
1000.0,14.44,687.0,CO,2.0,2016-12-01,0.0,17.99,D,30000.0,RENT,0
8000.0,11.35,737.0,IL,1.0,2016-12-01,0.0,8.24,B,30000.0,RENT,0
6000.0,16.56,672.0,CO,2.0,2016-12-01,0.0,10.49,B,40000.0,RENT,0
15000.0,13.49,667.0,AK,10.0,2016-12-01,0.0,14.99,C,120000.0,MORTGAGE,0
20000.0,17.55,687.0,CT,1.0,2016-12-01,1.0,8.24,B,320000.0,MORTGAGE,0
2800.0,15.09,682.0,NC,1.0,2016-12-01,0.0,7.99,A,40000.0,OWN,0
9850.0,18.64,712.0,GA,2.0,2016-12-01,0.0,7.99,A,43000.0,RENT,0
20000.0,19.73,687.0,WA,1.0,2016-12-01,0.0,13.99,C,70000.0,OWN,0
4150.0,24.81,757.0,MN,1.0,2016-12-01,1.0,23.99,E,31200.0,OWN,0
40000.0,10.26,707.0,CA,10.0,2016-12-01,0.0,11.44,B,200000.0,MORTGAGE,0
10000.0,9.83,697.0,MD,6.0,2016-12-01,0.0,11.44,B,53000.0,MORTGAGE,0
12050.0,4.26,717.0,NY,5.0,2016-12-01,0.0,17.99,D,51000.0,RENT,0
15000.0,16.2,707.0,CA,2.0,2016-12-01,1.0,15.99,C,65000.0,RENT,0
20000.0,17.08,717.0,NC,10.0,2016-12-01,0.0,12.74,C,65000.0,OWN,0
8000.0,14.34,677.0,MN,1.0,2016-12-01,0.0,8.24,B,100000.0,MORTGAGE,0
9800.0,31.71,662.0,WA,1.0,2016-12-01,1.0,12.74,C,40000.0,OWN,0
21600.0,9.93,717.0,IL,10.0,2016-12-01,0.0,8.24,B,118000.0,MORTGAGE,0
23000.0,11.3,702.0,NY,3.0,2016-12-01,0.0,15.99,C,70000.0,RENT,0
10000.0,12.97,717.0,VA,6.0,2016-12-01,0.0,11.49,B,165000.0,OWN,0
16000.0,15.61,722.0,NY,10.0,2016-12-01,0.0,6.99,A,75200.0,MORTGAGE,0
10000.0,16.27,702.0,GA,10.0,2016-12-01,0.0,11.44,B,120000.0,MORTGAGE,0
2500.0,14.08,697.0,CA,6.0,2016-12-01,0.0,11.39,B,30000.0,RENT,0
18000.0,17.81,677.0,CA,2.0,2016-12-01,0.0,11.49,B,75000.0,RENT,0
14000.0,33.01,712.0,OH,10.0,2016-12-01,0.0,11.49,B,73147.0,MORTGAGE,0
11350.0,14.71,757.0,SD,5.0,2016-12-01,1.0,12.74,C,32073.0,RENT,0
8000.0,14.85,817.0,MD,4.0,2016-12-01,0.0,11.49,B,32000.0,OWN,0
32000.0,21.66,682.0,PA,10.0,2016-12-01,0.0,30.99,G,80000.0,MORTGAGE,0
6000.0,17.97,672.0,AZ,,2016-12-01,0.0,8.24,B,42744.0,MORTGAGE,0
5000.0,8.35,677.0,AZ,10.0,2016-12-01,1.0,14.99,C,45000.0,OWN,0
9600.0,12.33,742.0,MN,4.0,2016-12-01,0.0,6.99,A,44000.0,MORTGAGE,0
8000.0,30.36,717.0,PA,8.0,2016-12-01,0.0,16.99,D,47000.0,MORTGAGE,0
22000.0,30.1,722.0,FL,10.0,2016-12-01,1.0,22.74,E,50000.0,RENT,0
20000.0,23.41,677.0,AZ,10.0,2016-12-01,0.0,11.44,B,140000.0,MORTGAGE,0
10000.0,17.47,707.0,IL,7.0,2016-12-01,1.0,25.49,E,70000.0,RENT,0
35000.0,29.39,722.0,NC,1.0,2016-12-01,0.0,11.39,B,77500.0,RENT,0
7000.0,14.51,667.0,CA,2.0,2016-12-01,0.0,11.39,B,36400.0,RENT,0
2500.0,13.35,667.0,FL,2.0,2016-12-01,0.0,11.49,B,25000.0,OWN,0
21000.0,10.14,662.0,NC,10.0,2016-12-01,1.0,11.44,B,75000.0,MORTGAGE,0
20000.0,18.32,662.0,FL,1.0,2016-12-01,1.0,26.24,E,75000.0,MORTGAGE,0
6025.0,16.19,692.0,MA,6.0,2016-12-01,0.0,11.49,B,100000.0,RENT,0
21850.0,6.11,727.0,UT,6.0,2016-12-01,0.0,18.99,D,155000.0,MORTGAGE,0
25000.0,16.35,722.0,AK,10.0,2016-12-01,0.0,8.24,B,107000.0,OWN,0
21000.0,27.69,687.0,TX,2.0,2016-12-01,0.0,12.74,C,90000.0,RENT,0
8000.0,23.73,702.0,WA,1.0,2016-12-01,1.0,7.49,A,89840.0,MORTGAGE,0
2650.0,26.93,712.0,NY,10.0,2016-12-01,0.0,12.74,C,54000.0,MORTGAGE,0
30000.0,17.02,667.0,NJ,4.0,2016-12-01,0.0,11.44,B,180000.0,MORTGAGE,0
19200.0,25.04,712.0,VA,10.0,2016-12-01,0.0,5.32,A,140000.0,MORTGAGE,0
19300.0,19.74,702.0,NY,2.0,2016-12-01,0.0,18.99,D,42000.0,MORTGAGE,0
17775.0,13.61,722.0,MO,4.0,2016-12-01,0.0,13.99,C,145000.0,RENT,0
20000.0,27.68,717.0,FL,5.0,2016-12-01,0.0,13.49,C,135000.0,MORTGAGE,0
5600.0,22.65,662.0,CA,2.0,2016-12-01,0.0,13.99,C,38000.0,RENT,0
15575.0,6.4,702.0,NY,10.0,2016-11-01,0.0,12.74,C,60000.0,RENT,0
24000.0,22.89,747.0,FL,8.0,2016-12-01,0.0,14.99,C,50000.0,MORTGAGE,0
5400.0,13.2,712.0,MI,1.0,2016-11-01,0.0,13.99,C,50000.0,RENT,0
30000.0,5.23,682.0,NJ,2.0,2016-12-01,0.0,8.24,B,138000.0,MORTGAGE,0
1000.0,4.74,702.0,TX,1.0,2016-11-01,1.0,14.99,C,20000.0,RENT,0
13500.0,6.98,687.0,IL,10.0,2016-11-01,0.0,13.99,C,50200.0,MORTGAGE,0
32000.0,25.27,662.0,MN,8.0,2016-11-01,1.0,21.49,D,105000.0,MORTGAGE,0
12000.0,34.83,727.0,CO,4.0,2016-12-01,1.0,12.74,C,40000.0,RENT,0
4000.0,9.09,662.0,GA,10.0,2016-11-01,0.0,10.49,B,80000.0,MORTGAGE,0
8000.0,12.76,687.0,AZ,1.0,2016-12-01,0.0,19.99,D,30000.0,OWN,0
25200.0,25.88,687.0,AZ,10.0,2016-11-01,0.0,12.74,C,125000.0,MORTGAGE,0
7000.0,14.79,667.0,CA,8.0,2016-12-01,0.0,13.49,C,100000.0,RENT,0
30000.0,23.74,712.0,OR,5.0,2016-11-01,0.0,19.99,D,120000.0,OWN,0
8500.0,11.41,677.0,FL,2.0,2016-11-01,0.0,13.49,C,53000.0,MORTGAGE,0
10000.0,15.58,777.0,CA,8.0,2016-11-01,0.0,6.99,A,53000.0,MORTGAGE,0
5000.0,3.03,677.0,SC,,2016-12-01,0.0,8.24,B,36000.0,MORTGAGE,0
20000.0,16.06,667.0,FL,4.0,2016-11-01,0.0,11.49,B,109000.0,RENT,0
8400.0,10.26,682.0,TX,10.0,2016-11-01,0.0,13.49,C,80000.0,MORTGAGE,0
30000.0,11.42,672.0,NC,2.0,2016-11-01,1.0,12.74,C,170000.0,MORTGAGE,0
35000.0,13.0,682.0,NJ,10.0,2016-11-01,1.0,13.49,C,70000.0,RENT,0
12000.0,15.22,717.0,UT,9.0,2016-11-01,0.0,13.49,C,65000.0,RENT,0
11850.0,12.29,692.0,AZ,1.0,2016-12-01,1.0,30.49,F,33881.0,RENT,0
24000.0,34.76,662.0,TX,10.0,2016-11-01,1.0,29.99,F,79000.0,OWN,0
18000.0,15.12,712.0,CA,10.0,2016-11-01,0.0,13.99,C,110000.0,MORTGAGE,0
32000.0,15.73,727.0,CA,10.0,2016-11-01,0.0,11.44,B,120000.0,MORTGAGE,0
18000.0,26.93,737.0,CA,1.0,2016-11-01,0.0,14.99,C,145000.0,RENT,0
35000.0,22.93,682.0,CA,10.0,2016-12-01,0.0,29.49,F,110000.0,MORTGAGE,0
15000.0,8.22,782.0,OH,5.0,2016-11-01,0.0,5.32,A,142500.0,MORTGAGE,0
15175.0,24.28,717.0,VA,5.0,2016-11-01,0.0,7.49,A,60000.0,MORTGAGE,0
5000.0,14.92,772.0,ID,6.0,2016-11-01,0.0,6.99,A,36000.0,RENT,0
6000.0,3.42,697.0,AZ,3.0,2016-11-01,0.0,7.99,A,98000.0,MORTGAGE,0
3000.0,34.29,667.0,TX,10.0,2016-11-01,0.0,12.74,C,109000.0,MORTGAGE,0
12000.0,13.59,687.0,FL,10.0,2016-11-01,0.0,14.99,C,48401.6,MORTGAGE,0
6000.0,9.02,702.0,NY,,2016-11-01,0.0,10.49,B,23160.0,RENT,0
5000.0,2.83,672.0,KS,2.0,2016-11-01,0.0,17.99,D,70000.0,RENT,0
12700.0,19.7,662.0,NJ,10.0,2016-11-01,1.0,22.74,E,60320.0,MORTGAGE,0
11400.0,26.26,697.0,WA,3.0,2016-11-01,0.0,17.99,D,50000.0,RENT,0
6500.0,25.93,667.0,FL,10.0,2016-11-01,0.0,11.49,B,36000.0,MORTGAGE,0
20000.0,20.15,692.0,FL,4.0,2016-11-01,0.0,12.74,C,55000.0,OWN,0
5875.0,22.71,667.0,FL,10.0,2016-11-01,0.0,15.99,C,39000.0,RENT,0
11000.0,17.07,662.0,NC,3.0,2016-11-01,0.0,17.99,D,36000.0,RENT,0
16000.0,7.66,672.0,MI,1.0,2016-12-01,0.0,11.44,B,75000.0,MORTGAGE,0
13000.0,19.81,667.0,SC,1.0,2016-12-01,0.0,8.24,B,71000.0,RENT,0
7700.0,14.77,677.0,AZ,5.0,2016-11-01,0.0,11.39,B,22672.0,RENT,0
35000.0,30.52,697.0,AL,10.0,2016-11-01,0.0,21.49,D,107877.0,MORTGAGE,0
9400.0,29.9,672.0,NY,1.0,2016-11-01,1.0,18.99,D,35000.0,RENT,0
10000.0,29.5,747.0,VA,10.0,2016-11-01,0.0,11.39,B,43000.0,MORTGAGE,0
20000.0,12.27,672.0,NY,3.0,2016-11-01,0.0,11.44,B,55000.0,RENT,0
20000.0,7.33,717.0,FL,10.0,2016-11-01,0.0,16.99,D,125000.0,RENT,0
31000.0,8.88,662.0,SC,10.0,2016-12-01,0.0,16.99,D,112975.1,RENT,0
7000.0,12.95,707.0,OR,10.0,2016-11-01,0.0,7.99,A,112100.0,MORTGAGE,0
10000.0,11.42,692.0,NV,8.0,2016-11-01,0.0,5.32,A,100000.0,MORTGAGE,0
30000.0,29.45,662.0,CA,10.0,2016-12-01,1.0,30.84,G,95000.0,RENT,0
22000.0,26.24,692.0,CA,2.0,2016-11-01,0.0,26.24,E,72000.0,MORTGAGE,0
6000.0,17.12,667.0,PA,10.0,2016-11-01,0.0,11.39,B,34000.0,RENT,0
24000.0,22.34,667.0,WI,2.0,2016-12-01,0.0,13.99,C,78000.0,RENT,0
15000.0,16.26,712.0,CA,2.0,2016-11-01,1.0,12.74,C,110000.0,RENT,0
11500.0,14.0,672.0,CA,2.0,2016-11-01,0.0,12.74,C,95000.0,RENT,0
10000.0,34.12,697.0,WI,2.0,2016-11-01,0.0,8.24,B,80000.0,RENT,0
20000.0,18.82,697.0,OH,6.0,2016-11-01,0.0,14.99,C,83775.0,MORTGAGE,0
4200.0,17.59,707.0,NJ,1.0,2016-11-01,0.0,7.99,A,55000.0,MORTGAGE,0
8000.0,23.07,702.0,FL,2.0,2016-11-01,0.0,11.49,B,45000.0,RENT,0
13500.0,20.88,687.0,NJ,9.0,2016-11-01,0.0,17.99,D,65000.0,MORTGAGE,0
35175.0,29.33,732.0,TX,10.0,2016-11-01,0.0,13.49,C,129000.0,MORTGAGE,0
24000.0,28.72,702.0,TX,2.0,2016-11-01,0.0,15.99,C,30000.0,OWN,0
4000.0,23.24,697.0,WA,10.0,2016-11-01,0.0,13.99,C,75550.0,MORTGAGE,0
6000.0,26.84,667.0,WI,1.0,2016-11-01,1.0,19.99,D,25000.0,RENT,0
16075.0,26.27,677.0,LA,10.0,2016-12-01,0.0,18.99,D,50300.0,OWN,0
9800.0,21.16,667.0,WA,5.0,2016-11-01,0.0,11.44,B,65000.0,RENT,0
12000.0,27.11,677.0,NV,2.0,2016-11-01,0.0,11.44,B,42000.0,RENT,0
9850.0,16.51,692.0,AL,10.0,2016-11-01,0.0,11.49,B,92000.0,OWN,0
4000.0,10.16,772.0,NY,,2016-11-01,0.0,7.99,A,47500.0,RENT,0
14200.0,29.47,672.0,WI,1.0,2016-12-01,0.0,26.24,E,36000.0,MORTGAGE,0
30700.0,16.56,712.0,FL,10.0,2016-11-01,0.0,13.49,C,201272.0,RENT,0
5000.0,12.76,722.0,NH,9.0,2016-11-01,0.0,10.49,B,55000.0,MORTGAGE,0
10000.0,13.7,667.0,NC,1.0,2016-11-01,0.0,15.99,C,58000.0,RENT,0
8000.0,7.56,667.0,TX,,2016-11-01,0.0,13.99,C,30000.0,MORTGAGE,0
10000.0,13.3,697.0,MS,10.0,2016-11-01,0.0,7.99,A,80240.0,OWN,0
35000.0,14.18,692.0,NJ,2.0,2016-11-01,0.0,11.44,B,398000.0,MORTGAGE,0
15000.0,15.7,677.0,CA,6.0,2016-11-01,0.0,19.99,D,100000.0,RENT,0
30000.0,18.12,697.0,TX,10.0,2016-11-01,1.0,11.44,B,450000.0,RENT,0
14000.0,21.47,802.0,WI,10.0,2016-11-01,0.0,5.32,A,73000.0,MORTGAGE,0
13000.0,19.73,682.0,TN,3.0,2016-11-01,0.0,12.74,C,55000.0,RENT,0
22000.0,17.23,717.0,NY,10.0,2016-11-01,0.0,12.74,C,100000.0,RENT,0
10000.0,93.36,697.0,IN,,2016-11-01,0.0,11.49,B,13200.0,RENT,0
16100.0,12.88,767.0,CA,7.0,2016-11-01,0.0,11.44,B,44000.0,MORTGAGE,0
4200.0,16.99,687.0,PA,1.0,2016-11-01,0.0,12.74,C,50000.0,OWN,0
13500.0,10.95,677.0,MI,,2016-11-01,0.0,11.39,B,39336.0,RENT,0
36000.0,37.24,687.0,FL,1.0,2016-11-01,0.0,8.24,B,67000.0,MORTGAGE,0
6000.0,26.88,662.0,MN,10.0,2016-11-01,0.0,11.49,B,75000.0,MORTGAGE,0
1500.0,32.41,732.0,WI,10.0,2016-11-01,0.0,13.49,C,38000.0,OWN,0
30800.0,4.22,707.0,CA,1.0,2016-11-01,0.0,17.99,D,150000.0,RENT,0
4000.0,23.16,662.0,NY,,2016-11-01,1.0,11.49,B,60000.0,MORTGAGE,0
12000.0,10.99,682.0,GA,10.0,2016-11-01,0.0,8.24,B,123000.0,MORTGAGE,0
35000.0,14.94,717.0,VA,10.0,2016-11-01,0.0,17.99,D,105000.0,RENT,0
14400.0,28.64,687.0,IL,3.0,2016-11-01,0.0,8.24,B,105000.0,RENT,0
32000.0,20.08,662.0,FL,10.0,2016-12-01,1.0,26.24,E,122616.0,MORTGAGE,0
19575.0,19.92,712.0,MI,5.0,2016-11-01,0.0,21.49,D,51000.0,MORTGAGE,0
10500.0,16.54,702.0,WA,10.0,2016-11-01,0.0,8.24,B,70000.0,MORTGAGE,0
9600.0,3.15,677.0,NY,7.0,2016-11-01,0.0,17.99,D,113595.0,RENT,0
5000.0,18.03,692.0,CO,1.0,2016-11-01,0.0,7.24,A,50000.0,MORTGAGE,0
10000.0,14.14,692.0,TN,5.0,2016-11-01,0.0,11.44,B,32000.0,RENT,0
6500.0,18.85,757.0,OH,3.0,2016-11-01,0.0,5.32,A,85000.0,MORTGAGE,0
16000.0,9.79,672.0,TX,2.0,2016-12-01,0.0,12.74,C,75000.0,MORTGAGE,0
6000.0,7.75,682.0,MD,10.0,2016-11-01,1.0,10.49,B,60000.0,MORTGAGE,0
5000.0,10.98,732.0,CA,9.0,2016-11-01,1.0,13.49,C,40000.0,OWN,0
2500.0,3.92,702.0,NH,,2016-11-01,0.0,11.49,B,37000.0,MORTGAGE,0
30000.0,13.57,687.0,IL,8.0,2016-11-01,1.0,19.99,D,85000.0,OWN,0
8500.0,10.78,672.0,FL,6.0,2016-11-01,0.0,13.99,C,120000.0,RENT,0
1200.0,19.66,667.0,OH,8.0,2016-11-01,0.0,12.74,C,75000.0,MORTGAGE,0
25925.0,30.92,692.0,AZ,,2016-11-01,0.0,15.99,C,63600.0,MORTGAGE,0
16000.0,15.17,682.0,KS,1.0,2016-11-01,0.0,10.49,B,90000.0,OWN,0
24000.0,8.54,717.0,IL,2.0,2016-11-01,0.0,10.49,B,100000.0,MORTGAGE,0
21000.0,31.02,662.0,NY,2.0,2016-11-01,1.0,15.99,C,85000.0,MORTGAGE,0
17525.0,30.26,762.0,MA,10.0,2016-11-01,0.0,8.24,B,60000.0,MORTGAGE,0
8000.0,11.57,672.0,CO,3.0,2016-11-01,0.0,14.99,C,56100.0,RENT,0
16000.0,32.18,682.0,OK,10.0,2016-12-01,1.0,18.99,D,95000.0,RENT,0
5100.0,14.16,677.0,RI,1.0,2016-11-01,0.0,16.99,D,15000.0,RENT,0
6500.0,26.05,722.0,NJ,1.0,2016-11-01,0.0,7.24,A,64000.0,RENT,0
3500.0,23.1,702.0,MS,10.0,2016-11-01,0.0,7.99,A,93000.0,MORTGAGE,0
5000.0,20.18,767.0,RI,3.0,2016-11-01,0.0,11.49,B,60000.0,MORTGAGE,0
24000.0,21.44,712.0,IL,1.0,2016-11-01,0.0,19.99,D,99000.0,MORTGAGE,0
15000.0,16.02,697.0,MA,10.0,2016-11-01,1.0,17.99,D,70000.0,MORTGAGE,0
6000.0,25.75,732.0,AZ,4.0,2016-11-01,0.0,8.24,B,77000.0,MORTGAGE,0
2000.0,20.68,662.0,IL,10.0,2016-11-01,0.0,13.49,C,70000.0,MORTGAGE,0
25000.0,10.98,732.0,NC,2.0,2016-11-01,0.0,5.32,A,162000.0,MORTGAGE,0
25000.0,23.25,697.0,KY,10.0,2016-11-01,0.0,11.49,B,91200.0,MORTGAGE,0
5000.0,9.64,712.0,KY,,2016-12-01,0.0,12.74,C,35000.0,MORTGAGE,0
15000.0,12.97,677.0,FL,8.0,2016-11-01,0.0,11.39,B,68000.0,MORTGAGE,0
9600.0,18.67,702.0,GA,7.0,2016-11-01,0.0,12.74,C,32000.0,RENT,0
35000.0,21.56,672.0,TN,10.0,2016-11-01,0.0,17.99,D,90656.0,MORTGAGE,0
5000.0,9.82,677.0,TX,,2016-12-01,1.0,13.49,C,55000.0,MORTGAGE,0
16550.0,20.37,702.0,AZ,4.0,2016-11-01,0.0,11.39,B,36000.0,RENT,0
28000.0,8.95,752.0,TX,8.0,2016-11-01,0.0,5.32,A,120000.0,MORTGAGE,0
22000.0,18.57,722.0,CA,6.0,2016-11-01,0.0,15.99,C,65000.0,RENT,0
5000.0,26.34,677.0,FL,3.0,2016-11-01,0.0,8.24,B,53630.0,RENT,0
10000.0,14.33,687.0,NY,10.0,2016-11-01,1.0,22.74,E,38500.0,RENT,0
2800.0,3.26,682.0,WI,5.0,2016-11-01,0.0,11.49,B,80000.0,MORTGAGE,0
8000.0,13.21,737.0,VA,2.0,2016-11-01,0.0,16.99,D,46800.0,RENT,0
5500.0,26.1,682.0,NC,,2016-12-01,1.0,12.74,C,47000.0,RENT,0
2500.0,20.24,712.0,MI,2.0,2016-11-01,0.0,11.39,B,60000.0,OWN,0
24000.0,13.08,697.0,CA,2.0,2016-11-01,0.0,12.74,C,200000.0,MORTGAGE,0
20000.0,15.75,687.0,NY,1.0,2016-11-01,0.0,17.99,D,50000.0,RENT,0
11000.0,16.27,732.0,TX,,2016-11-01,0.0,15.99,C,70000.0,RENT,0
22000.0,22.25,692.0,OH,10.0,2016-11-01,0.0,15.99,C,93806.0,RENT,0
16000.0,20.33,667.0,CT,1.0,2016-12-01,0.0,13.99,C,52000.0,MORTGAGE,0
5200.0,15.33,672.0,CA,3.0,2016-11-01,1.0,11.49,B,35000.0,RENT,0
7000.0,11.0,667.0,TX,1.0,2016-11-01,0.0,18.99,D,65000.0,RENT,0
15450.0,31.32,707.0,NJ,5.0,2016-11-01,0.0,11.39,B,45000.0,RENT,0
4200.0,31.82,742.0,VA,10.0,2016-11-01,0.0,12.74,C,117600.0,MORTGAGE,0
10000.0,10.0,732.0,CA,4.0,2016-11-01,0.0,6.99,A,75000.0,MORTGAGE,0
31000.0,26.36,697.0,OR,5.0,2016-12-01,0.0,21.49,D,62000.0,MORTGAGE,0
16500.0,19.45,692.0,CA,2.0,2016-11-01,0.0,10.49,B,53000.0,RENT,0
18600.0,32.53,697.0,TX,,2016-11-01,0.0,30.89,G,60000.0,MORTGAGE,0
9000.0,26.76,687.0,TX,3.0,2016-11-01,0.0,19.99,D,33000.0,RENT,0
10900.0,17.31,712.0,NY,3.0,2016-11-01,0.0,18.99,D,26000.0,RENT,0
20000.0,27.56,712.0,NM,1.0,2016-11-01,0.0,22.74,E,59000.0,MORTGAGE,0
25000.0,5.13,732.0,FL,1.0,2016-11-01,0.0,5.32,A,500000.0,MORTGAGE,0
10000.0,6.78,667.0,NC,3.0,2016-11-01,0.0,17.99,D,54000.0,RENT,0
12000.0,18.17,717.0,GA,10.0,2016-11-01,0.0,10.49,B,350000.0,MORTGAGE,0
12000.0,14.76,737.0,NY,1.0,2016-11-01,0.0,7.24,A,80000.0,MORTGAGE,0
20575.0,20.22,677.0,NM,10.0,2016-11-01,1.0,15.99,C,49000.0,MORTGAGE,0
20000.0,27.04,692.0,IL,10.0,2016-11-01,0.0,7.99,A,92300.0,MORTGAGE,0
16000.0,28.65,667.0,RI,4.0,2016-11-01,0.0,13.99,C,75000.0,MORTGAGE,0
33600.0,16.46,667.0,OH,9.0,2016-11-01,1.0,15.99,C,108000.0,MORTGAGE,0
10000.0,23.65,677.0,TX,7.0,2016-11-01,0.0,13.49,C,105000.0,RENT,0
11400.0,18.77,687.0,NY,,2016-11-01,0.0,12.74,C,50000.0,RENT,0
24000.0,17.01,752.0,MO,8.0,2016-11-01,0.0,13.99,C,80000.0,MORTGAGE,0
17250.0,3.92,682.0,DC,5.0,2016-11-01,0.0,29.49,F,60000.0,RENT,0
18000.0,27.52,692.0,OH,4.0,2016-11-01,0.0,12.74,C,45000.0,RENT,0
28000.0,12.03,687.0,NY,1.0,2016-11-01,0.0,15.99,C,93600.0,RENT,0
8000.0,28.56,687.0,FL,2.0,2016-11-01,0.0,12.74,C,30000.0,RENT,0
