amount_requested,application_date,loan_title,risk_score,zip_code,state,employment_length,policy_code,dti,rejected
12975.0,,Car financing,,152xx,PA,< 1 year,0.0,100.0,1
4000.0,,Debt consolidation,662.0,107xx,NY,< 1 year,0.0,2.3,1
3000.0,,Home buying,585.0,774xx,TX,< 1 year,0.0,184.52,1
2600.0,,home_improvement,512.0,945xx,CA,< 1 year,0.0,110.67,1
1500.0,,other,,481xx,MI,1 year,0.0,27.27,1
12500.0,,other,591.0,300xx,GA,4 years,0.0,0.0,1
4600.0,,medical,,925xx,CA,< 1 year,0.0,19.81,1
1000.0,,credit_card,,294xx,SC,5 years,0.0,5.26,1
12000.0,,debt_consolidation,,773xx,TX,< 1 year,0.0,40.46,1
5000.0,,Debt consolidation,639.0,754xx,TX,< 1 year,0.0,33.45,1
4000.0,,Major purchase,501.0,327xx,FL,< 1 year,0.0,3.95,1
5000.0,,debt_consolidation,,041xx,ME,< 1 year,0.0,75.14,1
35000.0,,major_purchase,,050xx,VT,< 1 year,0.0,30.96,1
25000.0,,Debt consolidation,501.0,174xx,PA,< 1 year,0.0,6.14,1
10000.0,,other,,951xx,CA,< 1 year,0.0,-1.0,1
5000.0,,Debt consolidation,630.0,316xx,GA,< 1 year,0.0,29.38,1
1000.0,,Other,659.0,850xx,AZ,< 1 year,0.0,46.56,1
40000.0,,Business,644.0,956xx,CA,< 1 year,0.0,32.32,1
5000.0,,other,,759xx,TX,< 1 year,0.0,27.44,1
30000.0,,debt_consolidation,,920xx,CA,< 1 year,0.0,30.77,1
2000.0,,Debt consolidation,570.0,780xx,TX,< 1 year,0.0,14.31,1
1500.0,,debt_consolidation,,900xx,CA,< 1 year,0.0,14.71,1
4000.0,,Credit card refinancing,689.0,902xx,CA,< 1 year,0.0,33.18,1
3500.0,,Credit card refinancing,,834xx,ID,< 1 year,0.0,100.0,1
1200.0,,Other,668.0,752xx,TX,< 1 year,0.0,32.75,1
6000.0,,Vacation,697.0,782xx,TX,< 1 year,0.0,17.34,1
40000.0,,other,,850xx,AZ,< 1 year,0.0,23.68,1
2000.0,,other,,766xx,TX,< 1 year,0.0,9.47,1
10000.0,,Debt consolidation,521.0,236xx,VA,< 1 year,0.0,27.75,1
1000.0,,other,,462xx,IN,,0.0,0.0,1
40000.0,,Home improvement,627.0,900xx,CA,< 1 year,0.0,2.74,1
1300.0,,other,,452xx,OH,< 1 year,0.0,1.02,1
4000.0,,debt_consolidation,,681xx,NE,5 years,0.0,9.08,1
12000.0,,debt_consolidation,,273xx,NC,5 years,0.0,-1.0,1
10000.0,,major_purchase,,463xx,IN,< 1 year,0.0,43.06,1
4000.0,,moving,,017xx,MA,5 years,0.0,21.27,1
1300.0,,debt_consolidation,,232xx,VA,< 1 year,0.0,8.72,1
20000.0,,Debt consolidation,622.0,926xx,CA,< 1 year,0.0,92.22,1
12775.0,,credit_card,,480xx,MI,5 years,0.0,52.62,1
8500.0,,debt_consolidation,,232xx,VA,5 years,0.0,13.3,1
20000.0,,Debt consolidation,633.0,554xx,MN,,0.0,18.79,1
5000.0,,small_business,,331xx,FL,< 1 year,0.0,0.71,1
5675.0,,debt_consolidation,,221xx,VA,5 years,0.0,30.44,1
2000.0,,Vacation,535.0,941xx,CA,< 1 year,0.0,0.0,1
3000.0,,vacation,,316xx,GA,5 years,0.0,42.6,1
1300.0,,Debt consolidation,542.0,668xx,KS,< 1 year,0.0,0.14,1
6000.0,,debt_consolidation,,720xx,AR,5 years,0.0,28.93,1
2000.0,,home_improvement,,458xx,OH,< 1 year,0.0,15.96,1
15000.0,,debt_consolidation,,245xx,VA,< 1 year,0.0,15.78,1
6000.0,,home_improvement,,441xx,OH,< 1 year,0.0,17.59,1
10000.0,,debt_consolidation,,302xx,GA,< 1 year,0.0,47.3,1
1500.0,,Debt consolidation,501.0,443xx,OH,< 1 year,0.0,19.24,1
5000.0,,Debt consolidation,,357xx,AL,< 1 year,0.0,100.0,1
15000.0,,debt_consolidation,,212xx,MD,5 years,0.0,35.81,1
1000.0,,Car financing,539.0,782xx,TX,< 1 year,0.0,28.63,1
1000.0,,Medical expenses,615.0,535xx,WI,< 1 year,0.0,41.8,1
14000.0,,Debt consolidation,616.0,928xx,CA,10+ years,0.0,20.18,1
15000.0,,debt_consolidation,,765xx,TX,< 1 year,0.0,29.81,1
10000.0,,debt_consolidation,,015xx,MA,< 1 year,0.0,24.82,1
10000.0,,debt_consolidation,,208xx,MD,< 1 year,0.0,11.79,1
10000.0,,other,,381xx,TN,< 1 year,0.0,200.0,1
5000.0,,credit_card,,864xx,AZ,5 years,0.0,27.06,1
4000.0,,Other,634.0,105xx,NY,< 1 year,0.0,0.28,1
10000.0,,debt_consolidation,,172xx,PA,< 1 year,0.0,20.27,1
35000.0,,Debt consolidation,725.0,212xx,MD,< 1 year,0.0,23.71,1
7000.0,,Debt consolidation,572.0,117xx,NY,< 1 year,0.0,6.17,1
5000.0,,Vacation,622.0,180xx,PA,< 1 year,0.0,26.08,1
10000.0,,Debt consolidation,655.0,446xx,OH,< 1 year,0.0,51.15,1
4000.0,,debt_consolidation,,940xx,CA,< 1 year,0.0,20.02,1
30000.0,,Debt consolidation,647.0,210xx,MD,< 1 year,0.0,34.69,1
1000.0,,Other,501.0,731xx,OK,< 1 year,0.0,1.84,1
5000.0,,debt_consolidation,,480xx,MI,< 1 year,0.0,25.78,1
4000.0,,Home buying,682.0,775xx,TX,< 1 year,0.0,36.2,1
15000.0,,Debt consolidation,697.0,161xx,PA,< 1 year,0.0,29.83,1
2000.0,,other,620.0,881xx,NM,< 1 year,0.0,36.8,1
15000.0,,debt_consolidation,,478xx,IN,5 years,0.0,20.71,1
2000.0,,credit_card,,480xx,MI,5 years,0.0,13.18,1
1500.0,,Other,501.0,610xx,IL,< 1 year,0.0,27.61,1
15000.0,,Business,655.0,628xx,IL,< 1 year,0.0,24.5,1
5000.0,,debt_consolidation,,286xx,NC,< 1 year,0.0,200.0,1
10000.0,,debt_consolidation,,600xx,IL,< 1 year,0.0,16.97,1
5000.0,,Other,738.0,996xx,AK,10+ years,0.0,31.8,1
20000.0,,Debt consolidation,624.0,981xx,WA,< 1 year,0.0,14.72,1
1000.0,,Vacation,529.0,953xx,CA,< 1 year,0.0,10.56,1
10000.0,,Debt consolidation,605.0,631xx,MO,< 1 year,0.0,16.09,1
14000.0,,car,,980xx,WA,5 years,0.0,18.33,1
30000.0,,Business,725.0,913xx,CA,< 1 year,0.0,4.22,1
5000.0,,Debt consolidation,681.0,017xx,MA,5 years,0.0,6.36,1
10000.0,,debt_consolidation,,158xx,PA,< 1 year,0.0,54.8,1
25000.0,,Debt consolidation,,958xx,CA,< 1 year,0.0,100.0,1
25000.0,,Other,587.0,306xx,GA,< 1 year,0.0,41.76,1
5500.0,,Debt consolidation,698.0,129xx,NY,< 1 year,0.0,37.31,1
3500.0,,credit_card,,071xx,NJ,5 years,0.0,10.49,1
10000.0,,Major purchase,756.0,331xx,FL,< 1 year,0.0,48.34,1
25000.0,,debt_consolidation,,131xx,NY,5 years,0.0,51.91,1
1000.0,,Medical expenses,611.0,290xx,SC,< 1 year,0.0,13.15,1
30000.0,,Business Loan,,197xx,DE,< 1 year,0.0,-1.0,1
32500.0,,other,605.0,209xx,MD,< 1 year,0.0,14.0,1
10000.0,,Debt consolidation,652.0,940xx,CA,< 1 year,0.0,22.61,1
10000.0,,debt_consolidation,,350xx,AL,5 years,0.0,-1.0,1
30000.0,,debt_consolidation,,686xx,NE,5 years,0.0,23.64,1
2000.0,,other,,731xx,OK,< 1 year,0.0,17.52,1
2000.0,,other,,306xx,GA,5 years,0.0,4.72,1
8000.0,,credit_card,,765xx,TX,5 years,0.0,54.57,1
5000.0,,debt_consolidation,,338xx,FL,< 1 year,0.0,35.36,1
5000.0,,Other,529.0,344xx,FL,< 1 year,0.0,0.0,1
15000.0,,debt_consolidation,,841xx,UT,< 1 year,0.0,55.29,1
12000.0,,Debt consolidation,686.0,103xx,NY,< 1 year,0.0,29.88,1
20000.0,,debt_consolidation,,939xx,CA,< 1 year,0.0,62.2,1
27000.0,,Home buying,635.0,294xx,SC,< 1 year,0.0,0.42,1
7000.0,,Debt consolidation,,940xx,CA,8 years,0.0,22.39,1
5000.0,,debt_consolidation,,706xx,LA,5 years,0.0,39.56,1
8000.0,,Debt consolidation,695.0,113xx,NY,8 years,0.0,25.03,1
5500.0,,Other,651.0,908xx,CA,< 1 year,0.0,0.0,1
5000.0,,debt_consolidation,,302xx,GA,< 1 year,0.0,5.54,1
9800.0,,Credit card refinancing,,608xx,IL,< 1 year,0.0,100.0,1
20000.0,,Other,634.0,967xx,HI,< 1 year,0.0,23.53,1
1000.0,,Medical expenses,583.0,597xx,MT,< 1 year,0.0,22.43,1
15000.0,,debt_consolidation,,305xx,GA,< 1 year,0.0,11.74,1
3025.0,,Debt consolidation,629.0,316xx,GA,< 1 year,0.0,58.1,1
10000.0,,debt_consolidation,,441xx,OH,< 1 year,0.0,16.6,1
10000.0,,Credit card refinancing,630.0,750xx,TX,< 1 year,0.0,24.67,1
3000.0,,other,,368xx,AL,,0.0,32.84,1
1000.0,,Car financing,572.0,770xx,TX,< 1 year,0.0,86.0,1
25000.0,,credit_card,,362xx,AL,5 years,0.0,23.12,1
10000.0,,debt_consolidation,,114xx,NY,< 1 year,0.0,7.01,1
10525.0,,Car financing,706.0,722xx,AR,< 1 year,0.0,100.0,1
15000.0,,debt_consolidation,,570xx,SD,< 1 year,0.0,32.29,1
3000.0,,Other,570.0,606xx,IL,< 1 year,0.0,18.03,1
1500.0,,other,,554xx,MN,5 years,0.0,7.62,1
50000.0,,Business Loan,,235xx,VA,< 1 year,0.0,-1.0,1
6500.0,,Debt consolidation,676.0,985xx,WA,< 1 year,0.0,30.53,1
1500.0,,other,,553xx,MN,8 years,0.0,24.03,1
3000.0,,Moving and relocation,540.0,302xx,GA,< 1 year,0.0,31.51,1
25000.0,,debt_consolidation,,750xx,TX,5 years,0.0,-1.0,1
4000.0,,car,,983xx,WA,5 years,0.0,-1.0,1
1400.0,,Car financing,632.0,641xx,MO,< 1 year,0.0,45.11,1
20000.0,,Debt consolidation,657.0,226xx,VA,< 1 year,0.0,24.05,1
10000.0,,debt_consolidation,,984xx,WA,< 1 year,0.0,-1.0,1
5000.0,,other,,335xx,FL,< 1 year,0.0,0.0,1
15000.0,,debt_consolidation,,402xx,KY,5 years,0.0,20.63,1
4000.0,,debt_consolidation,,827xx,WY,5 years,0.0,19.29,1
2500.0,,debt_consolidation,,840xx,UT,< 1 year,0.0,48.72,1
3000.0,,debt_consolidation,,600xx,IL,5 years,0.0,0.0,1
10000.0,,debt_consolidation,,774xx,TX,< 1 year,0.0,20.12,1
2000.0,,debt_consolidation,587.0,452xx,OH,< 1 year,0.0,0.17,1
20000.0,,Other,631.0,326xx,FL,< 1 year,0.0,5.33,1
1000.0,,Other,612.0,212xx,MD,< 1 year,0.0,32.74,1
10000.0,,debt_consolidation,,206xx,MD,< 1 year,0.0,11.48,1
34775.0,,Car financing,581.0,300xx,GA,< 1 year,0.0,100.0,1
35000.0,,other,,113xx,NY,5 years,0.0,3.37,1
10000.0,,debt_consolidation,,330xx,FL,< 1 year,0.0,21.18,1
5000.0,,credit_card,,245xx,VA,5 years,0.0,30.42,1
1000.0,,debt_consolidation,,302xx,GA,5 years,0.0,23.5,1
2500.0,,debt_consolidation,,171xx,PA,5 years,0.0,15.92,1
3200.0,,moving,,334xx,FL,5 years,0.0,1.56,1
4000.0,,home_improvement,,334xx,FL,< 1 year,0.0,9.71,1
5000.0,,other,,773xx,TX,< 1 year,0.0,11.92,1
20000.0,,debt_consolidation,,230xx,VA,< 1 year,0.0,37.79,1
2000.0,,Other,643.0,741xx,OK,< 1 year,0.0,1.3,1
3600.0,,major_purchase,,645xx,MO,< 1 year,0.0,4.16,1
18000.0,,Other,549.0,469xx,IN,< 1 year,0.0,50.24,1
7000.0,,Debt consolidation,666.0,953xx,CA,< 1 year,0.0,9.46,1
35000.0,,other,,113xx,NY,5 years,0.0,13.73,1
10000.0,,other,,391xx,MS,< 1 year,0.0,43.23,1
1000.0,,Credit card refinancing,638.0,947xx,CA,< 1 year,0.0,1.05,1
20000.0,,Debt consolidation,738.0,371xx,TN,< 1 year,0.0,45.61,1
5000.0,,Debt consolidation,613.0,641xx,MO,< 1 year,0.0,19.4,1
10000.0,,debt_consolidation,,797xx,TX,< 1 year,0.0,25.93,1
17000.0,,Debt consolidation,591.0,891xx,NV,< 1 year,0.0,34.74,1
25000.0,,debt_consolidation,,945xx,CA,5 years,0.0,23.54,1
5000.0,,credit_card,,191xx,PA,5 years,0.0,22.2,1
16000.0,,debt_consolidation,,388xx,MS,,0.0,58.89,1
10000.0,,debt_consolidation,,331xx,FL,< 1 year,0.0,0.0,1
10000.0,,debt_consolidation,,492xx,MI,,0.0,39.0,1
6000.0,,Major purchase,677.0,313xx,GA,< 1 year,0.0,70.14,1
15000.0,,Credit card refinancing,712.0,891xx,NV,< 1 year,0.0,82.49,1
10000.0,,home_improvement,,336xx,FL,5 years,0.0,15.58,1
7500.0,,debt_consolidation,,601xx,IL,< 1 year,0.0,-1.0,1
21000.0,,Debt consolidation,620.0,958xx,CA,< 1 year,0.0,37.65,1
10000.0,,debt_consolidation,,225xx,VA,< 1 year,0.0,15.04,1
2500.0,,Other,,217xx,MD,< 1 year,0.0,100.0,1
10000.0,,home_improvement,,325xx,FL,< 1 year,0.0,10.02,1
4000.0,,debt_consolidation,,945xx,CA,< 1 year,0.0,31.03,1
7000.0,,debt_consolidation,,334xx,FL,5 years,0.0,36.01,1
40000.0,,debt_consolidation,,774xx,TX,< 1 year,0.0,-1.0,1
5000.0,,other,,917xx,CA,5 years,0.0,0.0,1
10000.0,,debt_consolidation,,900xx,CA,< 1 year,0.0,200.0,1
1500.0,,Medical expenses,612.0,857xx,AZ,< 1 year,0.0,8.26,1
17000.0,,credit_card,,853xx,AZ,5 years,0.0,27.03,1
40000.0,,Debt consolidation,728.0,020xx,MA,< 1 year,0.0,18.87,1
40000.0,,Debt consolidation,524.0,179xx,PA,< 1 year,0.0,39.73,1
10000.0,,debt_consolidation,,334xx,FL,< 1 year,0.0,4.89,1
6000.0,,small_business,,960xx,CA,< 1 year,0.0,13.29,1
10000.0,,Car financing,,958xx,CA,< 1 year,0.0,100.0,1
24000.0,,other,,750xx,TX,5 years,0.0,12.61,1
3000.0,,Other,501.0,571xx,SD,< 1 year,0.0,31.31,1
4000.0,,major_purchase,,328xx,FL,5 years,0.0,16.48,1
1500.0,,other,,925xx,CA,5 years,0.0,20.01,1
1000.0,,Debt consolidation,583.0,924xx,CA,< 1 year,0.0,2.7,1
10400.0,,Debt consolidation,791.0,925xx,CA,< 1 year,0.0,29.72,1
40000.0,,Business,547.0,469xx,IN,< 1 year,0.0,1.49,1
5000.0,,Credit card refinancing,603.0,604xx,IL,< 1 year,0.0,4.72,1
15000.0,,debt_consolidation,,765xx,TX,5 years,0.0,5.26,1
5500.0,,debt_consolidation,,852xx,AZ,< 1 year,0.0,25.97,1
1000.0,,Moving and relocation,506.0,284xx,NC,< 1 year,0.0,0.0,1
10000.0,,debt_consolidation,,773xx,TX,< 1 year,0.0,36.3,1
14700.0,,Car financing,645.0,926xx,CA,< 1 year,0.0,100.0,1
25000.0,,Debt consolidation,681.0,953xx,CA,< 1 year,0.0,18.44,1
10000.0,,debt_consolidation,,112xx,NY,< 1 year,0.0,44.24,1
10000.0,,Other,620.0,482xx,MI,< 1 year,0.0,64.72,1
3000.0,,Other,519.0,302xx,GA,< 1 year,0.0,17.97,1
25000.0,,home_improvement,,328xx,FL,5 years,0.0,0.72,1
10000.0,,other,,945xx,CA,< 1 year,0.0,-1.0,1
6000.0,,debt_consolidation,,959xx,CA,< 1 year,0.0,2.89,1
7000.0,,Debt consolidation,717.0,352xx,AL,< 1 year,0.0,32.44,1
5000.0,,Home improvement,565.0,851xx,AZ,< 1 year,0.0,32.39,1
20000.0,,credit_card,,330xx,FL,5 years,0.0,35.64,1
2000.0,,home_improvement,,240xx,VA,< 1 year,0.0,17.6,1
10000.0,,debt_consolidation,,177xx,PA,< 1 year,0.0,12.81,1
10000.0,,debt_consolidation,,276xx,NC,< 1 year,0.0,0.0,1
10000.0,,Major purchase,620.0,481xx,MI,< 1 year,0.0,50.74,1
9000.0,,Car financing,670.0,081xx,NJ,< 1 year,0.0,4.0,1
20000.0,,debt_consolidation,,067xx,CT,< 1 year,0.0,27.46,1
10000.0,,debt_consolidation,,925xx,CA,< 1 year,0.0,28.26,1
4000.0,,Other,674.0,347xx,FL,< 1 year,0.0,27.14,1
15000.0,,debt_consolidation,,226xx,VA,< 1 year,0.0,8.15,1
2000.0,,Other,595.0,212xx,MD,< 1 year,0.0,8.73,1
5000.0,,car,,945xx,CA,< 1 year,0.0,9.7,1
10000.0,,debt_consolidation,,308xx,GA,< 1 year,0.0,21.22,1
1000.0,,moving,,752xx,TX,5 years,0.0,10.29,1
3000.0,,other,,342xx,FL,< 1 year,0.0,5.4,1
10000.0,,debt_consolidation,,928xx,CA,< 1 year,0.0,28.74,1
5000.0,,debt_consolidation,,074xx,NJ,5 years,0.0,38.09,1
10000.0,,Debt consolidation,667.0,031xx,NH,< 1 year,0.0,28.61,1
30000.0,,Debt consolidation,592.0,286xx,NC,< 1 year,0.0,200.0,1
20000.0,,Other,667.0,783xx,TX,< 1 year,0.0,55.38,1
25000.0,,car,,293xx,SC,5 years,0.0,10.32,1
10000.0,,other,,606xx,IL,< 1 year,0.0,12.48,1
15000.0,,Debt consolidation,663.0,786xx,TX,< 1 year,0.0,76.62,1
15000.0,,debt_consolidation,,705xx,LA,5 years,0.0,60.73,1
12000.0,,Debt consolidation,592.0,973xx,OR,< 1 year,0.0,15.55,1
16000.0,,Debt consolidation,639.0,282xx,NC,< 1 year,0.0,81.08,1
1000.0,,Vacation,611.0,490xx,MI,< 1 year,0.0,200.0,1
7500.0,,Credit card refinancing,663.0,488xx,MI,< 1 year,0.0,20.7,1
7500.0,,Credit card refinancing,688.0,088xx,NJ,< 1 year,0.0,15.84,1
5000.0,,Debt consolidation,630.0,330xx,FL,< 1 year,0.0,37.2,1
35000.0,,debt_consolidation,,974xx,OR,5 years,0.0,86.67,1
6000.0,,Credit card refinancing,626.0,770xx,TX,< 1 year,0.0,8.74,1
20000.0,,Debt consolidation,642.0,191xx,PA,< 1 year,0.0,3.97,1
3025.0,,Debt consolidation,603.0,303xx,GA,< 1 year,0.0,38.32,1
1000.0,,other,,545xx,WI,,0.0,28.08,1
3000.0,,Debt consolidation,662.0,234xx,VA,< 1 year,0.0,24.77,1
5000.0,,other,,601xx,IL,5 years,0.0,28.16,1
10000.0,,Credit card refinancing,658.0,070xx,NJ,< 1 year,0.0,44.22,1
10000.0,,debt_consolidation,,017xx,MA,< 1 year,0.0,25.14,1
16500.0,,Medical expenses,505.0,158xx,PA,< 1 year,0.0,22.91,1
10000.0,,debt_consolidation,,282xx,NC,< 1 year,0.0,0.57,1
12000.0,,Business,604.0,782xx,TX,< 1 year,0.0,9.87,1
3350.0,,Medical expenses,611.0,657xx,MO,< 1 year,0.0,3.13,1
5000.0,,debt_consolidation,,396xx,MS,< 1 year,0.0,14.32,1
20000.0,,debt_consolidation,,170xx,PA,< 1 year,0.0,-1.0,1
12000.0,,Debt consolidation,,945xx,CA,4 years,0.0,11.76,1
15000.0,,Car financing,636.0,271xx,NC,< 1 year,0.0,1.95,1
25000.0,,debt_consolidation,,553xx,MN,< 1 year,0.0,2.02,1
2000.0,,medical,,381xx,TN,5 years,0.0,4.33,1
3000.0,,debt_consolidation,,720xx,AR,5 years,0.0,17.84,1
20000.0,,debt_consolidation,,461xx,IN,< 1 year,0.0,-1.0,1
3000.0,,Credit card refinancing,630.0,620xx,IL,< 1 year,0.0,200.0,1
1000.0,,Other,570.0,495xx,MI,< 1 year,0.0,100.0,1
25000.0,,credit_card,,921xx,CA,5 years,0.0,19.63,1
5000.0,,major_purchase,,172xx,PA,5 years,0.0,6.8,1
25000.0,,home_improvement,,800xx,CO,5 years,0.0,7.9,1
1400.0,,other,,209xx,MD,5 years,0.0,0.0,1
30000.0,,Credit card refinancing,729.0,286xx,NC,< 1 year,0.0,31.92,1
35000.0,,debt_consolidation,,925xx,CA,< 1 year,0.0,8.44,1
10000.0,,small_business,,146xx,NY,5 years,0.0,-1.0,1
10000.0,,Other,543.0,461xx,IN,< 1 year,0.0,0.0,1
10000.0,,Credit card refinancing,629.0,238xx,VA,< 1 year,0.0,22.19,1
75000.0,,Business Loan,,631xx,MO,< 1 year,0.0,-1.0,1
10000.0,,debt_consolidation,,604xx,IL,< 1 year,0.0,12.45,1
20000.0,,Credit card refinancing,603.0,460xx,IN,< 1 year,0.0,38.05,1
6000.0,,major_purchase,,113xx,NY,,0.0,2.95,1
5500.0,,Credit card refinancing,630.0,076xx,NJ,< 1 year,0.0,30.16,1
2000.0,,credit_card,,857xx,AZ,5 years,0.0,15.92,1
6000.0,,credit_card,,770xx,TX,5 years,0.0,-1.0,1
1000.0,,Other,521.0,751xx,TX,< 1 year,0.0,0.0,1
2000.0,,other,,554xx,MN,< 1 year,0.0,12.12,1
1000.0,,other,,775xx,TX,< 1 year,0.0,10.1,1
23775.0,,Car financing,581.0,871xx,NM,< 1 year,0.0,100.0,1
25000.0,,debt_consolidation,,980xx,WA,< 1 year,0.0,46.71,1
23000.0,,car,,760xx,TX,4 years,0.0,-1.0,1
20000.0,,Debt consolidation,686.0,900xx,CA,< 1 year,0.0,17.55,1
10000.0,,vacation,,563xx,MN,,0.0,29.01,1
5000.0,,Credit card refinancing,699.0,662xx,KS,< 1 year,0.0,30.62,1
25000.0,,debt_consolidation,,481xx,MI,< 1 year,0.0,-1.0,1
22000.0,,Debt consolidation,660.0,550xx,MN,< 1 year,0.0,24.63,1
20000.0,,Credit card refinancing,604.0,986xx,WA,< 1 year,0.0,37.44,1
3500.0,,Car financing,560.0,236xx,VA,< 1 year,0.0,16.45,1
10000.0,,Debt consolidation,602.0,370xx,TN,< 1 year,0.0,19.33,1
40000.0,,small_business,,342xx,FL,,0.0,40.14,1
20000.0,,Credit card refinancing,560.0,804xx,CO,< 1 year,0.0,3.07,1
1100.0,,major_purchase,,601xx,IL,,0.0,53.24,1
5000.0,,Debt consolidation,595.0,100xx,NY,< 1 year,0.0,7.79,1
3500.0,,Debt consolidation,575.0,609xx,IL,< 1 year,0.0,200.0,1
5500.0,,Debt consolidation,562.0,535xx,WI,< 1 year,0.0,38.07,1
5000.0,,debt_consolidation,,158xx,PA,< 1 year,0.0,-1.0,1
1000.0,,Moving and relocation,687.0,765xx,TX,< 1 year,0.0,27.97,1
30000.0,,Green loan,,606xx,IL,< 1 year,0.0,100.0,1
5000.0,,moving,644.0,200xx,DC,5 years,0.0,6.06,1
5000.0,,Debt consolidation,610.0,229xx,VA,< 1 year,0.0,14.86,1
5000.0,,Debt consolidation,706.0,769xx,TX,< 1 year,0.0,38.75,1
2500.0,,home_improvement,,770xx,TX,,0.0,37.79,1
5000.0,,Business,648.0,104xx,NY,< 1 year,0.0,2.12,1
12000.0,,Other,670.0,606xx,IL,< 1 year,0.0,17.43,1
1500.0,,Business,502.0,760xx,TX,< 1 year,0.0,68.64,1
15000.0,,Debt consolidation,665.0,333xx,FL,< 1 year,0.0,43.91,1
2000.0,,small_business,,331xx,FL,< 1 year,0.0,11.37,1
2500.0,,Debt consolidation,687.0,936xx,CA,< 1 year,0.0,142.34,1
2000.0,,other,,922xx,CA,5 years,0.0,27.28,1
20000.0,,Car financing,,925xx,CA,< 1 year,0.0,100.0,1
5000.0,,Debt consolidation,643.0,209xx,MD,10+ years,0.0,22.08,1
40000.0,,Major purchase,,945xx,CA,< 1 year,0.0,100.0,1
3000.0,,debt_consolidation,,481xx,MI,5 years,0.0,10.16,1
5000.0,,debt_consolidation,,108xx,NY,5 years,0.0,25.31,1
10000.0,,Debt consolidation,656.0,836xx,ID,< 1 year,0.0,16.92,1
6000.0,,debt_consolidation,,104xx,NY,5 years,0.0,7.7,1
1000.0,,debt_consolidation,,900xx,CA,5 years,0.0,40.07,1
1000.0,,debt_consolidation,,027xx,MA,< 1 year,0.0,8.98,1
5000.0,,debt_consolidation,,820xx,WY,< 1 year,0.0,12.79,1
2000.0,,Other,747.0,656xx,MO,,0.0,0.21,1
10000.0,,Debt consolidation,703.0,450xx,OH,< 1 year,0.0,11.82,1
1000.0,,other,,713xx,LA,< 1 year,0.0,0.0,1
9000.0,,Medical expenses,560.0,224xx,VA,< 1 year,0.0,44.8,1
7000.0,,Moving and relocation,660.0,063xx,CT,< 1 year,0.0,2.11,1
4000.0,,Debt consolidation,600.0,895xx,NV,< 1 year,0.0,21.65,1
1500.0,,Debt consolidation,535.0,452xx,OH,< 1 year,0.0,53.23,1
15000.0,,debt_consolidation,,600xx,IL,< 1 year,0.0,2.16,1
20000.0,,debt_consolidation,,631xx,MO,< 1 year,0.0,31.65,1
12000.0,,Debt consolidation,625.0,388xx,MS,< 1 year,0.0,30.15,1
20000.0,,Medical expenses,658.0,374xx,TN,< 1 year,0.0,9.64,1
20000.0,,credit_card,,030xx,NH,5 years,0.0,52.2,1
1000.0,,vacation,,461xx,IN,5 years,0.0,19.34,1
9000.0,,debt_consolidation,,796xx,TX,< 1 year,0.0,10.76,1
5000.0,,other,,217xx,MD,5 years,0.0,33.78,1
1000.0,,Other,590.0,705xx,LA,< 1 year,0.0,33.0,1
20000.0,,Debt consolidation,714.0,951xx,CA,< 1 year,0.0,49.5,1
35000.0,,Debt consolidation,,494xx,MI,< 1 year,0.0,100.0,1
10000.0,,Other,573.0,914xx,CA,< 1 year,0.0,2.38,1
35000.0,,home_improvement,,290xx,SC,< 1 year,0.0,6.68,1
15000.0,,Debt consolidation,670.0,705xx,LA,1 year,0.0,34.05,1
20000.0,,debt_consolidation,,039xx,ME,4 years,0.0,40.22,1
10000.0,,Home improvement,677.0,770xx,TX,< 1 year,0.0,18.0,1
10000.0,,debt_consolidation,,197xx,DE,< 1 year,0.0,11.64,1
10000.0,,vacation,,770xx,TX,5 years,0.0,46.81,1
3000.0,,debt_consolidation,,322xx,FL,< 1 year,0.0,0.0,1
10000.0,,other,,670xx,KS,5 years,0.0,0.0,1
12000.0,,home_improvement,,166xx,PA,5 years,0.0,19.52,1
13000.0,,Debt consolidation,631.0,672xx,KS,< 1 year,0.0,69.31,1
6000.0,,debt_consolidation,,486xx,MI,< 1 year,0.0,9.76,1
17200.0,,Car financing,745.0,760xx,TX,< 1 year,0.0,100.0,1
40000.0,,Credit card refinancing,619.0,318xx,GA,< 1 year,0.0,36.85,1
10000.0,,Other,,067xx,CT,,0.0,12.53,1
3000.0,,Home improvement,608.0,285xx,NC,< 1 year,0.0,9.31,1
16575.0,,credit_card,,397xx,MS,5 years,0.0,40.17,1
1000.0,,other,,224xx,VA,< 1 year,0.0,19.09,1
10000.0,,debt_consolidation,,489xx,MI,< 1 year,0.0,9.53,1
35000.0,,credit_card,,151xx,PA,5 years,0.0,31.9,1
1200.0,,major_purchase,,970xx,OR,5 years,0.0,0.0,1
3000.0,,other,,016xx,MA,5 years,0.0,12.7,1
22000.0,,major_purchase,,302xx,GA,< 1 year,0.0,12.36,1
3000.0,,Debt consolidation,520.0,891xx,NV,< 1 year,0.0,28.09,1
1000.0,,other,,386xx,MS,5 years,0.0,28.74,1
10000.0,,home_improvement,,539xx,WI,5 years,0.0,5.63,1
25000.0,,debt_consolidation,,729xx,AR,< 1 year,0.0,13.55,1
10000.0,,debt_consolidation,,271xx,NC,< 1 year,0.0,66.28,1
7500.0,,Other,673.0,787xx,TX,< 1 year,0.0,17.52,1
2000.0,,debt_consolidation,,953xx,CA,< 1 year,0.0,32.25,1
