loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,deferral_term,disbursement_method,bad_loan,fico_score,had_hardship,debt_settlement,had_delinquency
2000.0,2000.0,2000.0,36.0,14.46,68.81,C,C4,10.0,MORTGAGE,60000.0,Source Verified,2016-03-01,Fully Paid,n,vacation,NC,22.72,0.0,2004-12-01,660.0,664.0,0.0,,100.0,12.0,1.0,5230.0,18.5,17.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,1363.0,37098.0,0.0,5.0,0.0,0.0,30.0,31868.0,58.0,3.0,4.0,1998.0,45.0,28200.0,0.0,0.0,1.0,4.0,3092.0,749.0,84.1,0.0,0.0,134.0,88.0,8.0,8.0,0.0,8.0,,8.0,,0.0,3.0,4.0,4.0,4.0,9.0,7.0,8.0,4.0,12.0,0.0,0.0,0.0,3.0,100.0,50.0,1,0.0,83200.0,37098.0,4700.0,55000.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,0
18000.0,18000.0,18000.0,60.0,6.0,334.47,D,D4,1.0,RENT,52000.0,Verified,2016-03-01,Fully Paid,n,debt_consolidation,ID,30.93,0.0,2013-01-01,690.0,694.0,0.0,,,14.0,0.0,9769.0,53.1,16.0,w,2016-12-01,0.0,,1.0,Individual,,,,0.0,0.0,68092.0,1.0,8.0,1.0,5.0,5.0,58323.0,85.0,2.0,6.0,3294.0,78.0,18400.0,0.0,1.0,3.0,11.0,4864.0,3245.0,72.7,0.0,0.0,29.0,37.0,12.0,5.0,0.0,15.0,,0.0,,0.0,3.0,4.0,4.0,4.0,9.0,6.0,7.0,4.0,14.0,0.0,0.0,0.0,3.0,100.0,25.0,0,0.0,87119.0,68092.0,11900.0,68719.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
4775.0,4775.0,4775.0,36.0,23.13,185.17,F,F1,1.0,RENT,34000.0,Source Verified,2016-03-01,Charged Off,n,house,NY,6.25,3.0,2009-12-01,660.0,664.0,2.0,16.0,,5.0,0.0,1976.0,32.5,6.0,f,2017-11-01,0.0,,1.0,Individual,,,,0.0,3257.0,4780.0,0.0,1.0,0.0,1.0,16.0,2804.0,102.0,0.0,0.0,1424.0,75.0,3200.0,0.0,0.0,2.0,1.0,956.0,1005.0,33.6,0.0,0.0,16.0,74.0,28.0,16.0,0.0,28.0,22.0,6.0,16.0,0.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,60.0,33.3,0,0.0,5950.0,4780.0,2900.0,2750.0,,,,,,,,,,,,,,,Cash,1,662.0,0,0,1
15000.0,15000.0,15000.0,36.0,9.75,482.25,B,B3,10.0,MORTGAGE,56000.0,Source Verified,2016-03-01,Fully Paid,n,credit_card,NH,18.35,0.0,1998-03-01,690.0,694.0,0.0,,,12.0,0.0,15223.0,82.3,25.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,157302.0,1.0,1.0,0.0,0.0,50.0,7932.0,43.0,1.0,4.0,4786.0,62.0,18500.0,0.0,2.0,0.0,4.0,14300.0,450.0,95.6,0.0,0.0,125.0,215.0,5.0,5.0,5.0,5.0,,16.0,,0.0,4.0,8.0,5.0,8.0,4.0,9.0,16.0,8.0,12.0,0.0,0.0,0.0,1.0,100.0,100.0,0,0.0,197624.0,23155.0,10200.0,18605.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
35000.0,35000.0,35000.0,60.0,16.29,856.54,D,D1,10.0,RENT,110000.0,Verified,2016-03-01,Charged Off,n,debt_consolidation,HI,10.19,0.0,2001-06-01,680.0,684.0,1.0,,,6.0,0.0,40855.0,85.8,11.0,w,2018-11-01,0.0,,1.0,Individual,,,,0.0,0.0,40855.0,0.0,0.0,0.0,0.0,86.0,0.0,,0.0,0.0,14076.0,86.0,47600.0,0.0,1.0,1.0,0.0,6809.0,5536.0,85.8,0.0,0.0,137.0,176.0,39.0,39.0,0.0,39.0,,2.0,,0.0,4.0,5.0,5.0,6.0,4.0,6.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,0,0.0,47600.0,40855.0,38900.0,0.0,,,,,,,,,,,,,,,Cash,1,682.0,0,0,0
17000.0,17000.0,17000.0,36.0,8.39,535.79,B,B1,2.0,RENT,62000.0,Source Verified,2016-03-01,Fully Paid,n,credit_card,MI,29.48,0.0,1978-09-01,660.0,664.0,1.0,47.0,,10.0,0.0,15590.0,71.8,29.0,w,2018-11-01,0.0,47.0,1.0,Individual,,,,0.0,2405.0,58865.0,1.0,2.0,0.0,1.0,13.0,43275.0,90.0,2.0,4.0,6411.0,84.0,21700.0,2.0,1.0,1.0,5.0,6541.0,3098.0,83.3,0.0,0.0,128.0,449.0,6.0,6.0,3.0,6.0,47.0,3.0,47.0,8.0,4.0,6.0,4.0,8.0,8.0,8.0,18.0,6.0,10.0,0.0,0.0,0.0,2.0,65.5,75.0,0,0.0,70000.0,58865.0,18600.0,48300.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,1
15000.0,15000.0,15000.0,60.0,14.46,352.62,C,C4,1.0,RENT,44700.0,Source Verified,2016-03-01,Fully Paid,n,car,VA,25.58,0.0,2004-06-01,735.0,739.0,0.0,,,4.0,0.0,893.0,19.4,28.0,w,2017-03-01,0.0,,1.0,Individual,,,,0.0,0.0,27684.0,0.0,2.0,0.0,3.0,15.0,26791.0,69.0,0.0,0.0,0.0,63.0,4600.0,2.0,3.0,5.0,3.0,6921.0,,,0.0,0.0,140.0,135.0,33.0,15.0,0.0,,,0.0,,0.0,0.0,1.0,0.0,1.0,24.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0,,0,0.0,43694.0,27684.0,0.0,39094.0,,,,,,,,,,,,,,,Cash,0,737.0,0,0,0
25200.0,25200.0,25200.0,60.0,23.13,712.29,F,F1,9.0,RENT,54432.0,Verified,2016-03-01,Charged Off,n,credit_card,NJ,18.58,0.0,1998-10-01,690.0,694.0,1.0,,,6.0,0.0,38314.0,96.8,23.0,w,2018-01-01,0.0,,1.0,Individual,,,,0.0,0.0,97583.0,1.0,1.0,0.0,0.0,110.0,59269.0,,1.0,1.0,24478.0,97.0,39600.0,1.0,0.0,1.0,1.0,16264.0,1029.0,97.3,0.0,0.0,208.0,153.0,6.0,6.0,0.0,6.0,,0.0,,0.0,4.0,5.0,4.0,6.0,15.0,5.0,8.0,5.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0,0.0,105717.0,97583.0,38600.0,66117.0,,,,,,,,,,,,,,,Cash,1,692.0,0,0,0
20000.0,20000.0,20000.0,60.0,11.99,444.79,C,C1,4.0,MORTGAGE,140000.0,Not Verified,2016-03-01,Current,n,home_improvement,CT,9.13,0.0,2000-03-01,710.0,714.0,0.0,36.0,70.0,14.0,1.0,7037.0,14.5,22.0,w,2019-03-01,0.0,36.0,1.0,Individual,,,,0.0,0.0,227152.0,4.0,2.0,1.0,3.0,8.0,20462.0,71.0,6.0,9.0,2382.0,36.0,48600.0,4.0,0.0,5.0,12.0,16225.0,30140.0,17.7,0.0,0.0,89.0,100.0,1.0,1.0,3.0,4.0,,1.0,,2.0,6.0,7.0,9.0,11.0,6.0,11.0,13.0,7.0,14.0,0.0,0.0,0.0,7.0,90.5,0.0,0,0.0,264272.0,27499.0,36600.0,28672.0,,,,,,,,,,,,,,,Cash,0,712.0,0,0,1
24000.0,24000.0,24000.0,60.0,14.46,564.18,C,C4,8.0,MORTGAGE,107000.0,Not Verified,2016-03-01,Fully Paid,n,debt_consolidation,MD,19.4,1.0,1996-06-01,670.0,674.0,1.0,6.0,,16.0,0.0,31733.0,65.4,27.0,w,2018-09-01,0.0,,1.0,Individual,,,,0.0,0.0,374872.0,2.0,3.0,1.0,2.0,11.0,24140.0,57.0,3.0,5.0,9863.0,61.0,48500.0,1.0,2.0,4.0,8.0,24991.0,15643.0,64.2,0.0,0.0,144.0,236.0,3.0,3.0,2.0,3.0,,4.0,6.0,0.0,8.0,9.0,11.0,14.0,6.0,12.0,19.0,9.0,16.0,0.0,0.0,0.0,5.0,96.3,50.0,0,0.0,411496.0,55873.0,43700.0,42607.0,,,,,,,,,,,,,,,Cash,0,672.0,0,0,1
3000.0,3000.0,2625.0,36.0,18.25,108.84,D,D3,2.0,RENT,43800.0,Verified,2016-03-01,Charged Off,n,debt_consolidation,PA,16.9,0.0,2003-05-01,665.0,669.0,0.0,,,5.0,0.0,1910.0,53.1,11.0,f,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,15929.0,2.0,1.0,1.0,2.0,5.0,14019.0,94.0,2.0,5.0,1081.0,86.0,3600.0,1.0,0.0,1.0,7.0,3186.0,19.0,98.3,0.0,0.0,153.0,134.0,2.0,2.0,0.0,11.0,,11.0,,0.0,1.0,3.0,1.0,4.0,3.0,4.0,8.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,100.0,0,0.0,18600.0,15929.0,1100.0,15000.0,,,,,,,,,,,,,,,Cash,1,667.0,0,0,0
3750.0,3750.0,3750.0,36.0,12.99,126.34,C,C2,10.0,MORTGAGE,97100.0,Source Verified,2016-03-01,Current,n,debt_consolidation,PA,16.66,0.0,1978-01-01,660.0,664.0,1.0,44.0,,26.0,0.0,10881.0,35.3,65.0,w,2019-03-01,0.0,44.0,1.0,Individual,,,,0.0,1372.0,39732.0,3.0,3.0,1.0,2.0,7.0,28851.0,75.0,8.0,11.0,2678.0,57.0,30800.0,1.0,0.0,10.0,13.0,1589.0,10108.0,39.8,0.0,0.0,123.0,457.0,1.0,1.0,4.0,1.0,54.0,3.0,44.0,6.0,7.0,17.0,8.0,20.0,8.0,23.0,52.0,17.0,26.0,0.0,0.0,0.0,9.0,90.6,12.5,0,0.0,69511.0,39732.0,16800.0,38711.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,1
35000.0,35000.0,35000.0,60.0,11.99,778.38,C,C1,5.0,RENT,100000.0,Source Verified,2016-03-01,Fully Paid,n,home_improvement,NY,17.93,0.0,2002-08-01,715.0,719.0,0.0,46.0,,16.0,0.0,25531.0,27.5,41.0,w,2019-03-01,0.0,46.0,1.0,Individual,,,,0.0,816.0,250038.0,0.0,2.0,0.0,1.0,18.0,16304.0,43.0,1.0,7.0,17007.0,32.0,93000.0,0.0,0.0,1.0,8.0,15627.0,62969.0,28.8,0.0,0.0,151.0,162.0,11.0,11.0,5.0,11.0,,11.0,,0.0,4.0,4.0,11.0,26.0,6.0,13.0,29.0,4.0,16.0,0.0,0.0,0.0,1.0,97.6,9.1,0,0.0,345680.0,41835.0,88500.0,37680.0,,,,,,,,,,,,,,,Cash,0,717.0,0,0,1
7450.0,7450.0,7450.0,36.0,12.99,250.99,C,C2,7.0,RENT,68000.0,Source Verified,2016-02-01,Fully Paid,n,debt_consolidation,GA,14.07,0.0,2002-02-01,660.0,664.0,2.0,,74.0,11.0,2.0,8468.0,43.9,22.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,28659.0,3.0,2.0,1.0,1.0,4.0,20191.0,69.0,2.0,3.0,4069.0,59.0,19300.0,0.0,0.0,2.0,4.0,3582.0,7883.0,49.5,0.0,0.0,152.0,168.0,1.0,1.0,2.0,1.0,,1.0,,0.0,4.0,5.0,4.0,8.0,4.0,9.0,16.0,5.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,1,1.0,48604.0,28659.0,15600.0,29304.0,,,,,,,,,,,,,,,Cash,0,662.0,0,0,0
2500.0,2500.0,2500.0,36.0,11.99,83.03,C,C1,10.0,MORTGAGE,56000.0,Verified,2016-03-01,Fully Paid,n,credit_card,PA,39.61,0.0,1993-10-01,735.0,739.0,2.0,40.0,,18.0,0.0,26312.0,49.1,30.0,w,2019-02-01,0.0,47.0,1.0,Individual,,,,0.0,0.0,103393.0,4.0,5.0,2.0,4.0,4.0,77081.0,82.0,3.0,4.0,10105.0,64.0,53600.0,2.0,0.0,5.0,8.0,5744.0,19968.0,56.3,0.0,0.0,133.0,268.0,3.0,3.0,0.0,3.0,40.0,4.0,40.0,2.0,7.0,8.0,9.0,13.0,13.0,13.0,17.0,8.0,18.0,0.0,0.0,0.0,5.0,93.3,0.0,0,0.0,162683.0,103393.0,45700.0,109083.0,,,,,,,,,,,,,,,Cash,0,737.0,0,0,1
20000.0,20000.0,20000.0,60.0,11.99,444.79,C,C1,1.0,RENT,115000.0,Source Verified,2016-03-01,Current,n,debt_consolidation,IL,16.56,4.0,1994-04-01,675.0,679.0,1.0,6.0,,21.0,0.0,35458.0,51.5,32.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,467868.0,1.0,6.0,1.0,1.0,8.0,40772.0,56.0,1.0,1.0,8410.0,54.0,68900.0,1.0,2.0,4.0,3.0,23393.0,20652.0,40.0,0.0,0.0,174.0,262.0,10.0,4.0,4.0,55.0,9.0,0.0,9.0,0.0,2.0,7.0,4.0,6.0,8.0,11.0,17.0,7.0,21.0,0.0,0.0,0.0,3.0,78.1,25.0,0,0.0,578771.0,76331.0,34400.0,72689.0,,,,,,,,,,,,,,,Cash,0,677.0,0,0,1
24700.0,24700.0,24700.0,60.0,18.25,630.59,D,D3,10.0,OWN,65000.0,Source Verified,2016-02-01,Charged Off,n,home_improvement,CA,8.44,0.0,2003-06-01,700.0,704.0,0.0,,,8.0,0.0,6864.0,25.5,25.0,w,2017-10-01,0.0,,1.0,Individual,,,,0.0,0.0,14240.0,0.0,1.0,1.0,3.0,7.0,7376.0,89.0,1.0,4.0,6441.0,41.0,26900.0,2.0,0.0,2.0,7.0,1780.0,20036.0,25.5,0.0,0.0,118.0,152.0,8.0,7.0,6.0,8.0,,11.0,,0.0,3.0,3.0,7.0,11.0,7.0,7.0,12.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,28.6,0,0.0,35200.0,14240.0,26900.0,8300.0,,,,,,,,,,,,,,,Cash,1,702.0,0,0,0
10000.0,10000.0,10000.0,36.0,11.99,332.1,C,C1,10.0,RENT,40000.0,Not Verified,2016-03-01,Fully Paid,n,debt_consolidation,MA,33.27,0.0,1995-11-01,685.0,689.0,2.0,35.0,87.0,29.0,1.0,14418.0,18.5,56.0,w,2018-10-01,0.0,,1.0,Individual,,,,0.0,0.0,38253.0,3.0,2.0,0.0,3.0,13.0,23835.0,78.0,7.0,14.0,3604.0,35.0,78000.0,7.0,6.0,7.0,17.0,1417.0,46303.0,19.5,0.0,0.0,163.0,165.0,2.0,2.0,0.0,7.0,,0.0,35.0,0.0,9.0,16.0,10.0,14.0,15.0,27.0,40.0,16.0,29.0,0.0,0.0,0.0,7.0,92.9,20.0,1,0.0,108734.0,38253.0,57500.0,30734.0,,,,,,,,,,,,,,,Cash,0,687.0,0,0,1
7175.0,7175.0,6950.0,36.0,21.97,273.91,E,E4,10.0,MORTGAGE,70000.0,Verified,2016-03-01,Fully Paid,n,home_improvement,TX,10.9,0.0,1993-05-01,690.0,694.0,3.0,,,9.0,0.0,2743.0,66.9,10.0,f,2019-01-01,0.0,,1.0,Individual,,,,0.0,38.0,174510.0,6.0,2.0,1.0,2.0,4.0,13077.0,77.0,4.0,4.0,600.0,75.0,4100.0,6.0,1.0,9.0,7.0,19390.0,905.0,56.9,0.0,0.0,23.0,273.0,2.0,2.0,1.0,2.0,,2.0,,0.0,3.0,6.0,3.0,3.0,2.0,6.0,7.0,6.0,9.0,0.0,0.0,0.0,6.0,100.0,0.0,0,0.0,180225.0,15820.0,2100.0,17060.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
17000.0,17000.0,17000.0,60.0,8.39,347.89,B,B1,10.0,OWN,120000.0,Not Verified,2016-02-01,Fully Paid,n,credit_card,TX,19.19,0.0,1999-12-01,685.0,689.0,0.0,,,24.0,0.0,34743.0,60.7,48.0,w,2017-03-01,0.0,,1.0,Individual,,,,0.0,0.0,95010.0,0.0,12.0,1.0,2.0,9.0,60267.0,85.0,1.0,3.0,16962.0,74.0,57200.0,0.0,2.0,0.0,5.0,3959.0,4857.0,87.7,0.0,0.0,121.0,194.0,10.0,9.0,1.0,10.0,,16.0,,1.0,7.0,7.0,8.0,14.0,24.0,12.0,23.0,7.0,24.0,0.0,0.0,0.0,2.0,97.9,62.5,0,0.0,128311.0,95010.0,39600.0,71111.0,,,,,,,,,,,,,,,Cash,0,687.0,0,0,0
5200.0,5200.0,5200.0,36.0,8.39,163.89,B,B1,3.0,MORTGAGE,41000.0,Source Verified,2016-02-01,Fully Paid,n,debt_consolidation,OH,12.77,0.0,2005-01-01,690.0,694.0,1.0,,,12.0,0.0,12564.0,40.7,19.0,w,2018-05-01,0.0,,1.0,Individual,,,,0.0,0.0,17132.0,2.0,2.0,0.0,0.0,27.0,4568.0,52.0,2.0,3.0,5448.0,43.0,30900.0,0.0,0.0,1.0,3.0,1557.0,6171.0,62.4,0.0,0.0,121.0,133.0,0.0,0.0,0.0,4.0,,0.0,,0.0,3.0,7.0,5.0,5.0,8.0,10.0,11.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,40.0,0,0.0,39650.0,17132.0,16400.0,8750.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,0
8000.0,8000.0,8000.0,36.0,9.16,255.0,B,B2,3.0,MORTGAGE,170000.0,Source Verified,2016-02-01,Fully Paid,n,credit_card,PA,28.29,1.0,2005-02-01,690.0,694.0,0.0,13.0,,22.0,0.0,34340.0,74.8,31.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,162684.0,0.0,11.0,0.0,2.0,19.0,124919.0,78.0,1.0,1.0,9205.0,77.0,45900.0,0.0,3.0,1.0,3.0,7395.0,6388.0,77.7,0.0,0.0,99.0,132.0,11.0,11.0,0.0,11.0,,11.0,13.0,0.0,6.0,10.0,6.0,9.0,13.0,10.0,17.0,10.0,22.0,0.0,0.0,0.0,1.0,96.8,66.7,0,0.0,212588.0,162684.0,28700.0,160819.0,,,,,,,,,,,,,,,Cash,0,692.0,0,0,1
5000.0,5000.0,5000.0,36.0,11.99,166.05,C,C1,,MORTGAGE,60000.0,Verified,2016-03-01,Fully Paid,n,debt_consolidation,CO,33.38,0.0,2002-10-01,695.0,699.0,0.0,,,16.0,0.0,23901.0,90.5,16.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,41971.0,0.0,2.0,0.0,1.0,23.0,18070.0,58.0,0.0,3.0,6045.0,73.0,26400.0,0.0,0.0,1.0,4.0,2623.0,1014.0,95.5,0.0,0.0,32.0,160.0,15.0,15.0,0.0,15.0,,11.0,,0.0,11.0,14.0,11.0,11.0,2.0,14.0,14.0,14.0,16.0,0.0,0.0,0.0,0.0,100.0,100.0,0,0.0,57798.0,41971.0,22500.0,31398.0,,,,,,,,,,,,,,,Cash,0,697.0,0,0,0
15000.0,15000.0,15000.0,36.0,9.75,482.25,B,B3,3.0,RENT,60000.0,Source Verified,2016-02-01,Fully Paid,n,debt_consolidation,MD,19.74,0.0,2007-02-01,715.0,719.0,0.0,,,6.0,0.0,12198.0,58.6,9.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,24445.0,0.0,2.0,0.0,1.0,17.0,12247.0,53.0,0.0,1.0,4398.0,56.0,20800.0,0.0,1.0,0.0,2.0,4074.0,2396.0,82.6,0.0,0.0,80.0,108.0,18.0,17.0,0.0,18.0,,,,0.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,66.7,0,0.0,43720.0,24445.0,13800.0,22920.0,,,,,,,,,,,,,,,Cash,0,717.0,0,0,0
14000.0,14000.0,14000.0,36.0,11.47,461.47,B,B5,3.0,RENT,72000.0,Verified,2016-02-01,Fully Paid,n,debt_consolidation,TX,12.82,0.0,2002-04-01,670.0,674.0,0.0,,65.0,12.0,2.0,11164.0,58.5,16.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,32065.0,1.0,1.0,0.0,1.0,15.0,20901.0,83.0,1.0,1.0,4069.0,72.0,19100.0,1.0,0.0,0.0,2.0,3207.0,2610.0,78.6,0.0,0.0,115.0,166.0,3.0,3.0,0.0,3.0,,15.0,,0.0,5.0,7.0,6.0,6.0,4.0,11.0,12.0,7.0,12.0,0.0,0.0,0.0,1.0,100.0,60.0,0,2.0,44291.0,32065.0,12200.0,25191.0,,,,,,,,,,,,,,,Cash,0,672.0,0,0,0
9475.0,9475.0,9475.0,36.0,13.67,322.32,C,C3,1.0,RENT,20600.0,Source Verified,2016-02-01,Charged Off,n,debt_consolidation,NM,24.42,0.0,2006-06-01,715.0,719.0,1.0,,,7.0,0.0,8191.0,47.3,7.0,w,2018-10-01,0.0,,1.0,Individual,,,,0.0,0.0,14812.0,1.0,1.0,0.0,1.0,23.0,6621.0,71.0,2.0,2.0,1866.0,56.0,17300.0,0.0,0.0,2.0,3.0,2469.0,6098.0,40.8,0.0,0.0,23.0,116.0,3.0,3.0,0.0,9.0,,3.0,,0.0,3.0,5.0,4.0,4.0,1.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0,0.0,26569.0,14812.0,10300.0,9269.0,,,,,,,,,,,,,,,Cash,1,717.0,0,0,0
15000.0,15000.0,15000.0,36.0,5.32,451.73,A,A1,9.0,MORTGAGE,115000.0,Not Verified,2016-02-01,Fully Paid,n,credit_card,CA,12.16,0.0,2002-09-01,740.0,744.0,1.0,,,9.0,0.0,19728.0,45.8,19.0,w,2018-10-01,0.0,,1.0,Individual,,,,0.0,0.0,521291.0,4.0,2.0,0.0,1.0,21.0,16783.0,49.0,3.0,3.0,15336.0,47.0,43100.0,0.0,0.0,2.0,5.0,57921.0,19164.0,44.5,0.0,0.0,161.0,133.0,2.0,2.0,7.0,3.0,,2.0,,0.0,1.0,3.0,4.0,6.0,3.0,6.0,9.0,3.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0,0.0,563983.0,36511.0,34500.0,34083.0,,,,,,,,,,,,,,,Cash,0,742.0,0,0,0
24000.0,24000.0,24000.0,60.0,10.75,518.84,B,B4,9.0,MORTGAGE,60000.0,Not Verified,2016-02-01,Charged Off,n,debt_consolidation,CA,26.13,1.0,2000-07-01,715.0,719.0,0.0,11.0,,18.0,0.0,186.0,1.3,37.0,w,2018-07-01,0.0,,1.0,Individual,,,,0.0,0.0,285869.0,0.0,4.0,0.0,1.0,18.0,181371.0,68.0,1.0,2.0,79.0,52.0,14100.0,0.0,2.0,3.0,4.0,16816.0,8421.0,0.9,0.0,0.0,187.0,118.0,11.0,7.0,2.0,31.0,,9.0,11.0,0.0,1.0,2.0,7.0,14.0,15.0,11.0,19.0,2.0,18.0,0.0,0.0,0.0,2.0,97.1,0.0,0,0.0,276283.0,182238.0,8500.0,156414.0,,,,,,,,,,,,,,,Cash,1,717.0,0,0,1
4200.0,4200.0,4200.0,36.0,16.29,148.27,D,D1,9.0,RENT,65000.0,Verified,2016-03-01,Charged Off,n,credit_card,NY,24.32,1.0,2004-06-01,695.0,699.0,0.0,12.0,,10.0,0.0,2643.0,19.7,18.0,w,2018-01-01,0.0,,1.0,Individual,,,,0.0,0.0,35016.0,0.0,4.0,2.0,4.0,7.0,32373.0,73.0,1.0,2.0,963.0,60.0,13400.0,0.0,0.0,0.0,6.0,3502.0,3837.0,20.1,0.0,0.0,124.0,140.0,10.0,7.0,0.0,19.0,,19.0,,0.0,1.0,3.0,2.0,3.0,10.0,6.0,8.0,3.0,10.0,0.0,0.0,0.0,3.0,87.5,0.0,0,0.0,58066.0,35016.0,4800.0,44666.0,,,,,,,,,,,,,,,Cash,1,697.0,0,0,1
18000.0,18000.0,18000.0,36.0,10.75,587.17,B,B4,10.0,OWN,45900.0,Verified,2016-02-01,Fully Paid,n,debt_consolidation,VT,25.82,0.0,1999-01-01,680.0,684.0,0.0,,,15.0,0.0,23116.0,88.9,26.0,w,2019-02-01,0.0,,1.0,Individual,,,,0.0,0.0,26098.0,0.0,0.0,0.0,0.0,83.0,0.0,,0.0,1.0,5357.0,88.0,26000.0,0.0,0.0,0.0,1.0,1740.0,2641.0,89.4,0.0,0.0,205.0,192.0,18.0,18.0,0.0,18.0,,,,0.0,13.0,14.0,13.0,17.0,6.0,14.0,19.0,14.0,15.0,0.0,0.0,0.0,0.0,100.0,84.6,0,0.0,29841.0,26098.0,24800.0,0.0,,,,,,,,,,,,,,,Cash,0,682.0,0,0,0
6000.0,6000.0,6000.0,36.0,9.16,191.25,B,B2,,RENT,65000.0,Verified,2016-02-01,Late (31-120 days),n,debt_consolidation,FL,27.22,0.0,2008-03-01,685.0,689.0,0.0,,,14.0,0.0,15270.0,53.2,24.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,24211.0,3.0,2.0,0.0,1.0,15.0,8941.0,25.0,3.0,5.0,8341.0,38.0,28700.0,0.0,1.0,1.0,6.0,1729.0,4556.0,70.4,0.0,0.0,66.0,95.0,1.0,1.0,0.0,1.0,,12.0,,0.0,4.0,11.0,4.0,11.0,4.0,12.0,20.0,11.0,14.0,0.0,0.0,0.0,3.0,100.0,50.0,0,0.0,64380.0,24211.0,15400.0,35680.0,,,,,,,,,,,,,,,Cash,1,687.0,0,0,0
35000.0,35000.0,35000.0,36.0,7.89,1095.0,A,A5,10.0,OWN,85000.0,Source Verified,2016-02-01,Fully Paid,n,debt_consolidation,KY,19.37,0.0,1992-05-01,780.0,784.0,0.0,,,12.0,0.0,40249.0,41.1,20.0,w,2019-03-01,0.0,,1.0,Individual,,,,0.0,0.0,102581.0,0.0,3.0,0.0,0.0,74.0,62332.0,76.0,0.0,0.0,18979.0,53.0,109000.0,0.0,0.0,0.0,0.0,9326.0,53675.0,51.4,0.0,0.0,158.0,285.0,26.0,26.0,0.0,100.0,,,,0.0,3.0,5.0,4.0,8.0,6.0,9.0,14.0,5.0,12.0,0.0,0.0,0.0,0.0,100.0,25.0,0,0.0,188549.0,102581.0,93500.0,79549.0,,,,,,,,,,,,,,,Cash,0,782.0,0,0,0
