loan_amnt,term,int_rate,grade,annual_inc,dti,fico_score,open_acc,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,home_ownership,addr_state,emp_length,acc_now_delinq,mort_acc,had_hardship,purpose,bad_loan
10000.0, 60 months,17.27,D,30200.0,9.02,682.0,7.0,43.5,0.0,2.0,0.0,RENT,FL,10.0,0.0,3.0,0,debt_consolidation,0
21000.0, 60 months,14.85,C,98000.0,28.57,697.0,18.0,71.3,3.0,0.0,0.0,RENT,HI,10.0,0.0,1.0,0,debt_consolidation,0
10000.0, 60 months,12.88,C,120000.0,15.66,662.0,6.0,22.9,0.0,0.0,0.0,MORTGAGE,MO,10.0,0.0,5.0,0,debt_consolidation,0
25000.0, 36 months,13.44,C,79000.0,8.85,662.0,10.0,31.3,1.0,2.0,0.0,OWN,MI,,0.0,0.0,0,debt_consolidation,0
21000.0, 36 months,11.99,C,140000.0,22.95,692.0,15.0,75.7,1.0,0.0,0.0,MORTGAGE,CT,2.0,0.0,3.0,0,credit_card,0
23825.0, 36 months,17.97,D,117132.0,20.54,677.0,14.0,94.0,0.0,0.0,0.0,MORTGAGE,FL,,0.0,2.0,0,debt_consolidation,0
12000.0, 36 months,8.49,B,105000.0,20.16,672.0,7.0,52.9,0.0,0.0,1.0,MORTGAGE,CA,,0.0,4.0,0,home_improvement,0
13650.0, 36 months,14.85,C,60000.0,28.04,702.0,12.0,51.7,0.0,0.0,0.0,RENT,FL,10.0,0.0,0.0,0,debt_consolidation,0
2000.0, 36 months,13.44,C,42536.0,29.35,667.0,7.0,52.5,0.0,2.0,0.0,OWN,WA,1.0,0.0,0.0,0,medical,0
13300.0, 36 months,11.99,C,37000.0,15.8,692.0,7.0,61.6,0.0,0.0,0.0,OWN,IL,,0.0,0.0,0,debt_consolidation,0
15000.0, 36 months,11.99,C,42400.0,31.44,667.0,28.0,53.8,1.0,0.0,0.0,RENT,NY,8.0,0.0,0.0,0,debt_consolidation,0
12000.0, 60 months,13.99,C,38000.0,31.43,702.0,9.0,94.0,0.0,0.0,0.0,OWN,OH,10.0,0.0,1.0,0,credit_card,0
11000.0, 36 months,6.99,A,78000.0,21.64,777.0,22.0,18.5,0.0,0.0,0.0,MORTGAGE,TX,1.0,0.0,2.0,0,credit_card,0
21000.0, 60 months,19.48,E,133308.0,24.17,717.0,27.0,68.6,4.0,0.0,0.0,MORTGAGE,WA,10.0,0.0,5.0,0,credit_card,0
18000.0, 60 months,13.99,C,70000.0,24.29,722.0,25.0,30.0,0.0,0.0,0.0,RENT,NJ,4.0,0.0,0.0,0,debt_consolidation,0
10800.0, 36 months,10.78,B,100000.0,13.48,677.0,12.0,67.0,1.0,0.0,0.0,RENT,CA,3.0,0.0,2.0,0,debt_consolidation,0
3900.0, 36 months,21.48,E,50000.0,20.31,672.0,11.0,39.0,0.0,0.0,1.0,RENT,NY,2.0,0.0,0.0,0,home_improvement,0
10000.0, 36 months,14.85,C,56200.0,8.2,662.0,14.0,67.0,0.0,8.0,0.0,RENT,NY,2.0,0.0,0.0,0,debt_consolidation,0
16100.0, 60 months,17.27,D,35000.0,32.67,697.0,20.0,35.9,2.0,0.0,0.0,RENT,AZ,5.0,0.0,1.0,0,debt_consolidation,0
15000.0, 36 months,8.49,B,50000.0,21.24,702.0,10.0,52.0,1.0,0.0,0.0,RENT,NY,8.0,0.0,0.0,0,credit_card,0
20000.0, 36 months,13.99,C,70000.0,34.54,662.0,13.0,62.0,0.0,1.0,0.0,MORTGAGE,WI,10.0,0.0,5.0,0,debt_consolidation,0
24000.0, 60 months,13.44,C,80000.0,19.13,692.0,19.0,28.8,0.0,0.0,1.0,MORTGAGE,CA,7.0,0.0,0.0,0,home_improvement,1
28000.0, 60 months,12.88,C,140000.0,11.14,697.0,26.0,28.2,1.0,0.0,0.0,MORTGAGE,IL,1.0,0.0,3.0,0,debt_consolidation,0
15000.0, 36 months,17.97,D,50000.0,26.04,687.0,9.0,100.2,0.0,0.0,0.0,MORTGAGE,CA,1.0,0.0,0.0,0,debt_consolidation,1
35000.0, 60 months,13.44,C,121000.0,19.27,702.0,13.0,33.4,1.0,0.0,0.0,MORTGAGE,NJ,3.0,0.0,7.0,0,credit_card,0
3200.0, 36 months,14.85,C,87000.0,24.69,667.0,12.0,87.1,0.0,0.0,0.0,RENT,CO,5.0,0.0,0.0,0,vacation,0
12000.0, 36 months,14.85,C,32000.0,21.49,667.0,8.0,54.5,1.0,0.0,1.0,RENT,NY,2.0,0.0,0.0,0,debt_consolidation,0
12800.0, 36 months,11.99,C,42000.0,9.28,672.0,10.0,53.9,0.0,0.0,0.0,RENT,NY,1.0,0.0,0.0,0,debt_consolidation,0
9000.0, 36 months,9.17,B,55000.0,19.91,742.0,14.0,19.7,2.0,0.0,0.0,MORTGAGE,TN,10.0,0.0,2.0,0,debt_consolidation,0
25600.0, 60 months,9.17,B,84000.0,12.39,732.0,8.0,39.1,0.0,0.0,0.0,RENT,CA,1.0,0.0,0.0,0,debt_consolidation,0
9800.0, 36 months,5.32,A,68000.0,4.08,727.0,3.0,56.9,0.0,0.0,0.0,RENT,TX,10.0,0.0,1.0,0,credit_card,0
5600.0, 36 months,9.17,B,56000.0,19.95,662.0,22.0,29.0,0.0,0.0,0.0,MORTGAGE,MA,1.0,0.0,0.0,0,debt_consolidation,0
23700.0, 60 months,15.77,D,62000.0,33.64,692.0,28.0,45.4,3.0,0.0,1.0,RENT,IN,3.0,0.0,0.0,0,credit_card,1
32750.0, 60 months,20.5,E,78000.0,25.43,672.0,18.0,62.3,1.0,1.0,0.0,RENT,GA,4.0,0.0,3.0,0,debt_consolidation,0
5000.0, 36 months,7.49,A,45000.0,27.07,797.0,12.0,15.4,0.0,0.0,0.0,MORTGAGE,NV,7.0,0.0,3.0,0,debt_consolidation,0
18000.0, 36 months,6.49,A,95000.0,12.2,687.0,10.0,67.4,0.0,0.0,0.0,MORTGAGE,CA,5.0,0.0,1.0,0,debt_consolidation,0
15000.0, 60 months,13.44,C,129000.0,18.95,692.0,12.0,33.6,1.0,1.0,0.0,OWN,AL,1.0,0.0,4.0,0,debt_consolidation,0
27000.0, 36 months,18.99,E,60000.0,21.4,677.0,8.0,78.0,2.0,0.0,1.0,MORTGAGE,CA,2.0,0.0,0.0,0,debt_consolidation,1
11500.0, 36 months,11.99,C,40000.0,23.4,677.0,9.0,39.0,1.0,0.0,0.0,OWN,NY,8.0,0.0,0.0,0,debt_consolidation,0
20250.0, 36 months,9.8,B,75000.0,20.56,707.0,9.0,87.0,0.0,0.0,0.0,RENT,NC,1.0,0.0,1.0,0,debt_consolidation,0
8000.0, 36 months,10.78,B,35000.0,11.83,682.0,27.0,41.8,0.0,0.0,0.0,MORTGAGE,OH,3.0,0.0,3.0,0,debt_consolidation,0
35000.0, 60 months,18.49,D,150000.0,16.97,702.0,14.0,58.4,0.0,0.0,0.0,MORTGAGE,TX,10.0,0.0,3.0,0,debt_consolidation,0
10125.0, 36 months,13.44,C,90000.0,25.43,682.0,8.0,70.3,0.0,0.0,2.0,MORTGAGE,AL,10.0,0.0,3.0,0,debt_consolidation,0
35000.0, 60 months,9.8,B,100000.0,14.78,717.0,15.0,68.0,0.0,0.0,0.0,MORTGAGE,AR,10.0,0.0,4.0,0,credit_card,0
18000.0, 60 months,8.49,B,117208.0,10.17,722.0,10.0,40.5,0.0,0.0,0.0,MORTGAGE,CA,10.0,0.0,4.0,0,debt_consolidation,0
5575.0, 36 months,8.49,B,25000.0,27.89,672.0,4.0,74.9,0.0,0.0,0.0,OWN,TX,1.0,0.0,0.0,0,debt_consolidation,0
4800.0, 36 months,14.85,C,15000.0,6.0,797.0,3.0,16.2,0.0,0.0,0.0,RENT,CA,1.0,0.0,0.0,0,other,0
20000.0, 60 months,13.99,C,84240.0,33.92,682.0,18.0,77.3,1.0,1.0,0.0,MORTGAGE,TX,10.0,0.0,1.0,0,debt_consolidation,0
18000.0, 60 months,13.44,C,57000.0,18.4,662.0,14.0,56.0,1.0,1.0,0.0,RENT,TX,1.0,0.0,0.0,0,debt_consolidation,0
19575.0, 36 months,19.48,E,68000.0,34.95,662.0,26.0,83.0,2.0,0.0,0.0,RENT,TX,4.0,0.0,0.0,0,debt_consolidation,1
26000.0, 36 months,13.44,C,85000.0,28.14,707.0,26.0,32.7,2.0,0.0,0.0,MORTGAGE,MA,3.0,0.0,0.0,0,credit_card,1
11525.0, 36 months,14.85,C,40000.0,16.68,667.0,22.0,26.2,1.0,2.0,0.0,MORTGAGE,TX,1.0,0.0,0.0,0,other,0
20000.0, 60 months,13.44,C,48000.0,22.85,707.0,10.0,35.0,0.0,0.0,0.0,MORTGAGE,MI,5.0,0.0,1.0,0,debt_consolidation,0
1200.0, 36 months,9.8,B,35000.0,19.41,702.0,8.0,18.4,1.0,0.0,0.0,RENT,CA,4.0,0.0,3.0,0,major_purchase,0
35000.0, 60 months,20.5,E,103000.0,20.31,677.0,17.0,68.0,1.0,0.0,0.0,RENT,NY,10.0,0.0,0.0,0,debt_consolidation,0
4175.0, 36 months,24.24,F,20000.0,15.19,667.0,3.0,60.7,0.0,0.0,0.0,OWN,AL,,0.0,0.0,0,debt_consolidation,1
26975.0, 60 months,12.88,C,120000.0,27.16,667.0,20.0,72.0,2.0,0.0,0.0,MORTGAGE,NY,10.0,0.0,1.0,0,debt_consolidation,0
16000.0, 36 months,11.99,C,38000.0,18.95,727.0,13.0,30.8,1.0,0.0,1.0,RENT,RI,10.0,0.0,0.0,0,debt_consolidation,1
2750.0, 36 months,11.48,B,104000.0,24.65,672.0,17.0,73.4,0.0,2.0,0.0,MORTGAGE,NY,10.0,0.0,4.0,0,major_purchase,0
10000.0, 36 months,6.99,A,47000.0,19.08,702.0,8.0,18.0,1.0,0.0,1.0,MORTGAGE,VA,10.0,0.0,2.0,0,debt_consolidation,1
2400.0, 36 months,7.91,A,26000.0,25.92,727.0,19.0,29.8,0.0,0.0,0.0,RENT,MA,8.0,0.0,0.0,0,debt_consolidation,0
12000.0, 36 months,5.32,A,130000.0,14.76,772.0,10.0,45.2,0.0,0.0,0.0,MORTGAGE,MD,10.0,0.0,3.0,0,debt_consolidation,0
4800.0, 36 months,9.17,B,55000.0,19.79,667.0,10.0,63.3,0.0,2.0,1.0,RENT,IL,3.0,0.0,0.0,0,debt_consolidation,0
20000.0, 36 months,10.78,B,75000.0,24.89,692.0,10.0,77.0,0.0,0.0,0.0,RENT,NY,1.0,0.0,0.0,0,debt_consolidation,0
7200.0, 36 months,12.88,C,64000.0,11.55,697.0,13.0,34.5,2.0,0.0,0.0,MORTGAGE,VA,1.0,0.0,0.0,0,car,0
10000.0, 36 months,12.88,C,68000.0,18.14,682.0,15.0,26.0,2.0,0.0,0.0,MORTGAGE,MI,10.0,0.0,1.0,0,credit_card,0
11000.0, 36 months,15.77,D,110000.0,14.45,662.0,16.0,44.2,2.0,0.0,0.0,MORTGAGE,FL,1.0,0.0,1.0,0,debt_consolidation,0
23250.0, 60 months,18.99,E,46500.0,17.28,692.0,9.0,63.0,1.0,0.0,0.0,RENT,FL,3.0,0.0,0.0,0,credit_card,0
12000.0, 36 months,11.99,C,45000.0,25.68,662.0,9.0,88.8,1.0,0.0,0.0,RENT,NH,10.0,0.0,0.0,0,debt_consolidation,0
24375.0, 60 months,18.99,E,53000.0,8.7,697.0,3.0,88.9,0.0,0.0,0.0,RENT,MD,8.0,0.0,0.0,0,home_improvement,0
5600.0, 36 months,13.44,C,57000.0,11.94,667.0,8.0,73.9,1.0,0.0,3.0,RENT,RI,2.0,0.0,0.0,0,credit_card,0
7000.0, 36 months,12.88,C,24000.0,36.2,677.0,5.0,78.8,0.0,0.0,0.0,OWN,CA,1.0,0.0,0.0,0,debt_consolidation,0
12000.0, 60 months,17.27,D,30000.0,12.2,662.0,12.0,64.2,0.0,0.0,0.0,MORTGAGE,SC,8.0,0.0,1.0,0,credit_card,1
20000.0, 36 months,7.49,A,89600.0,6.39,727.0,1.0,97.7,1.0,0.0,0.0,MORTGAGE,NJ,10.0,0.0,1.0,0,credit_card,0
25000.0, 60 months,19.89,E,93000.0,33.92,687.0,13.0,84.4,0.0,2.0,0.0,MORTGAGE,NY,10.0,0.0,1.0,0,debt_consolidation,0
15000.0, 60 months,17.97,D,55000.0,16.17,672.0,6.0,49.6,0.0,0.0,0.0,RENT,CA,9.0,0.0,0.0,0,debt_consolidation,1
20550.0, 36 months,17.27,D,70000.0,29.21,662.0,12.0,36.0,0.0,8.0,1.0,RENT,MN,6.0,0.0,3.0,0,debt_consolidation,0
10000.0, 36 months,8.49,B,68000.0,25.27,727.0,10.0,74.2,0.0,0.0,0.0,OWN,MA,10.0,0.0,5.0,0,home_improvement,0
5000.0, 36 months,6.99,A,51782.0,21.62,682.0,7.0,38.7,0.0,0.0,0.0,MORTGAGE,TX,3.0,0.0,4.0,0,credit_card,0
6400.0, 36 months,6.99,A,42000.0,17.29,707.0,11.0,41.5,0.0,0.0,0.0,MORTGAGE,VT,10.0,0.0,5.0,0,credit_card,0
10150.0, 60 months,18.99,E,80000.0,16.55,692.0,4.0,85.1,0.0,0.0,0.0,RENT,NY,10.0,0.0,0.0,0,medical,0
35000.0, 60 months,20.5,E,87250.0,17.04,662.0,8.0,95.3,0.0,0.0,0.0,MORTGAGE,AL,10.0,0.0,3.0,0,debt_consolidation,0
17500.0, 36 months,8.49,B,59000.0,18.96,717.0,7.0,70.3,0.0,0.0,0.0,MORTGAGE,LA,1.0,0.0,0.0,0,debt_consolidation,0
13000.0, 36 months,8.49,B,72000.0,12.5,682.0,19.0,40.7,0.0,0.0,0.0,RENT,CA,5.0,0.0,0.0,0,credit_card,1
19625.0, 36 months,18.49,D,79500.0,18.9,677.0,14.0,41.5,0.0,2.0,0.0,MORTGAGE,CA,5.0,0.0,0.0,0,debt_consolidation,0
12050.0, 36 months,11.48,B,63000.0,29.6,677.0,23.0,49.0,1.0,0.0,1.0,MORTGAGE,MA,10.0,0.0,3.0,0,debt_consolidation,0
24000.0, 36 months,8.49,B,107000.0,16.23,752.0,9.0,70.6,0.0,0.0,0.0,OWN,FL,1.0,0.0,1.0,0,debt_consolidation,0
19300.0, 36 months,13.44,C,48261.96,17.11,662.0,12.0,82.0,0.0,0.0,1.0,MORTGAGE,WI,,0.0,5.0,0,debt_consolidation,1
21200.0, 60 months,21.48,E,53000.0,25.26,672.0,10.0,73.4,2.0,0.0,0.0,MORTGAGE,NY,7.0,0.0,2.0,0,credit_card,1
13000.0, 60 months,8.49,B,80000.0,21.45,742.0,22.0,13.5,0.0,2.0,0.0,OWN,CA,7.0,0.0,1.0,0,credit_card,0
25000.0, 60 months,10.78,B,60000.0,21.96,717.0,13.0,17.8,0.0,0.0,0.0,OWN,MA,7.0,0.0,3.0,0,debt_consolidation,0
19800.0, 36 months,11.48,B,81400.0,22.56,667.0,11.0,64.9,0.0,0.0,1.0,MORTGAGE,IN,7.0,0.0,1.0,0,debt_consolidation,0
22000.0, 36 months,6.99,A,230000.0,13.6,692.0,7.0,81.1,1.0,0.0,0.0,MORTGAGE,VA,10.0,0.0,4.0,0,credit_card,0
9600.0, 36 months,9.17,B,92000.0,31.52,667.0,38.0,38.6,1.0,4.0,0.0,MORTGAGE,TX,1.0,0.0,0.0,0,debt_consolidation,0
12000.0, 36 months,13.44,C,58000.0,12.77,677.0,7.0,56.7,0.0,0.0,0.0,MORTGAGE,SC,5.0,0.0,4.0,0,debt_consolidation,0
14400.0, 60 months,16.59,D,93000.0,17.29,662.0,26.0,29.6,5.0,1.0,0.0,OWN,NY,10.0,0.0,8.0,0,debt_consolidation,1
5900.0, 36 months,9.17,B,37000.0,11.71,697.0,8.0,21.6,0.0,5.0,0.0,OWN,NC,10.0,0.0,0.0,0,credit_card,0
10925.0, 36 months,14.85,C,60000.0,17.44,697.0,7.0,81.0,0.0,0.0,0.0,RENT,NY,8.0,0.0,0.0,0,debt_consolidation,0
14600.0, 60 months,10.78,B,30458.0,29.35,702.0,11.0,48.2,0.0,0.0,0.0,RENT,MO,1.0,0.0,0.0,0,credit_card,0
10000.0, 36 months,10.78,B,50000.0,6.58,702.0,8.0,24.5,0.0,0.0,0.0,RENT,WA,8.0,0.0,0.0,0,credit_card,0
8400.0, 36 months,12.88,C,39000.0,34.4,682.0,5.0,83.1,0.0,0.0,0.0,RENT,TN,9.0,0.0,1.0,0,debt_consolidation,0
25000.0, 60 months,9.8,B,75900.0,6.92,697.0,8.0,19.1,0.0,0.0,1.0,MORTGAGE,TX,8.0,0.0,1.0,0,home_improvement,0
1400.0, 36 months,9.8,B,42000.0,38.71,682.0,24.0,23.6,0.0,0.0,1.0,MORTGAGE,NC,10.0,0.0,2.0,0,home_improvement,0
6000.0, 36 months,11.48,B,38000.0,13.61,662.0,21.0,98.9,0.0,0.0,0.0,RENT,CA,10.0,0.0,0.0,0,credit_card,1
9450.0, 36 months,21.48,E,60000.0,36.76,672.0,10.0,62.6,1.0,0.0,0.0,RENT,TX,1.0,0.0,0.0,0,debt_consolidation,1
3000.0, 36 months,11.48,B,26000.0,14.4,667.0,12.0,8.4,0.0,1.0,2.0,MORTGAGE,MI,10.0,0.0,4.0,0,other,0
20000.0, 36 months,13.44,C,65000.0,16.91,732.0,13.0,19.9,0.0,0.0,0.0,OWN,NH,10.0,0.0,0.0,0,debt_consolidation,0
1000.0, 36 months,12.88,C,70000.0,6.1,682.0,13.0,21.2,3.0,0.0,1.0,RENT,NV,10.0,0.0,1.0,0,other,0
10000.0, 36 months,18.49,D,77000.0,10.88,692.0,4.0,81.4,2.0,0.0,0.0,RENT,IL,10.0,0.0,0.0,0,debt_consolidation,0
7800.0, 36 months,6.49,A,70000.0,26.71,697.0,15.0,65.8,1.0,0.0,0.0,RENT,IL,2.0,0.0,1.0,0,debt_consolidation,0
15000.0, 36 months,12.88,C,43000.0,27.15,682.0,12.0,64.1,0.0,0.0,0.0,OWN,NY,10.0,0.0,0.0,0,debt_consolidation,0
16000.0, 36 months,11.48,B,75000.0,17.19,687.0,12.0,51.0,1.0,2.0,0.0,RENT,IL,3.0,0.0,0.0,0,debt_consolidation,0
16000.0, 36 months,5.32,A,120000.0,15.24,777.0,16.0,14.3,0.0,0.0,0.0,OWN,CA,5.0,0.0,4.0,0,debt_consolidation,0
5600.0, 36 months,8.49,B,30000.0,25.24,742.0,7.0,28.7,0.0,0.0,0.0,MORTGAGE,NV,1.0,0.0,1.0,0,home_improvement,0
25600.0, 36 months,13.99,C,108000.0,33.27,677.0,9.0,94.2,1.0,0.0,2.0,RENT,CA,10.0,0.0,2.0,0,debt_consolidation,0
21000.0, 36 months,13.44,C,115000.0,18.72,697.0,14.0,62.6,1.0,0.0,0.0,MORTGAGE,NC,2.0,0.0,2.0,0,debt_consolidation,0
24000.0, 60 months,14.85,C,48000.0,20.62,707.0,13.0,59.1,0.0,0.0,0.0,MORTGAGE,MN,1.0,0.0,1.0,0,debt_consolidation,0
13750.0, 60 months,23.13,F,81600.0,13.87,677.0,15.0,41.0,2.0,1.0,1.0,MORTGAGE,NV,10.0,0.0,1.0,0,debt_consolidation,1
6000.0, 36 months,16.59,D,48000.0,7.23,672.0,8.0,55.6,1.0,0.0,0.0,MORTGAGE,OH,8.0,0.0,0.0,0,debt_consolidation,1
10000.0, 36 months,5.32,A,67000.0,9.8,762.0,11.0,26.0,0.0,0.0,0.0,MORTGAGE,WA,4.0,0.0,0.0,0,debt_consolidation,0
20000.0, 36 months,11.48,B,96000.0,9.81,677.0,12.0,59.8,0.0,0.0,0.0,MORTGAGE,GA,2.0,0.0,4.0,0,credit_card,0
18000.0, 36 months,6.49,A,174000.0,17.03,752.0,15.0,46.9,0.0,0.0,0.0,MORTGAGE,CA,10.0,0.0,5.0,0,debt_consolidation,0
11825.0, 60 months,24.24,F,85000.0,21.4,662.0,13.0,47.0,1.0,0.0,1.0,RENT,TN,8.0,0.0,1.0,0,debt_consolidation,0
18225.0, 60 months,28.99,G,50000.0,20.91,672.0,13.0,88.5,2.0,0.0,0.0,RENT,NC,3.0,0.0,0.0,0,small_business,1
9275.0, 36 months,19.89,E,62000.0,14.34,692.0,32.0,28.0,3.0,0.0,0.0,MORTGAGE,MD,1.0,0.0,3.0,0,debt_consolidation,0
7000.0, 36 months,8.49,B,46000.0,1.54,712.0,4.0,23.5,0.0,0.0,1.0,RENT,MI,,0.0,1.0,0,debt_consolidation,0
20000.0, 36 months,5.32,A,51685.22,28.6,697.0,13.0,69.0,0.0,0.0,0.0,MORTGAGE,MI,4.0,0.0,1.0,0,debt_consolidation,0
6000.0, 36 months,9.8,B,60000.0,39.84,727.0,16.0,76.0,1.0,0.0,0.0,MORTGAGE,GA,1.0,0.0,2.0,0,home_improvement,0
12000.0, 36 months,10.78,B,54000.0,15.07,662.0,14.0,45.8,0.0,3.0,0.0,RENT,FL,1.0,0.0,0.0,0,debt_consolidation,0
19200.0, 60 months,15.77,D,113500.0,16.38,667.0,11.0,66.7,2.0,0.0,1.0,MORTGAGE,CO,10.0,0.0,2.0,0,debt_consolidation,0
32625.0, 60 months,17.97,D,68000.0,16.63,687.0,7.0,43.8,0.0,3.0,0.0,RENT,CA,1.0,0.0,6.0,0,debt_consolidation,1
28000.0, 36 months,7.91,A,115000.0,10.15,712.0,15.0,26.3,1.0,0.0,0.0,MORTGAGE,MD,8.0,0.0,2.0,0,credit_card,0
35000.0, 60 months,20.5,E,90000.0,11.89,667.0,14.0,65.0,1.0,0.0,0.0,RENT,CA,10.0,0.0,0.0,0,credit_card,0
7275.0, 36 months,16.59,D,80000.0,23.27,667.0,10.0,59.3,2.0,1.0,0.0,MORTGAGE,LA,8.0,0.0,1.0,0,debt_consolidation,0
10000.0, 36 months,9.8,B,40000.0,8.91,677.0,9.0,34.0,0.0,1.0,1.0,MORTGAGE,CA,9.0,0.0,1.0,0,debt_consolidation,0
25000.0, 60 months,13.99,C,150000.0,11.41,667.0,10.0,66.0,2.0,2.0,0.0,RENT,TX,2.0,0.0,2.0,0,credit_card,0
5000.0, 36 months,5.32,A,90000.0,4.38,797.0,17.0,6.6,0.0,0.0,0.0,MORTGAGE,GA,10.0,0.0,3.0,0,home_improvement,0
20000.0, 36 months,8.49,B,60000.0,34.56,692.0,13.0,61.5,0.0,0.0,0.0,MORTGAGE,CA,6.0,0.0,0.0,0,debt_consolidation,0
35000.0, 36 months,17.27,D,255000.0,13.68,672.0,14.0,76.5,1.0,0.0,0.0,MORTGAGE,FL,2.0,0.0,9.0,0,debt_consolidation,0
2500.0, 36 months,9.17,B,165000.0,8.56,677.0,8.0,86.7,0.0,2.0,0.0,MORTGAGE,VA,10.0,0.0,6.0,0,credit_card,0
5725.0, 36 months,12.88,C,12468.0,22.96,717.0,8.0,23.2,0.0,0.0,0.0,OWN,CA,,0.0,0.0,0,credit_card,0
12000.0, 36 months,10.78,B,42000.0,36.66,707.0,25.0,28.5,1.0,1.0,0.0,OWN,CA,10.0,0.0,0.0,0,credit_card,0
14150.0, 60 months,16.59,D,30798.0,9.28,682.0,4.0,26.0,2.0,0.0,0.0,RENT,OH,10.0,0.0,3.0,0,credit_card,1
22500.0, 36 months,13.99,C,45000.0,24.22,742.0,16.0,43.0,0.0,0.0,0.0,RENT,FL,9.0,0.0,0.0,0,credit_card,0
20000.0, 36 months,6.49,A,58000.0,14.34,827.0,8.0,14.3,0.0,0.0,0.0,OWN,MA,10.0,0.0,0.0,0,other,0
10000.0, 36 months,14.85,C,40000.0,23.64,672.0,8.0,57.3,1.0,0.0,0.0,RENT,AR,1.0,0.0,0.0,0,debt_consolidation,0
5000.0, 36 months,11.48,B,28000.0,25.46,667.0,15.0,28.3,0.0,1.0,1.0,MORTGAGE,AR,10.0,0.0,3.0,0,other,0
10000.0, 36 months,11.48,B,30048.0,17.85,667.0,4.0,86.9,0.0,0.0,0.0,RENT,MA,7.0,0.0,0.0,0,credit_card,0
5000.0, 36 months,13.44,C,35000.0,39.37,677.0,5.0,97.3,1.0,2.0,1.0,MORTGAGE,AR,6.0,0.0,4.0,0,debt_consolidation,1
6000.0, 36 months,9.8,B,151000.0,16.99,672.0,31.0,36.0,1.0,0.0,0.0,MORTGAGE,CO,5.0,0.0,0.0,0,credit_card,0
15000.0, 36 months,9.17,B,60000.0,28.2,692.0,20.0,57.0,2.0,1.0,0.0,RENT,NY,,0.0,0.0,0,credit_card,1
28000.0, 36 months,7.91,A,100000.0,28.01,702.0,11.0,90.7,0.0,0.0,0.0,RENT,KS,3.0,0.0,0.0,0,credit_card,1
8525.0, 36 months,13.44,C,60000.0,30.44,677.0,11.0,81.0,3.0,0.0,0.0,MORTGAGE,DE,4.0,0.0,4.0,0,credit_card,1
20000.0, 60 months,16.59,D,60000.0,31.88,707.0,11.0,41.2,0.0,0.0,1.0,RENT,CA,3.0,0.0,0.0,0,debt_consolidation,1
9000.0, 36 months,15.77,D,28000.0,12.39,677.0,12.0,42.9,1.0,0.0,0.0,MORTGAGE,WV,10.0,0.0,3.0,0,debt_consolidation,0
20000.0, 60 months,18.99,E,92000.0,36.12,697.0,17.0,42.4,0.0,0.0,0.0,MORTGAGE,VA,10.0,0.0,2.0,0,debt_consolidation,1
12000.0, 60 months,19.48,E,45000.0,28.56,747.0,11.0,15.0,0.0,0.0,0.0,OWN,NJ,4.0,0.0,0.0,0,home_improvement,0
4425.0, 36 months,14.85,C,48000.0,24.74,702.0,14.0,52.7,0.0,0.0,0.0,MORTGAGE,NV,10.0,0.0,2.0,0,debt_consolidation,1
8000.0, 36 months,8.49,B,60000.0,19.36,682.0,6.0,75.7,0.0,0.0,0.0,MORTGAGE,WA,1.0,0.0,0.0,0,debt_consolidation,0
28000.0, 60 months,8.49,B,82000.0,18.1,712.0,22.0,23.4,0.0,2.0,0.0,MORTGAGE,MO,10.0,0.0,2.0,0,debt_consolidation,0
16000.0, 60 months,13.99,C,83000.0,23.89,697.0,28.0,23.9,2.0,0.0,0.0,MORTGAGE,MA,2.0,0.0,5.0,0,debt_consolidation,0
26600.0, 60 months,19.48,E,65000.0,51.2,687.0,18.0,94.1,1.0,0.0,0.0,MORTGAGE,NY,9.0,0.0,3.0,0,debt_consolidation,0
9600.0, 36 months,11.48,B,60000.0,13.84,662.0,4.0,97.0,0.0,1.0,0.0,RENT,AZ,4.0,0.0,0.0,0,debt_consolidation,0
10800.0, 36 months,11.48,B,79000.0,10.57,692.0,9.0,48.1,0.0,0.0,0.0,RENT,OR,3.0,0.0,0.0,0,debt_consolidation,0
5500.0, 36 months,6.99,A,100000.0,23.02,777.0,19.0,41.5,0.0,0.0,0.0,MORTGAGE,FL,9.0,0.0,3.0,0,home_improvement,0
7200.0, 36 months,13.99,C,34000.0,8.4,662.0,6.0,36.5,4.0,0.0,1.0,RENT,CA,4.0,0.0,0.0,0,debt_consolidation,0
15000.0, 60 months,11.48,B,65000.0,8.44,697.0,13.0,27.7,1.0,1.0,0.0,RENT,NY,2.0,0.0,0.0,0,car,0
21000.0, 60 months,19.89,E,66500.0,26.76,687.0,19.0,38.1,0.0,0.0,0.0,RENT,CA,3.0,0.0,0.0,0,credit_card,1
22450.0, 36 months,11.48,B,56160.0,27.88,757.0,13.0,35.2,0.0,0.0,0.0,MORTGAGE,AR,8.0,0.0,2.0,0,debt_consolidation,0
30000.0, 60 months,9.8,B,90000.0,20.3,702.0,12.0,38.9,0.0,1.0,0.0,MORTGAGE,TX,5.0,0.0,7.0,0,credit_card,0
3000.0, 36 months,12.88,C,41000.0,22.01,697.0,14.0,37.5,0.0,0.0,0.0,RENT,UT,2.0,0.0,0.0,0,credit_card,1
17750.0, 60 months,9.17,B,47000.0,28.12,732.0,8.0,68.6,0.0,0.0,0.0,MORTGAGE,FL,5.0,0.0,1.0,0,credit_card,0
